Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift
M7922,MA1A**********922,WO10922,Hatch Z,GA-1,STN-01,2026-03-02 01:12,ENG-1438,SUP-155,EMP166,TL-049,B
M7923,MA1A**********923,WO10923,Sedan X,GA-2,STN-03,2026-03-02 01:13,ENG-1150,SUP-120,EMP138,TL-082,
M7924,MA1A**********924,WO10924,SUV Pro,TRIM-1, stn-05 ,2026-03-02 01:15,ENG-1462,SUP-171,EMP265,TL-033,B
M7925,MA1A**********925,WO10925,Sedan X,PAINT-1,Stn-03,2026-03-02 01:16,ENG-1031,SUP-098,EMP298,TL-043,A
M7926,MA1A**********926,WO10926,SUV Pro,PAINT-1,STN-02,2026-03-02 01:17,ENG-1225,SUP-018,EMP351,TL-026,
M7927,MA1A**********927,WO10927,Sedan X,TRIM-1,STN-01,2026-03-02 01:18,ENG-1073,SUP-139,EMP320,TL-028,A
M7928,MA1A**********928,WO10928,SUV Pro,PAINT-1,STN-01,2026-03-02 01:20,ENG-1017,SUP-019,EMP136,TL-074,C
M7929,MA1A**********929,WO10929,SUV Pro,GA-1,STN-04,2026-03-02 01:21,ENG-1076,SUP-168,EMP100,TL-005,
M7930,MA1A**********930,WO10930,SUV Pro,GA-2, stn-05 ,2026-03-02 01:22,ENG-1168,SUP-101,EMP394,TL-001,
M7931,MA1A**********931,WO10931,SUV Pro,TRIM-1,STN-04,2026-03-02 01:23,ENG-1432,SUP-187,EMP135,TL-070,B
M7932,MA1A**********932,WO10932,Sedan X,TRIM-1, stn-05 ,2026-03-02 01:25,ENG-1418,SUP-200,EMP346,TL-016,C
M7933,MA1A**********933,WO10933,SUV Pro,PAINT-1,STN-04,2026-03-02 01:26,ENG-1028,SUP-162,EMP146,TL-047,C
M7934,MA1A**********934,WO10934,Sedan X,TRIM-1,Stn-03,2026-03-02 01:27,ENG-1392,SUP-075,EMP203,TL-023,A
M7935,MA1A**********935,WO10935,SUV Pro,GA-2,STN-03,2026-03-02 01:28,ENG-1356,SUP-100,EMP154,TL-081,C
M7936,MA1A**********936,WO10936,SUV Pro,GA-1, stn-05 ,2026-03-02 01:30,ENG-1224,SUP-189,EMP197,TL-018,A
M7937,MA1A**********937,WO10937,Sedan X,GA-1, stn-05 ,2026-03-02 01:31,ENG-1303,SUP-062,EMP350,TL-050,A
M7938,MA1A**********938,WO10938,Hatch Z,PAINT-1,STN-04,2026-03-02 01:32,ENG-1273,SUP-116,EMP108,TL-005,C
M7939,MA1A**********939,WO10939,Sedan X,PAINT-1,Stn-03,2026-03-02 01:33,ENG-1369,SUP-011,EMP307,TL-016,B
M7940,MA1A**********940,WO10940,Hatch Z,TRIM-1, stn-05 ,2026-03-02 01:35,ENG-1445,SUP-138,EMP176,TL-095,B
M7941,MA1A**********941,WO10941,Sedan X,GA-1, stn-05 ,2026-03-02 01:36,ENG-1072,SUP-126,EMP109,TL-061,A
M7942,MA1A**********942,WO10942,Sedan X,GA-2,STN-01,2026-03-02 01:37,ENG-1088,SUP-162,EMP125,TL-040,A
M7943,MA1A**********943,WO10943,SUV Pro,GA-2,Stn-03,2026-03-02 01:38,ENG-1302,SUP-017,EMP154,TL-015,
M7944,MA1A**********944,WO10944,Hatch Z,GA-2,STN-01,2026-03-02 01:40,ENG-1411,SUP-052,EMP318,TL-044,
M7945,MA1A**********945,WO10945,SUV Pro,GA-1, stn-05 ,2026-03-02 01:41,ENG-1294,SUP-140,EMP170,TL-042,B
M7946,MA1A**********946,WO10946,Sedan X,GA-2,STN-03,2026-03-02 01:42,ENG-1032,SUP-031,EMP240,TL-019,
M7947,MA1A**********947,WO10947,Sedan X,PAINT-1,STN-05,2026-03-02 01:43,ENG-1084,SUP-113,EMP224,TL-075,A
M7948,MA1A**********948,WO10948,Sedan X,GA-1,Stn-03,2026-03-02 01:45,ENG-1433,SUP-162,EMP292,TL-100,B
M7949,MA1A**********949,WO10949,Sedan X,TRIM-1,STN-01,2026-03-02 01:46,ENG-1003,SUP-002,EMP191,TL-012,C
M7950,MA1A**********950,WO10950,SUV Pro,TRIM-1, stn-05 ,2026-03-02 01:47,ENG-1064,SUP-053,EMP173,TL-082,C
M7951,MA1A**********951,WO10951,Hatch Z,TRIM-1,STN-04,2026-03-02 01:48,ENG-1122,SUP-045,EMP119,TL-077,B
M7952,MA1A**********952,WO10952,Hatch Z,TRIM-1,STN-05,2026-03-02 01:50,ENG-1486,SUP-023,EMP254,TL-045,
M7953,MA1A**********953,WO10953,Sedan X,GA-2,STN-02,2026-03-02 01:51,ENG-1060,SUP-136,EMP148,TL-080,C
M7954,MA1A**********954,WO10954,Hatch Z,GA-2,STN-04,2026-03-02 01:52,ENG-1394,SUP-161,EMP206,TL-036,A
M7955,MA1A**********955,WO10955,Sedan X,GA-1,Stn-03,2026-03-02 01:53,ENG-1076,SUP-176,EMP342,TL-064,B
M7956,MA1A**********956,WO10956,Sedan X,GA-1,STN-01,2026-03-02 01:55,ENG-1330,SUP-094,EMP245,TL-027,
M7957,MA1A**********957,WO10957,SUV Pro,PAINT-1,STN-05,2026-03-02 01:56,ENG-1412,SUP-195,EMP332,TL-006,A
M7958,MA1A**********958,WO10958,Hatch Z,GA-1,STN-05,2026-03-02 01:57,ENG-1090,SUP-041,EMP114,TL-063,A
M7959,MA1A**********959,WO10959,Sedan X,GA-2, stn-05 ,2026-03-02 01:58,ENG-1227,SUP-152,EMP396,TL-042,
M7960,MA1A**********960,WO10960,Sedan X,PAINT-1,STN-02,2026-03-02 02:00,ENG-1398,SUP-029,EMP266,TL-030,A
M7961,MA1A**********961,WO10961,Sedan X,TRIM-1,Stn-03,2026-03-02 02:01,ENG-1102,SUP-097,EMP212,TL-010,
M7962,MA1A**********962,WO10962,Hatch Z,TRIM-1,STN-01,2026-03-02 02:02,ENG-1455,SUP-112,EMP174,TL-028,
M7963,MA1A**********963,WO10963,Sedan X,TRIM-1,STN-03,2026-03-02 02:03,ENG-1069,SUP-118,EMP199,TL-081,C
M7964,MA1A**********964,WO10964,SUV Pro,GA-2,STN-03,2026-03-02 02:05,ENG-1065,SUP-009,EMP391,TL-008,C
M7965,MA1A**********965,WO10965,Sedan X,GA-1,Stn-03,2026-03-02 02:06,ENG-1238,SUP-118,EMP314,TL-022,C
M7966,MA1A**********966,WO10966,Sedan X,PAINT-1,STN-05,2026-03-02 02:07,ENG-1080,SUP-164,EMP187,TL-074,B
M7967,MA1A**********967,WO10967,Sedan X,TRIM-1,Stn-03,2026-03-02 02:08,ENG-1267,SUP-126,EMP210,TL-076,
M7968,MA1A**********968,WO10968,SUV Pro,PAINT-1,STN-01,2026-03-02 02:10,ENG-1373,SUP-110,EMP226,TL-032,C
M7969,MA1A**********969,WO10969,SUV Pro,GA-2,STN-05,2026-03-02 02:11,ENG-1484,SUP-039,EMP393,TL-001,
M7970,MA1A**********970,WO10970,Sedan X,GA-1,STN-04,2026-03-02 02:12,ENG-1375,SUP-197,EMP358,TL-005,
M7971,MA1A**********971,WO10971,Hatch Z,TRIM-1,STN-04,2026-03-02 02:13,ENG-1414,SUP-179,EMP150,TL-058,
M7972,MA1A**********972,WO10972,Sedan X,GA-1,STN-05,2026-03-02 02:15,ENG-1385,SUP-004,EMP308,TL-028,B
M7973,MA1A**********973,WO10973,SUV Pro,PAINT-1,STN-02,2026-03-02 02:16,ENG-1331,SUP-024,EMP108,TL-062,C
M7974,MA1A**********974,WO10974,Sedan X,TRIM-1,Stn-03,2026-03-02 02:17,ENG-1292,SUP-192,EMP398,TL-004,
M7975,MA1A**********975,WO10975,SUV Pro,GA-2,Stn-03,2026-03-02 02:18,ENG-1360,SUP-104,EMP194,TL-048,
M7976,MA1A**********976,WO10976,Hatch Z,GA-1,Stn-03,2026-03-02 02:20,ENG-1321,SUP-019,EMP297,TL-089,C
M7977,MA1A**********977,WO10977,Hatch Z,GA-1,STN-03,2026-03-02 02:21,ENG-1218,SUP-193,EMP238,TL-090,B
M7978,MA1A**********978,WO10978,Hatch Z,GA-1,STN-05,2026-03-02 02:22,ENG-1450,SUP-086,EMP128,TL-066,C
M7979,MA1A**********979,WO10979,Sedan X,GA-1,STN-04,2026-03-02 02:23,ENG-1187,SUP-120,EMP120,TL-047,C
M7980,MA1A**********980,WO10980,Sedan X,GA-1,STN-05,2026-03-02 02:25,ENG-1363,SUP-199,EMP204,TL-018,C
M7981,MA1A**********981,WO10981,Sedan X,GA-1, stn-05 ,2026-03-02 02:26,ENG-1244,SUP-189,EMP397,TL-090,B
M7982,MA1A**********982,WO10982,Hatch Z,GA-2,STN-03,2026-03-02 02:27,ENG-1180,SUP-069,EMP357,TL-088,
M7983,MA1A**********983,WO10983,SUV Pro,GA-1,STN-01,2026-03-02 02:28,ENG-1190,SUP-089,EMP331,TL-063,A
M7984,MA1A**********984,WO10984,SUV Pro,PAINT-1,STN-04,2026-03-02 02:30,ENG-1317,SUP-095,EMP133,TL-025,
M7985,MA1A**********985,WO10985,Sedan X,GA-1,STN-04,2026-03-02 02:31,ENG-1459,SUP-046,EMP247,TL-010,A
M7986,MA1A**********986,WO10986,Sedan X,PAINT-1,STN-01,2026-03-02 02:32,ENG-1356,SUP-038,EMP354,TL-020,B
M7987,MA1A**********987,WO10987,Hatch Z,GA-1,STN-03,2026-03-02 02:33,ENG-1213,SUP-175,EMP377,TL-017,
M7988,MA1A**********988,WO10988,SUV Pro,TRIM-1,STN-04,2026-03-02 02:35,ENG-1377,SUP-166,EMP110,TL-038,B
M7989,MA1A**********989,WO10989,Sedan X,GA-1,Stn-03,2026-03-02 02:36,ENG-1410,SUP-060,EMP366,TL-083,C
M7990,MA1A**********990,WO10990,SUV Pro,PAINT-1, stn-05 ,2026-03-02 02:37,ENG-1330,SUP-084,EMP348,TL-076,
M7991,MA1A**********991,WO10991,SUV Pro,PAINT-1,STN-05,2026-03-02 02:38,ENG-1067,SUP-079,EMP187,TL-034,B
M7992,MA1A**********992,WO10992,SUV Pro,PAINT-1,STN-03,2026-03-02 02:40,ENG-1394,SUP-013,EMP175,TL-046,C
M7993,MA1A**********993,WO10993,SUV Pro,GA-2,STN-05,2026-03-02 02:41,ENG-1473,SUP-042,EMP374,TL-037,B
M7994,MA1A**********994,WO10994,Sedan X,GA-2,STN-02,2026-03-02 02:42,ENG-1121,SUP-030,EMP121,TL-041,B
M7995,MA1A**********995,WO10995,SUV Pro,PAINT-1,STN-03,2026-03-02 02:43,ENG-1094,SUP-053,EMP387,TL-091,A
M7996,MA1A**********996,WO10996,Hatch Z,PAINT-1,STN-03,2026-03-02 02:45,ENG-1075,SUP-096,EMP329,TL-070,B
M7997,MA1A**********997,WO10997,Hatch Z,PAINT-1,STN-01,2026-03-02 02:46,ENG-1471,SUP-007,EMP307,TL-064,B
M7998,MA1A**********998,WO10998,SUV Pro,PAINT-1,STN-02,2026-03-02 02:47,ENG-1002,SUP-190,EMP379,TL-065,C
M7999,XX1 **3 4,WO10999,Hatch Z,PAINT-1,STN-04,2026-03-02 02:48,ENG-1458,SUP-075,EMP393,TL-086,B
M8000,MA1A**********000,WO11000,Hatch Z,TRIM-1,STN-03,2026-03-02 02:50,ENG-1352,SUP-029,EMP345,TL-006,B
M8001,MA1A**********001,WO11001,Hatch Z,GA-1,STN-03,2026-03-02 02:51,ENG-1012,SUP-103,EMP212,TL-058,C
M8002,MA1A**********002,WO11002,Sedan X,PAINT-1,STN-01,2026-03-02 02:52,ENG-1311,SUP-165,EMP199,TL-075,B
M8003,MA1A**********003,WO11003,SUV Pro,GA-2,STN-01,2026-03-02 02:53,ENG-1042,SUP-138,EMP328,TL-087,A
M8004,MA1A**********004,WO11004,Hatch Z,TRIM-1,STN-02,2026-03-02 02:55,ENG-1251,SUP-082,EMP361,TL-008,C
M8005,MA1A**********005,WO11005,SUV Pro,GA-2, stn-05 ,2026-03-02 02:56,ENG-1437,SUP-110,EMP289,TL-050,C
M8006,MA1A**********006,WO11006,Sedan X,PAINT-1,STN-03,2026-03-02 02:57,ENG-1179,SUP-079,EMP328,TL-072,A
M8007,MA1A**********007,WO11007,Sedan X,TRIM-1, stn-05 ,2026-03-02 02:58,ENG-1212,SUP-114,EMP247,TL-021,
M8008,MA1A**********008,WO11008,Hatch Z,TRIM-1,STN-02,2026-03-02 03:00,ENG-1427,SUP-151,EMP144,TL-019,B
M8009,MA1A**********009,WO11009,SUV Pro,TRIM-1,Stn-03,2026-03-02 03:01,ENG-1268,SUP-086,EMP133,TL-076,
M8010,MA1A**********010,WO11010,Sedan X,GA-1,STN-04,2026-03-02 03:02,ENG-1327,SUP-070,EMP312,TL-023,
M8011,MA1A**********011,WO11011,Hatch Z,GA-2,STN-02,2026-03-02 03:03,ENG-1095,SUP-098,EMP248,TL-071,
M8012,MA1A**********012,WO11012,Sedan X,PAINT-1,Stn-03,2026-03-02 03:05,ENG-1299,SUP-078,EMP352,TL-072,
M8013,MA1A**********013,WO11013,Sedan X,GA-1,Stn-03,2026-03-02 03:06,ENG-1001,SUP-040,EMP234,TL-039,
M8014,MA1A**********014,WO11014,Sedan X,PAINT-1,STN-04,2026-03-02 03:07,ENG-1091,SUP-126,EMP225,TL-004,A
M8015,MA1A**********015,WO11015,SUV Pro,TRIM-1,STN-01,2026-03-02 03:08, eng-1001 ,SUP-154,EMP285,TL-075,
M8016,MA1A**********016,WO11016,Hatch Z,TRIM-1,Stn-03,2026-03-02 03:10,ENG-1132,SUP-161,EMP343,TL-089,A
M8017,MA1A**********017,WO11017,SUV Pro,GA-1,Stn-03,2026-03-02 03:11,ENG-1132,SUP-042,EMP397,TL-008,B
M8018,MA1A**********018,WO11018,SUV Pro,TRIM-1, stn-05 ,2026-03-02 03:12,ENG-1069,SUP-092,EMP183,TL-007,C
M8019,MA1A**********019,WO11019,SUV Pro,TRIM-1, stn-05 ,2026-03-02 03:13,ENG-1466,SUP-092,EMP124,TL-038,C
M8020,MA1A**********020,WO11020,Hatch Z,GA-1,STN-05,2026-03-02 03:15,ENG-1099,SUP-197,EMP193,TL-098,A
M8021,MA1A**********021,WO11021,Hatch Z,GA-2,STN-05,2026-03-02 03:16,ENG-1165,SUP-081,EMP254,TL-035,C
M8022,MA1A**********022,WO11022,Sedan X,PAINT-1,Stn-03,2026-03-02 03:17,ENG-1073,SUP-004,EMP170,TL-067,C
M8023,MA1A**********023,WO11023,SUV Pro,TRIM-1,STN-04,2026-03-02 03:18,ENG-1174,SUP-042,EMP152,TL-028,B
M8024,MA1A**********024,WO11024,Hatch Z,GA-2,Stn-03,2026-03-02 03:20,ENG-1096,SUP-144,EMP369,TL-069,A
M8025,MA1A**********025,WO11025,SUV Pro,TRIM-1,STN-01,2026-03-02 03:21,ENG-1059,SUP-034,EMP108,TL-062,C
M8026,MA1A**********026,WO11026,SUV Pro,PAINT-1,STN-02,2026-03-02 03:22,ENG-1418,SUP-114,EMP367,TL-098,C
M8027,MA1A**********027,WO11027,Sedan X,PAINT-1,STN-01,2026-03-02 03:23,ENG-1381,SUP-031,EMP213,TL-017,B
M8028,MA1A**********028,WO11028,Hatch Z,GA-2,STN-03,2026-03-02 03:25,ENG-1064,SUP-054,EMP166,TL-011,
M8029,MA1A**********029,WO11029,Hatch Z,GA-1,STN-01,2026-03-02 03:26,ENG-1009,SUP-199,EMP347,TL-097,
M8030,MA1A**********030,WO11030,Sedan X,GA-2,STN-01,2026-03-02 03:27,ENG-1016,SUP-169,EMP362,TL-076,A
M8031,MA1A**********031,WO11031,SUV Pro,GA-1,STN-03,2026-03-02 03:28,ENG-1022,SUP-017,EMP254,TL-086,A
M8032,MA1A**********032,WO11032,Sedan X,GA-1,STN-05,2026-03-02 03:30,ENG-1105,SUP-151,EMP202,TL-024,C
M8033,MA1A**********033,WO11033,Sedan X,GA-1,STN-02,2026-03-02 03:31,ENG-1433,SUP-192,EMP242,TL-075,C
M8034,MA1A**********034,WO11034,SUV Pro,GA-2,Stn-03,2026-03-02 03:32,ENG-1256,SUP-200,EMP223,TL-065,A
M8035,MA1A**********035,WO11035,Sedan X,GA-1,STN-05,2026-03-02 03:33,ENG-1111,SUP-184,EMP198,TL-037,B
M8036,MA1A**********036,WO11036,Hatch Z,GA-1, stn-05 ,2026-03-02 03:35,ENG-1050,SUP-055,EMP358,TL-091,
M8037,MA1A**********037,WO11037,SUV Pro,GA-2,STN-04,2026-03-02 03:36,ENG-1344,SUP-028,EMP192,TL-046,
M8038,MA1A**********038,WO11038,SUV Pro,GA-2,STN-05,2026/03/02 03:37,ENG-1116,SUP-105,EMP157,TL-098,C
M8039,MA1A**********039,WO11039,Sedan X,TRIM-1,STN-01,2026-03-02 03:38,ENG-1266,SUP-035,EMP353,TL-098,C
M8040,MA1A**********040,WO11040,Hatch Z,PAINT-1,STN-05,2026-03-02 03:40,ENG-1369,SUP-011,EMP142,TL-042,
M8041,MA1A**********041,WO11041,Sedan X,TRIM-1,STN-03,2026-03-02 03:41,ENG-1233,SUP-154,EMP259,TL-088,
M8042,MA1A**********042,WO11042,Sedan X,TRIM-1,STN-03,2026-03-02 03:42,ENG-1437,SUP-110,EMP196,TL-009,
M8043,MA1A**********043,WO11043,Hatch Z,PAINT-1,STN-02,2026-03-02 03:43,ENG-1006,SUP-173,EMP351,TL-087,A
M8044,MA1A**********044,WO11044,SUV Pro,TRIM-1,STN-05,2026-03-02 03:45,ENG-1337,SUP-174,EMP143,TL-016,B
M8045,MA1A**********045,WO11045,SUV Pro,TRIM-1, stn-05 ,2026-03-02 03:46,ENG-1302,SUP-027,EMP186,TL-009,C
M8046,MA1A**********046,WO11046,Sedan X,PAINT-1,STN-02,2026-03-02 03:47,ENG-1304,SUP-104,EMP162,TL-030,
M8047,MA1A**********047,WO11047,Hatch Z,TRIM-1,STN-03,2026-03-02 03:48,ENG-1391,SUP-183,EMP397,TL-076,C
M8048,MA1A**********048,WO11048,Hatch Z,TRIM-1,STN-03,2026-03-02 03:50,ENG-1243,SUP-171,EMP307,TL-063,C
M8049,MA1A**********049,WO11049,Sedan X,TRIM-1,STN-01,2026-03-02 03:51,ENG-1062,SUP-065,EMP350,TL-064,B
M8050,MA1A**********050,WO11050,Hatch Z,GA-2,STN-01,2026-03-02 03:52,ENG-1050,SUP-189,EMP127,TL-009,
M8051,MA1A**********051,WO11051,Hatch Z,GA-1,STN-02,2026-03-02 03:53,ENG-1195,SUP-155,EMP267,TL-020,C
M8052,MA1A**********052,WO11052,Hatch Z,GA-1,Stn-03,2026-03-02 03:55,ENG-1039,SUP-170,EMP366,TL-099,
M8053,MA1A**********053,WO11053,SUV Pro,GA-2,STN-03,2026-03-02 03:56,ENG-1338,SUP-128,EMP351,TL-065,C
M8054,MA1A**********054,WO11054,Hatch Z,PAINT-1,Stn-03,2026-03-02 03:57,ENG-1440,SUP-139,EMP379,TL-003,A
M8055,MA1A**********055,WO11055,SUV Pro,GA-1,STN-04,2026-03-02 03:70,ENG-1230,SUP-081,EMP292,TL-057,
M8056,MA1A**********056,WO11056,Sedan X,GA-1,STN-02,2026-03-02 04:00,ENG-1285,SUP-169,EMP255,TL-091,B
M8057,MA1A**********057,WO11057,SUV Pro,TRIM-1,STN-02,2026-03-02 04:01,ENG-1159,SUP-184,EMP299,TL-063,A
M8058,MA1A**********058,WO11058,Hatch Z,TRIM-1, stn-05 ,2026-03-02 04:02,ENG-1283,SUP-176,EMP376,TL-074,
M8059,MA1A**********059,WO11059,SUV Pro,GA-2,STN-05,2026-03-02 04:03,ENG-1028,SUP-101,EMP234,TL-064,
M8060,MA1A**********060,WO11060,Hatch Z,PAINT-1,Stn-03,2026-03-02 04:05,ENG-1145,SUP-083,EMP131,TL-004,A
M8061,MA1A**********061,WO11061,Sedan X,PAINT-1,STN-03,2026-03-02 04:06,ENG-1414,SUP-190,EMP398,TL-004,C
M8062,MA1A**********062,WO11062,SUV Pro,GA-1,STN-04,2026-03-02 04:07,ENG-1176,SUP-092,EMP310,TL-045,A
M8063,MA1A**********063,WO11063,Hatch Z,GA-2,STN-02,2026-03-02 04:08,ENG-1120,SUP-166,EMP259,TL-076,A
M8064,MA1A**********064,WO11064,Hatch Z,GA-1,Stn-03,2026-03-02 04:10,ENG-1156,SUP-030,EMP272,TL-022,A
M8065,MA1A**********065,WO11065,Hatch Z,PAINT-1,STN-01,2026-03-02 04:11,ENG-1235,SUP-169,EMP316,TL-073,
M8066,MA1A**********066,WO11066,SUV Pro,GA-1, stn-05 ,2026-03-02 04:12,ENG-1240,SUP-151,EMP111,TL-041,
M8067,MA1A**********067,WO11067,Hatch Z,TRIM-1,STN-03,2026-03-02 04:13,ENG-1293,SUP-026,EMP350,TL-013,B
M8068,MA1A**********068,WO11068,SUV Pro,TRIM-1,STN-05,2026-03-02 04:15,ENG-1415,SUP-196,EMP273,TL-022,C
M8069,MA1A**********069,WO11069,SUV Pro,TRIM-1,STN-02,2026-03-02 04:16,ENG-1254,SUP-163,EMP138,TL-069,B
M8070,MA1A**********070,WO11070,SUV Pro,PAINT-1,STN-01,2026-03-02 04:17,ENG-1152,SUP-147,EMP305,TL-029,A
M8071,MA1A**********071,WO11071,Hatch Z,GA-1,STN-05,2026-03-02 04:18,ENG-1172,SUP-070,EMP134,TL-073,
M8072,MA1A**********072,WO11072,SUV Pro,GA-2,STN-03,2026-03-02 04:20,ENG-1407,SUP-020,EMP254,TL-065,C
M8073,MA1A**********073,WO11073,SUV Pro,PAINT-1,STN-02,2026-03-02 04:21,ENG-1212,SUP-103,EMP228,TL-080,
M8074,MA1A**********074,WO11074,Hatch Z,GA-2,STN-01,2026-03-02 04:22,ENG-1321,SUP-181,EMP364,TL-024,
M8075,MA1A**********075,WO11075,Sedan X,TRIM-1,STN-03,2026-03-02 04:23,ENG-1479,SUP-164,EMP372,TL-079,
M8076,MA1A**********076,WO11076,Hatch Z,GA-1,STN-05,2026-03-02 04:25,ENG-1102,SUP-094,EMP336,TL-019,B
M8077,MA1A**********077,WO11077,Sedan X,PAINT-1,Stn-03,2026-03-02 04:26,ENG-1222,SUP-106,EMP263,TL-009,B
M8078,MA1A**********078,WO11078,SUV Pro,PAINT-1,Stn-03,2026-03-02 04:27,ENG-1146,SUP-166,EMP182,TL-033,B
M8079,MA1A**********079,WO11079,SUV Pro,GA-2,STN-01,2026-03-02 04:28,ENG-1076,SUP-050,EMP114,TL-032,C
M8080,MA1A**********080,WO11080,SUV Pro,TRIM-1,STN-05,2026-03-02 04:30,ENG-1223,SUP-109,EMP118,TL-026,B
M8081,MA1A**********081,WO11081,SUV Pro,GA-2,STN-01,2026-03-02 04:31,ENG-1132,SUP-072,EMP381,TL-023,A
M8082,MA1A**********082,WO11082,Hatch Z,TRIM-1,Stn-03,2026-03-02 04:32,ENG-1010,SUP-015,EMP142,TL-041,C
M8083,MA1A**********083,WO11083,Sedan X,TRIM-1,STN-03,2026-03-02 04:33,ENG-1343,SUP-169,EMP146,TL-051,B
M8084,MA1A**********084,WO11084,Sedan X,GA-1,STN-05,2026-03-02 04:35,ENG-1376,SUP-129,EMP161,TL-067,C
M8085,MA1A**********085,WO11085,SUV Pro,GA-1,STN-02,2026-03-02 04:36,ENG-1307,SUP-032,EMP260,TL-043,
M8086,MA1A**********086,WO11086,Hatch Z,GA-2,STN-04,2026-03-02 04:37,ENG-1111,SUP-037,EMP154,TL-023,B
M8087,MA1A**********087,WO11087,SUV Pro,TRIM-1,STN-04,2026-03-02 04:38,ENG-1130,SUP-151,EMP128,TL-063,C
M8088,MA1A**********088,WO11088,Hatch Z,GA-1,STN-03,2026-03-02 04:40,ENG-1279,SUP-109,EMP343,TL-088,B
M8089,MA1A**********089,WO11089,SUV Pro,GA-2,STN-03,2026-03-02 04:41,ENG-1243,SUP-184,EMP288,TL-040,A
M8090,MA1A**********090,WO11090,Hatch Z,GA-1,Stn-03,2026-03-02 04:42,ENG-1378,SUP-170,EMP127,TL-089,B
M8091,MA1A**********091,WO11091,SUV Pro,TRIM-1,STN-03,2026-03-02 04:43,ENG-1327,SUP-180,EMP285,TL-088,A
M8092,MA1A**********092,WO11092,Hatch Z,GA-2,Stn-03,2026-03-02 04:45,ENG-1226,SUP-100,EMP104,TL-051,C
M8093,MA1A**********093,WO11093,SUV Pro,GA-1,Stn-03,2026-03-02 04:46,ENG-1387,SUP-061,EMP252,TL-027,B
M8094,MA1A**********094,WO11094,SUV Pro,PAINT-1,Stn-03,2026-03-02 04:47,ENG-1392,SUP-165,EMP308,TL-005,C
M8095,MA1A**********095,WO11095,Sedan X,TRIM-1,STN-04,2026-03-02 04:48,ENG-1377,SUP-106,EMP270,TL-092,
M8096,MA1A**********096,WO11096,Sedan X,GA-2, stn-05 ,2026-03-02 04:50,ENG-1133,SUP-130,EMP133,TL-046,
M8097,MA1A**********097,WO11097,Hatch Z,PAINT-1,STN-04,2026-03-02 04:51,ENG-1355,SUP-008,EMP126,TL-083,B
M8098,MA1A**********098,WO11098,Hatch Z,TRIM-1,Stn-03,2026-03-02 04:52,ENG-1328,SUP-035,EMP101,TL-052,B
M8099,MA1A**********099,WO11099,Hatch Z,PAINT-1,STN-03,2026-03-02 04:53,ENG-1294,SUP-022,EMP156,TL-021,B
M8100,MA1A**********100,WO11100,Hatch Z,GA-2,Stn-03,2026-03-02 04:55,ENG-1304,SUP-176,EMP310,TL-041,
M8101,MA1A**********101,WO11101,SUV Pro,GA-2,STN-03,2026-03-02 04:56,ENG-1088,SUP-176,EMP267,TL-037,B
M8102,MA1A**********102,WO11102,Sedan X,TRIM-1,STN-03,2026-03-02 04:57,ENG-1093,SUP-101,EMP293,TL-074,B
M8103,MA1A**********103,WO11103,Sedan X,GA-1,STN-05,2026-03-02 04:58,ENG-1331,SUP-157,EMP217,TL-012,
M8104,MA1A**********104,WO11104,Sedan X,PAINT-1, stn-05 ,2026-03-02 05:00,ENG-1436,SUP-044,EMP125,TL-052,
M8105,MA1A**********105,WO11105,Hatch Z,PAINT-1,STN-02,2026-03-02 05:01,ENG-1045,SUP-095,EMP187,TL-073,A
M8106,MA1A**********106,WO11106,Sedan X,TRIM-1,Stn-03,2026-03-02 05:02,ENG-1471,SUP-117,EMP353,TL-016,B
M8107,MA1A**********107,WO11107,Hatch Z,GA-2,STN-02,2026-03-02 05:03,ENG-1484,SUP-069,EMP247,TL-096,
M8108,MA1A**********108,WO11108,SUV Pro,GA-2,STN-04,2026-03-02 05:05,ENG-1438,SUP-053,EMP210,TL-037,B
M8109,MA1A**********109,WO11109,SUV Pro,GA-2,STN-04,2026-03-02 05:06,ENG-1405,SUP-038,EMP114,TL-038,C
M8110,MA1A**********110,WO11110,Sedan X,TRIM-1,STN-02,2026-03-02 05:07,ENG-1189,,EMP398,TL-088,
M8111,MA1A**********111,WO11111,Sedan X,GA-1,STN-04,2026-03-02 05:08,ENG-1068,SUP-083,EMP303,TL-088,B
M8112,MA1A**********112,WO11112,Hatch Z,TRIM-1, stn-05 ,2026-03-02 05:10,ENG-1216,SUP-189,EMP231,TL-010,A
M8113,MA1A**********113,WO11113,Hatch Z,GA-1,STN-01,2026-03-02 05:11,ENG-1170,SUP-061,EMP341,TL-046,A
M8114,MA1A**********114,WO11114,Sedan X,PAINT-1,STN-05,2026-03-02 05:12,ENG-1317,SUP-098,EMP254,TL-051,C
M8115,MA1A**********115,WO11115,Sedan X,GA-1,STN-05,2026-03-02 05:13,ENG-1091,SUP-067,EMP186,TL-065,
M8116,MA1A**********116,WO11116,SUV Pro,TRIM-1,STN-02,2026-03-02 05:15,ENG-1045,SUP-082,EMP371,TL-056,B
M8117,MA1A**********117,WO11117,SUV Pro,GA-1,STN-03,2026-03-02 05:16,ENG-1022,SUP-033,EMP355,TL-036,C
