Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,VIN_Status
M7778,*************0778,WO10778,Hatch Z,GA-2,STN-04,2026-03-01 22:12,ENG-1392,SUP-141,EMP230,TL-047,,Valid,Valid
M7779,*************0779,WO10779,SUV Pro,TRIM-1,STN-01,2026-03-01 22:13,ENG-1371,SUP-009,EMP245,TL-077,A,Valid,Valid
M7780,*************0780,WO10780,Hatch Z,GA-2,STN-03,2026-03-01 22:15,ENG-1003,SUP-077,EMP213,TL-028,C,Valid,Valid
M7781,*************0781,WO10781,Sedan X,PAINT-1,STN-05,2026-03-01 22:16,ENG-1261,SUP-143,EMP392,TL-074,B,Valid,Valid
M7782,*************0782,WO10782,Sedan X,GA-1,STN-04,2026-03-01 22:17,ENG-1182,SUP-040,EMP170,TL-034,C,Valid,Valid
M7783,*************0783,WO10783,Hatch Z,GA-2,STN-02,2026-03-01 22:18,ENG-1131,SUP-077,EMP147,TL-074,,Valid,Valid
M7784,*************0784,WO10784,Hatch Z,GA-2,STN-05,2026-03-01 22:20,ENG-1039,SUP-186,EMP266,TL-062,B,Valid,Valid
M7785,*************0785,WO10785,SUV Pro,GA-1,STN-05,2026-03-01 22:21,ENG-1328,SUP-077,EMP119,TL-094,,Valid,Valid
M7786,*************0786,WO10786,Sedan X,GA-1,STN-03,2026-03-01 22:22,ENG-1171,SUP-090,EMP322,TL-054,A,Valid,Valid
M7787,*************0787,WO10787,Sedan X,GA-1,STN-05,2026-03-01 22:23,ENG-1398,SUP-162,EMP295,TL-007,C,Valid,Valid
M7788,*************0788,WO10788,Hatch Z,GA-1,STN-03,2026-03-01 22:25,ENG-1276,SUP-145,EMP176,TL-042,B,Valid,Valid
M7789,*************0789,WO10789,Sedan X,GA-1,STN-05,2026-03-01 22:26,ENG-1374,SUP-101,EMP328,TL-097,A,Valid,Valid
M7790,*************0790,WO10790,Sedan X,TRIM-1,STN-03,2026-03-01 22:27,ENG-1402,SUP-101,EMP175,TL-017,C,Valid,Valid
M7791,*************0791,WO10791,Sedan X,TRIM-1,STN-05,2026-03-01 22:28,ENG-1381,SUP-013,EMP380,TL-052,C,Valid,Valid
M7792,*************0792,WO10792,Sedan X,TRIM-1,STN-05,2026-03-01 22:30,ENG-1222,SUP-199,EMP166,TL-098,B,Valid,Valid
M7793,*************0793,WO10793,SUV Pro,GA-2,STN-04,2026-03-01 22:31,ENG-1202,SUP-167,EMP392,TL-026,B,Valid,Valid
M7794,*************0794,WO10794,Sedan X,GA-1,STN-03,2026-03-01 22:32,ENG-1397,SUP-111,EMP265,TL-088,A,Valid,Valid
M7795,*************0795,WO10795,Sedan X,TRIM-1,STN-04,2026-03-01 22:33,ENG-1187,SUP-090,EMP197,TL-042,C,Valid,Valid
M7796,*************0796,WO10796,Hatch Z,GA-1,STN-03,2026-03-01 22:35,ENG-1156,SUP-044,EMP279,TL-079,,Valid,Valid
M7797,*************0797,WO10797,Hatch Z,GA-2,STN-04,2026-03-01 22:36,ENG-1022,SUP-060,EMP202,TL-088,C,Valid,Valid
M7798,*************0798,WO10798,Sedan X,GA-1,STN-01,2026-03-01 22:37,ENG-1378,SUP-014,EMP224,TL-080,B,Valid,Valid
M7799,*************0799,WO10799,SUV Pro,GA-1,STN-03,2026-03-01 22:38,ENG-1355,SUP-029,EMP256,TL-058,,Valid,Valid
M7800,*************0800,WO10800,Sedan X,PAINT-1,STN-02,2026-03-01 22:40,ENG-1378,SUP-138,EMP208,TL-027,C,Valid,Valid
M7801,*************0801,WO10801,Hatch Z,TRIM-1,STN-05,2026-03-01 22:41,ENG-1373,SUP-037,EMP109,TL-049,A,Valid,Valid
M7802,*************0802,WO10802,SUV Pro,GA-2,STN-01,2026-03-01 22:42,ENG-1145,SUP-052,EMP238,TL-007,,Valid,Valid
M7803,*************0803,WO10803,Hatch Z,GA-1,STN-01,2026-03-01 22:43,ENG-1198,SUP-170,EMP238,TL-085,C,Valid,Valid
M7804,*************0804,WO10804,Sedan X,GA-1,STN-03,2026-03-01 22:45,ENG-1444,SUP-167,EMP297,TL-030,,Valid,Valid
M7805,*************0805,WO10805,Hatch Z,GA-1,STN-03,2026-03-01 22:46,ENG-1248,SUP-153,EMP372,TL-012,B,Valid,Valid
M7806,*************0806,WO10806,Sedan X,TRIM-1,STN-05,2026-03-01 22:47,ENG-1474,SUP-183,EMP111,TL-006,B,Valid,Valid
M7807,*************0807,WO10807,Hatch Z,PAINT-1,STN-03,2026-03-01 22:48,ENG-1250,SUP-101,EMP180,TL-003,C,Valid,Valid
M7808,*************0808,WO10808,Hatch Z,PAINT-1,STN-03,2026-03-01 22:50,ENG-1320,SUP-078,EMP220,TL-065,C,Valid,Valid
M7809,*************0809,WO10809,Sedan X,PAINT-1,STN-04,2026-03-01 22:51,ENG-1455,SUP-008,EMP384,TL-036,B,Valid,Valid
M7810,*************0810,WO10810,Sedan X,PAINT-1,STN-04,2026-03-01 22:52,ENG-1336,SUP-036,EMP144,TL-094,,Valid,Valid
M7811,*************0811,WO10811,Hatch Z,GA-2,STN-04,2026-03-01 22:53,ENG-1123,SUP-147,EMP178,TL-055,C,Valid,Valid
M7812,*************0812,WO10812,Hatch Z,PAINT-1,STN-04,2026-03-01 22:55,ENG-1277,SUP-034,EMP205,TL-084,B,Valid,Valid
M7813,*************0813,WO10813,Hatch Z,GA-2,STN-03,2026-03-01 22:56,ENG-1070,SUP-080,EMP368,TL-018,,Valid,Valid
M7814,*************0814,WO10814,Sedan X,GA-2,STN-03,2026-03-01 22:57,ENG-1034,SUP-143,EMP372,TL-093,A,Valid,Valid
M7815,*************0815,WO10815,Sedan X,PAINT-1,STN-03,2026-03-01 22:58,ENG-1450,SUP-038,EMP115,TL-098,C,Valid,Valid
M7816,*************0816,WO10816,SUV Pro,TRIM-1,STN-03,2026-03-01 23:00,ENG-1226,SUP-191,EMP240,TL-020,B,Valid,Valid
M7817,*************0817,WO10817,Sedan X,GA-2,STN-02,2026-03-01 23:01,ENG-1013,SUP-196,EMP236,TL-078,B,Valid,Valid
M7818,*************0818,WO10818,Hatch Z,GA-2,STN-02,2026-03-01 23:02,ENG-1351,SUP-007,EMP283,TL-011,,Valid,Valid
M7819,*************0819,WO10819,Sedan X,TRIM-1,STN-05,2026-03-01 23:03,ENG-1332,SUP-096,EMP194,TL-050,,Valid,Valid
M7820,*************0820,WO10820,SUV Pro,GA-2,STN-02,2026-03-01 23:05,ENG-1098,SUP-058,EMP116,TL-053,A,Valid,Valid
M7821,*************0821,WO10821,SUV Pro,TRIM-1,STN-02,2026-03-01 23:06,ENG-1380,SUP-172,EMP203,TL-097,B,Valid,Valid
M7822,*************0822,WO10822,Sedan X,GA-2,STN-04,2026-03-01 23:07,ENG-1443,SUP-158,EMP350,TL-089,C,Valid,Valid
M7823,*************0823,WO10823,SUV Pro,GA-2,STN-04,2026-03-01 23:08,ENG-1207,SUP-199,EMP121,TL-078,,Valid,Valid
M7824,*************0824,WO10824,Hatch Z,PAINT-1,STN-04,2026-03-01 23:10,ENG-1313,SUP-191,EMP392,TL-077,A,Valid,Valid
M7825,*************0825,WO10825,Hatch Z,GA-1,STN-04,2026-03-01 23:11,ENG-1233,SUP-011,EMP225,TL-067,,Valid,Valid
M7826,*************0826,WO10826,Hatch Z,GA-1,STN-05,2026-03-01 23:12,ENG-1198,SUP-133,EMP125,TL-025,C,Valid,Valid
M7827,*************0827,WO10827,SUV Pro,TRIM-1,STN-03,2026-03-01 23:13,ENG-1396,SUP-074,EMP336,TL-022,,Valid,Valid
M7828,*************0828,WO10828,SUV Pro,GA-1,STN-05,2026-03-01 23:15,ENG-1264,SUP-037,EMP337,TL-083,,Valid,Valid
M7829,*************0829,WO10829,Sedan X,GA-1,STN-02,2026-03-01 23:16,ENG-1398,SUP-150,EMP379,TL-018,,Valid,Valid
M7830,*************0830,WO10830,SUV Pro,PAINT-1,STN-04,2026-03-01 23:17,ENG-1012,SUP-046,EMP332,TL-076,B,Valid,Valid
M7831,*************0831,WO10831,SUV Pro,GA-1,STN-03,2026-03-01 23:18,ENG-1165,SUP-178,EMP183,TL-092,A,Valid,Valid
M7832,*************0832,WO10832,Sedan X,GA-1,STN-05,2026-03-01 23:20,ENG-1230,SUP-163,EMP285,TL-011,,Valid,Valid
M7833,*************0833,WO10833,Hatch Z,GA-2,STN-04,2026-03-01 23:21,ENG-1281,SUP-098,EMP122,TL-099,B,Valid,Valid
M7834,*************0834,WO10834,SUV Pro,GA-2,STN-02,2026-03-01 23:22,ENG-1444,SUP-038,EMP191,TL-099,A,Valid,Valid
M7835,*************0835,WO10835,SUV Pro,PAINT-1,STN-03,2026-03-01 23:23,ENG-1373,SUP-197,EMP328,TL-037,B,Valid,Valid
M7836,*************0836,WO10836,Sedan X,GA-2,STN-02,2026-03-01 23:25,ENG-1001,SUP-160,EMP229,TL-002,,Valid,Valid
M7837,*************0837,WO10837,SUV Pro,TRIM-1,STN-05,2026-03-01 23:26,ENG-1413,SUP-002,EMP352,TL-031,B,Valid,Valid
M7838,*************0838,WO10838,Hatch Z,TRIM-1,STN-04,2026-03-01 23:27,ENG-1209,SUP-114,EMP140,TL-077,A,Valid,Valid
M7839,*************0839,WO10839,Sedan X,PAINT-1,STN-05,2026-03-01 23:28,ENG-1321,SUP-143,EMP206,TL-007,B,Valid,Valid
M7840,*************0840,WO10840,Sedan X,GA-1,STN-05,2026-03-01 23:30,ENG-1178,SUP-010,EMP174,TL-005,C,Valid,Valid
M7841,*************0841,WO10841,SUV Pro,GA-1,STN-01,2026-03-01 23:31,ENG-1055,SUP-107,EMP191,TL-021,C,Valid,Valid
M7842,*************0842,WO10842,Hatch Z,GA-2,STN-04,2026-03-01 23:32,ENG-1383,SUP-149,EMP284,TL-005,A,Valid,Valid
M7843,*************0843,WO10843,SUV Pro,PAINT-1,STN-03,2026-03-01 23:33,ENG-1459,SUP-098,EMP134,TL-098,,Valid,Valid
M7844,*************0844,WO10844,Hatch Z,GA-1,STN-03,2026-03-01 23:59,ENG-1241,SUP-035,EMP162,TL-089,C,Valid,Valid
M7845,*************0845,WO10845,SUV Pro,TRIM-1,STN-05,2026-03-01 23:36,ENG-1107,SUP-179,EMP207,TL-079,A,Valid,Valid
M7846,*************0846,WO10846,Sedan X,GA-1,STN-04,2026-03-01 23:37,ENG-1370,SUP-177,EMP247,TL-055,C,Valid,Valid
M7847,*************0847,WO10847,SUV Pro,PAINT-1,STN-02,2026-03-01 23:38,ENG-1314,SUP-145,EMP354,TL-067,,Valid,Valid
M7848,*************0848,WO10848,SUV Pro,GA-2,STN-05,2026-03-01 23:40,ENG-1119,SUP-182,EMP248,TL-025,A,Valid,Valid
M7849,*************0849,WO10849,Sedan X,GA-1,STN-04,2026-03-01 23:41,ENG-1320,SUP-031,EMP206,TL-079,,Valid,Valid
M7850,*************0850,WO10850,SUV Pro,GA-1,STN-03,2026-03-01 23:42,ENG-1179,SUP-144,EMP208,TL-002,B,Valid,Valid
M7851,*************0851,WO10851,Hatch Z,PAINT-1,STN-03,2026-03-01 23:43,ENG-1404,SUP-018,EMP257,TL-039,C,Valid,Valid
M7852,*************0852,WO10852,Sedan X,GA-1,STN-05,2026-03-01 23:45,ENG-1170,SUP-088,EMP302,TL-093,A,Valid,Valid
M7853,*************0853,WO10853,Sedan X,GA-2,STN-03,2026-03-01 23:46,ENG-1426,SUP-087,EMP345,TL-061,A,Valid,Valid
M7854,*************0854,WO10854,Hatch Z,GA-2,STN-04,2026-03-01 23:47,ENG-1079,SUP-161,EMP335,TL-069,C,Valid,Valid
M7855,*************0855,WO10855,SUV Pro,TRIM-1,STN-05,2026-03-01 23:48,ENG-1028,SUP-134,EMP253,TL-073,C,Valid,Valid
M7856,*************0856,WO10856,Hatch Z,GA-1,STN-02,2026-03-01 23:50,ENG-1295,SUP-176,EMP269,TL-046,A,Valid,Valid
M7857,*************0857,WO10857,Sedan X,PAINT-1,STN-03,2026-03-01 23:51,ENG-1015,SUP-087,EMP292,TL-081,B,Valid,Valid
M7858,*************0858,WO10858,Hatch Z,TRIM-1,STN-02,2026-03-01 23:52,ENG-1304,SUP-030,EMP257,TL-091,C,Valid,Valid
M7859,*************0859,WO10859,Hatch Z,GA-1,STN-03,2026-03-01 23:53,ENG-1211,SUP-023,EMP354,TL-031,C,Valid,Valid
M7860,*************0860,WO10860,SUV Pro,PAINT-1,STN-02,2026-03-01 23:55,ENG-1268,SUP-078,EMP189,TL-015,C,Valid,Valid
M7861,*************0861,WO10861,Sedan X,GA-2,STN-01,2026-03-01 23:56,ENG-1227,SUP-130,EMP112,TL-062,B,Valid,Valid
M7862,*************0862,WO10862,Sedan X,PAINT-1,STN-04,2026-03-01 23:57,ENG-1375,SUP-135,EMP258,TL-100,C,Valid,Valid
M7863,*************0863,WO10863,Sedan X,GA-1,STN-03,2026-03-01 23:58,ENG-1480,SUP-133,EMP167,TL-027,A,Valid,Valid
M7864,*************0864,WO10864,SUV Pro,TRIM-1,STN-05,2026-03-02 00:00,ENG-1442,SUP-134,EMP159,TL-001,C,Valid,Valid
M7865,*************0865,WO10865,Sedan X,GA-1,STN-03,2026-03-02 00:01,ENG-1239,SUP-012,EMP152,TL-067,C,Valid,Valid
M7866,*************0866,WO10866,Sedan X,PAINT-1,STN-05,2026-03-02 00:02,ENG-1456,SUP-054,EMP264,TL-026,B,Valid,Valid
M7867,*************0867,WO10867,SUV Pro,PAINT-1,STN-05,2026-03-02 00:03,ENG-1163,SUP-198,EMP325,TL-086,A,Valid,Valid
M7868,*************0868,WO10868,SUV Pro,GA-2,STN-02,2026-03-02 00:05,ENG-1140,SUP-030,EMP107,TL-080,A,Valid,Valid
M7869,*************0869,WO10869,Sedan X,PAINT-1,STN-05,2026-03-02 00:06,ENG-1163,SUP-070,EMP172,TL-091,C,Valid,Valid
M7870,*************0870,WO10870,Hatch Z,GA-2,STN-02,2026-03-02 00:07,ENG-1001,SUP-019,EMP259,TL-079,C,Valid,Valid
M7871,*************0871,WO10871,Hatch Z,TRIM-1,STN-01,2026-03-02 00:08,ENG-1066,SUP-008,EMP341,TL-087,A,Valid,Valid
M7872,*************0872,WO10872,Sedan X,TRIM-1,STN-01,2026-03-02 00:10,ENG-1044,SUP-110,EMP300,TL-023,,Valid,Valid
M7873,*************0873,WO10873,Hatch Z,PAINT-1,STN-03,2026-03-02 00:11,ENG-1170,SUP-051,EMP373,TL-011,,Valid,Valid
M7874,*************0874,WO10874,Hatch Z,GA-2,STN-01,2026-03-02 00:12,ENG-1416,SUP-179,EMP339,TL-013,,Valid,Valid
M7875,*************0875,WO10875,SUV Pro,TRIM-1,STN-04,2026-03-02 00:13,ENG-1118,SUP-058,EMP173,TL-079,C,Valid,Valid
M7876,*************0876,WO10876,SUV Pro,TRIM-1,STN-02,2026-03-02 00:15,ENG-1358,SUP-171,EMP269,TL-999,C,Valid,Valid
M7877,*************0877,WO10877,SUV Pro,TRIM-1,STN-01,2026-03-02 00:16,ENG-1033,SUP-122,EMP157,TL-045,,Valid,Valid
M7878,*************0878,WO10878,SUV Pro,GA-2,STN-03,2026-03-02 00:17,ENG-1393,SUP-090,EMP394,TL-017,A,Valid,Valid
M7879,*************0879,WO10879,SUV Pro,GA-1,STN-03,2026-03-02 00:18,ENG-1284,SUP-167,EMP136,TL-039,,Valid,Valid
M7880,*************0880,WO10880,SUV Pro,TRIM-1,STN-02,2026-03-02 00:20,ENG-1317,SUP-063,EMP380,TL-021,,Valid,Valid
M7881,*************0881,WO10881,SUV Pro,GA-1,STN-03,2026-03-02 00:21,ENG-1106,SUP-178,EMP320,TL-999,,Valid,Valid
M7882,*************0882,WO10882,Hatch Z,PAINT-1,STN-05,2026-03-02 00:22,ENG-1355,SUP-061,EMP188,TL-085,A,Valid,Valid
M7883,*************0883,WO10883,Hatch Z,TRIM-1,STN-01,2026-03-02 00:23,ENG-1303,SUP-153,EMP337,TL-042,A,Valid,Valid
M7884,*************0884,WO10884,SUV Pro,GA-2,STN-03,2026-03-02 00:25,ENG-1489,SUP-104,EMP135,TL-077,A,Valid,Valid
M7885,*************0885,WO10885,Hatch Z,TRIM-1,STN-03,2026-03-02 00:26,ENG-1253,SUP-166,EMP131,TL-012,B,Valid,Valid
M7886,*************0886,WO10886,Sedan X,GA-1,STN-03,2026-03-02 00:27,ENG-1075,SUP-170,EMP176,TL-058,C,Valid,Valid
M7887,*************0887,WO10887,SUV Pro,TRIM-1,STN-02,2026-03-02 00:28,ENG-1105,SUP-175,EMP262,TL-039,C,Valid,Valid
M7888,*************0888,WO10888,SUV Pro,PAINT-1,STN-01,2026-03-02 00:30,ENG-1298,,EMP104,TL-079,,Valid,Valid
M7889,*************0889,WO10889,Sedan X,PAINT-1,STN-01,2026-03-02 00:31,ENG-1189,SUP-141,EMP127,TL-001,C,Valid,Valid
M7890,*************0890,WO10890,Sedan X,PAINT-1,STN-03,2026-03-02 00:32,ENG-1015,SUP-061,EMP321,TL-090,,Valid,Valid
M7891,*************0891,WO10891,Hatch Z,PAINT-1,STN-05,2026-03-02 00:33,ENG-1195,SUP-104,EMP295,TL-056,B,Valid,Valid
M7892,*************0892,WO10892,Hatch Z,GA-2,STN-04,2026-03-02 00:35,ENG-1071,SUP-049,EMP384,TL-050,C,Valid,Valid
M7893,*************0893,WO10893,SUV Pro,GA-2,STN-03,2026-03-02 00:36,ENG-1446,SUP-172,EMP164,TL-018,A,Valid,Valid
M7894,*************0894,WO10894,Sedan X,GA-1,STN-02,2026-03-02 00:37,ENG-1369,SUP-125,EMP323,TL-018,A,Valid,Valid
M7895,*************0895,WO10895,Sedan X,TRIM-1,STN-03,2026-03-02 00:38,ENG-1233,SUP-179,EMP317,TL-080,B,Valid,Valid
M7896,*************0896,WO10896,SUV Pro,TRIM-1,STN-05,2026-03-02 00:40,ENG-1419,SUP-116,EMP296,TL-046,B,Valid,Valid
M7897,*************0897,WO10897,Sedan X,TRIM-1,STN-05,2026-03-02 00:41,ENG-1003,SUP-148,EMP355,TL-094,B,Valid,Valid
M7898,*************0898,WO10898,Hatch Z,PAINT-1,STN-04,2026-03-02 00:42,ENG-1474,SUP-140,EMP395,TL-047,A,Valid,Valid
M7899,*************0899,WO10899,Sedan X,TRIM-1,STN-05,2026-03-02 00:43,ENG-1188,SUP-029,EMP397,TL-062,A,Valid,Valid
M7900,*************0900,WO10900,Sedan X,PAINT-1,STN-04,2026-03-02 00:45,ENG-1264,SUP-021,EMP367,TL-079,A,Valid,Valid
M7901,*************0901,WO10901,Sedan X,TRIM-1,STN-05,2026-03-02 00:46,ENG-1379,SUP-170,EMP139,TL-088,C,Valid,Valid
M7902,*************0902,WO10902,Hatch Z,GA-1,STN-03,2026-03-02 00:47,ENG-1273,SUP-200,EMP105,TL-061,,Valid,Valid
M7903,*************0903,WO10903,Hatch Z,TRIM-1,STN-05,2026-03-02 00:48,ENG-1375,SUP-085,EMP315,TL-046,C,Valid,Valid
M7904,*************0904,WO10904,SUV Pro,GA-2,STN-01,2026-03-02 00:50,ENG-1355,SUP-153,EMP255,TL-094,C,Valid,Valid
M7905,*************0905,WO10905,Sedan X,TRIM-1,STN-05,2026-03-02 00:51,ENG-1086,SUP-147,EMP126,TL-085,C,Valid,Valid
M7906,*************0906,WO10906,Hatch Z,GA-1,STN-03,2026-03-02 00:52,ENG-1248,SUP-022,EMP164,TL-065,A,Valid,Valid
M7907,*************0907,WO10907,SUV Pro,PAINT-1,STN-02,2026-03-02 00:53,ENG-1315,SUP-072,EMP240,TL-033,A,Valid,Valid
M7908,*************0908,WO10908,Hatch Z,GA-1,STN-05,2026-03-02 00:55,ENG-1089,SUP-152,EMP177,TL-085,,Valid,Valid
M7909,*************0909,WO10909,SUV Pro,GA-2,STN-03,2026-03-02 00:56,ENG-1400,SUP-180,EMP220,TL-063,B,Valid,Valid
M7910,*************0910,WO10910,Hatch Z,GA-1,STN-03,2026-03-02 00:57,ENG-1043,SUP-038,EMP178,TL-064,,Valid,Valid
M7911,*************0911,WO10911,SUV Pro,GA-2,STN-05,2026-03-02 00:58,ENG-1225,SUP-186,EMP185,TL-027,C,Valid,Valid
M7912,*************0912,WO10912,Sedan X,PAINT-1,STN-03,2026-03-02 01:00,ENG-1419,SUP-030,EMP126,TL-022,,Valid,Valid
M7913,*************0913,WO10913,SUV Pro,TRIM-1,STN-03,2026-03-02 01:01,ENG-1243,SUP-192,EMP372,TL-030,,Valid,Valid
M7914,*************0914,WO10914,Hatch Z,TRIM-1,STN-04,2026-03-02 01:02,ENG-1134,SUP-038,EMP371,TL-056,A,Valid,Valid
M7915,*************0915,WO10915,SUV Pro,TRIM-1,STN-04,2026-03-02 01:03,ENG-1347,SUP-081,EMP371,TL-088,A,Valid,Valid
M7916,*************0916,WO10916,Sedan X,PAINT-1,STN-03,2026-03-02 01:05,ENG-1221,SUP-157,EMP239,TL-043,C,Valid,Valid
M7917,*************0917,WO10917,SUV Pro,GA-1,STN-03,2026-03-02 01:06,ENG-1335,SUP-150,EMP300,TL-060,B,Valid,Valid
M7918,*************0918,WO10918,Hatch Z,GA-2,STN-05,2026-03-02 01:07,ENG-1172,SUP-174,EMP192,TL-041,A,Valid,Valid
M7919,*************0919,WO10919,Hatch Z,GA-1,STN-03,2026-03-02 01:08,ENG-1034,SUP-004,EMP310,TL-013,A,Valid,Valid
M7920,*************0920,WO10920,Hatch Z,TRIM-1,STN-03,2026-03-02 01:10,ENG-1112,SUP-186,EMP245,TL-033,B,Valid,Valid
M7921,*************0921,WO10921,Sedan X,GA-1,STN-05,2026-03-02 01:11,ENG-1047,SUP-015,EMP211,TL-077,A,Valid,Valid
M7922,*************0922,WO10922,Hatch Z,GA-1,STN-01,2026-03-02 01:12,ENG-1438,SUP-155,EMP166,TL-049,B,Valid,Valid
M7923,*************0923,WO10923,Sedan X,GA-2,STN-03,2026-03-02 01:13,ENG-1150,SUP-120,EMP138,TL-082,,Valid,Valid
M7924,*************0924,WO10924,SUV Pro,TRIM-1,STN-05,2026-03-02 01:15,ENG-1462,SUP-171,EMP265,TL-033,B,Valid,Valid
M7925,*************0925,WO10925,Sedan X,PAINT-1,STN-03,2026-03-02 01:16,ENG-1031,SUP-098,EMP298,TL-043,A,Valid,Valid
M7926,*************0926,WO10926,SUV Pro,PAINT-1,STN-02,2026-03-02 01:17,ENG-1225,SUP-018,EMP351,TL-026,,Valid,Valid
M7927,*************0927,WO10927,Sedan X,TRIM-1,STN-01,2026-03-02 01:18,ENG-1073,SUP-139,EMP320,TL-028,A,Valid,Valid
M7928,*************0928,WO10928,SUV Pro,PAINT-1,STN-01,2026-03-02 01:20,ENG-1017,SUP-019,EMP136,TL-074,C,Valid,Valid
M7929,*************0929,WO10929,SUV Pro,GA-1,STN-04,2026-03-02 01:21,ENG-1076,SUP-168,EMP100,TL-005,,Valid,Valid
M7930,*************0930,WO10930,SUV Pro,GA-2,STN-05,2026-03-02 01:22,ENG-1168,SUP-101,EMP394,TL-001,,Valid,Valid
M7931,*************0931,WO10931,SUV Pro,TRIM-1,STN-04,2026-03-02 01:23,ENG-1432,SUP-187,EMP135,TL-070,B,Valid,Valid
M7932,*************0932,WO10932,Sedan X,TRIM-1,STN-05,2026-03-02 01:25,ENG-1418,SUP-200,EMP346,TL-016,C,Valid,Valid
M7933,*************0933,WO10933,SUV Pro,PAINT-1,STN-04,2026-03-02 01:26,ENG-1028,SUP-162,EMP146,TL-047,C,Valid,Valid
M7934,*************0934,WO10934,Sedan X,TRIM-1,STN-03,2026-03-02 01:27,ENG-1392,SUP-075,EMP203,TL-023,A,Valid,Valid
M7935,*************0935,WO10935,SUV Pro,GA-2,STN-03,2026-03-02 01:28,ENG-1356,SUP-100,EMP154,TL-081,C,Valid,Valid
M7936,*************0936,WO10936,SUV Pro,GA-1,STN-05,2026-03-02 01:30,ENG-1224,SUP-189,EMP197,TL-018,A,Valid,Valid
M7937,*************0937,WO10937,Sedan X,GA-1,STN-05,2026-03-02 01:31,ENG-1303,SUP-062,EMP350,TL-050,A,Valid,Valid
M7938,*************0938,WO10938,Hatch Z,PAINT-1,STN-04,2026-03-02 01:32,ENG-1273,SUP-116,EMP108,TL-005,C,Valid,Valid
M7939,*************0939,WO10939,Sedan X,PAINT-1,STN-03,2026-03-02 01:33,ENG-1369,SUP-011,EMP307,TL-016,B,Valid,Valid
M7940,*************0940,WO10940,Hatch Z,TRIM-1,STN-05,2026-03-02 01:35,ENG-1445,SUP-138,EMP176,TL-095,B,Valid,Valid
M7941,*************0941,WO10941,Sedan X,GA-1,STN-05,2026-03-02 01:36,ENG-1072,SUP-126,EMP109,TL-061,A,Valid,Valid
M7942,*************0942,WO10942,Sedan X,GA-2,STN-01,2026-03-02 01:37,ENG-1088,SUP-162,EMP125,TL-040,A,Valid,Valid
M7943,*************0943,WO10943,SUV Pro,GA-2,STN-03,2026-03-02 01:38,ENG-1302,SUP-017,EMP154,TL-015,,Valid,Valid
M7944,*************0944,WO10944,Hatch Z,GA-2,STN-01,2026-03-02 01:40,ENG-1411,SUP-052,EMP318,TL-044,,Valid,Valid
M7945,*************0945,WO10945,SUV Pro,GA-1,STN-05,2026-03-02 01:41,ENG-1294,SUP-140,EMP170,TL-042,B,Valid,Valid
M7946,*************0946,WO10946,Sedan X,GA-2,STN-03,2026-03-02 01:42,ENG-1032,SUP-031,EMP240,TL-019,,Valid,Valid
M7947,*************0947,WO10947,Sedan X,PAINT-1,STN-05,2026-03-02 01:43,ENG-1084,SUP-113,EMP224,TL-075,A,Valid,Valid
M7948,*************0948,WO10948,Sedan X,GA-1,STN-03,2026-03-02 01:45,ENG-1433,SUP-162,EMP292,TL-100,B,Valid,Valid
M7949,*************0949,WO10949,Sedan X,TRIM-1,STN-01,2026-03-02 01:46,ENG-1003,SUP-002,EMP191,TL-012,C,Valid,Valid
M7950,*************0950,WO10950,SUV Pro,TRIM-1,STN-05,2026-03-02 01:47,ENG-1064,SUP-053,EMP173,TL-082,C,Valid,Valid
M7951,*************0951,WO10951,Hatch Z,TRIM-1,STN-04,2026-03-02 01:48,ENG-1122,SUP-045,EMP119,TL-077,B,Valid,Valid
M7952,*************0952,WO10952,Hatch Z,TRIM-1,STN-05,2026-03-02 01:50,ENG-1486,SUP-023,EMP254,TL-045,,Valid,Valid
M7953,*************0953,WO10953,Sedan X,GA-2,STN-02,2026-03-02 01:51,ENG-1060,SUP-136,EMP148,TL-080,C,Valid,Valid
M7954,*************0954,WO10954,Hatch Z,GA-2,STN-04,2026-03-02 01:52,ENG-1394,SUP-161,EMP206,TL-036,A,Valid,Valid
M7955,*************0955,WO10955,Sedan X,GA-1,STN-03,2026-03-02 01:53,ENG-1076,SUP-176,EMP342,TL-064,B,Valid,Valid
M7956,*************0956,WO10956,Sedan X,GA-1,STN-01,2026-03-02 01:55,ENG-1330,SUP-094,EMP245,TL-027,,Valid,Valid
M7957,*************0957,WO10957,SUV Pro,PAINT-1,STN-05,2026-03-02 01:56,ENG-1412,SUP-195,EMP332,TL-006,A,Valid,Valid
M7958,*************0958,WO10958,Hatch Z,GA-1,STN-05,2026-03-02 01:57,ENG-1090,SUP-041,EMP114,TL-063,A,Valid,Valid
M7959,*************0959,WO10959,Sedan X,GA-2,STN-05,2026-03-02 01:58,ENG-1227,SUP-152,EMP396,TL-042,,Valid,Valid
M7960,*************0960,WO10960,Sedan X,PAINT-1,STN-02,2026-03-02 02:00,ENG-1398,SUP-029,EMP266,TL-030,A,Valid,Valid
M7961,*************0961,WO10961,Sedan X,TRIM-1,STN-03,2026-03-02 02:01,ENG-1102,SUP-097,EMP212,TL-010,,Valid,Valid
