Reading_ID,Event_ID,Tool_Mac,Torque,Temp
SR-1753,EVT-13161,AA:BB:CC:00:04,44.0,87.3
SR-1754,EVT-12845,AA:BB:CC:00:81,42.5,88.1
SR-1755,EVT-12646,AA:BB:CC:00:74,45.4,83.7
SR-1756,EVT-11245,AA:BB:CC:00:35,9000,89.2
SR-1757,EVT-11290,AA:BB:CC:00:47,44.6,87.6
SR-1758,EVT-13588,AA:BB:CC:00:85,47.2,87.2
SR-1759,EVT-10698,AA:BB:CC:00:19,46.5,82.8
SR-1760,EVT-12295,AA:BB:CC:00:27,44.9,88.9
SR-1761,EVT-14658,AA:BB:CC:00:11,43.7,91.0
SR-1762,EVT-11600,AA:BB:CC:00:70,44.4,91.3
SR-1763,EVT-13267,AA:BB:CC:00:59,52.2,87.4
SR-1764,EVT-11209,AA:BB:CC:00:41,48.6,85.4
SR-1765,EVT-10485,AA:BB:CC:00:43,44.6,90.2
SR-1766,EVT-10676,AA:BB:CC:00:28,45.8,83.8
SR-1767,EVT-14230,AA:BB:CC:00:63,39.9,84.4
SR-1768,EVT-11022,AA:BB:CC:00:67,44.3,81.9
SR-1769,EVT-10571,AA:BB:CC:00:45,46.6,85.8
SR-1770,EVT-10800,AA:BB:CC:00:24,44.4,81.4
SR-1771,EVT-12738,AA:BB:CC:00:77,45.2,76.3
SR-1772,EVT-10122,AA:BB:CC:00:64,45.1,90.2
SR-1773,EVT-11869,AA:BB:CC:00:79,46.8,96.9
SR-1774,EVT-10931,AA:BB:CC:00:73,41.6,80.3
SR-1775,EVT-10805,AA:BB:CC:00:39,43.5,87.6
SR-1776,EVT-11846,AA:BB:CC:00:99,45.9,82.5
SR-1777,EVT-13881,AA:BB:CC:00:45,43.4,92.0
SR-1778,EVT-12478,AA:BB:CC:00:61,47.4,71.6
SR-1779,EVT-13986,AA:BB:CC:00:82,44.5,93.4
SR-1780,EVT-13943,AA:BB:CC:00:43,41.4,77.6
SR-1781,EVT-11110,AA:BB:CC:00:67,44.1,82.3
SR-1782,EVT-11615,AA:BB:CC:00:92,47.7,90.2
SR-1783,EVT-11432,AA:BB:CC:00:80,41.9,87.7
SR-1784,EVT-11497,AA:BB:CC:00:42,45.5,83.7
SR-1785,EVT-11916,AA:BB:CC:00:41,45.8,82.5
SR-1786,EVT-10084,AA:BB:CC:00:47,44.7,83.0
SR-1787,EVT-12833,AA:BB:CC:00:43,44.3,84.8
SR-1788,EVT-11646,AA:BB:CC:00:23,44.8,75.6
SR-1789,EVT-12407,AA:BB:CC:00:32,44.6,86.1
SR-1790,EVT-11808,AA:BB:CC:00:74,46.5,91.0
SR-1791,EVT-13071,AA:BB:CC:00:57,45.1,83.4
SR-1792,EVT-14406,AA:BB:CC:00:38,47.8,76.6
SR-1793,EVT-10309,AA:BB:CC:00:77,45.3,86.7
SR-1794,EVT-13995,AA:BB:CC:00:15,45.3,79.1
SR-1795,EVT-13176,AA:BB:CC:00:28,46.7,86.0
SR-1796,EVT-13070,AA:BB:CC:00:13,42.1,81.3
SR-1797,EVT-11447,AA:BB:CC:00:35,44.7,84.7
SR-1798,EVT-14347,AA:BB:CC:00:02,44.3,85.0
SR-1799,EVT-14912,AA:BB:CC:00:61,43.5,82.8
SR-1800,EVT-14313,AA:BB:CC:00:65,44.5,88.2
SR-1801,EVT-12718,AA:BB:CC:00:41,48.9,81.2
SR-1802,EVT-10075,AA:BB:CC:00:96,43.3,80.9
SR-1803,EVT-13858,AA:BB:CC:00:94,44.1,81.0
SR-1804,EVT-13704,AA:BB:CC:00:86,49.3,78.1
SR-1805,EVT-10356,AA:BB:CC:00:04,45.5,76.6
SR-1806,EVT-11993,AA:BB:CC:00:53,33.19 ft-lb,83.1
SR-1807,EVT-13003,AA:BB:CC:00:88,46.8,86.8
SR-1808,EVT-12365,AA:BB:CC:00:14,44.7,81.7
SR-1809,EVT-11121,AA:BB:CC:00:17,47.0,92.9
SR-1810,EVT-12831,AA:BB:CC:00:14,46.5,84.8
SR-1811,EVT-10104,AA:BB:CC:00:41,48.3,84.2
SR-1812,EVT-11766,AA:BB:CC:00:62,33.19 ft-lb,86.2
SR-1813,EVT-13038,AA:BB:CC:00:52,43.3,88.9
SR-1814,EVT-12761,AA:BB:CC:00:27,45.8,82.8
SR-1815,EVT-10003,AA:BB:CC:00:85,45.3,88.8
SR-1816,EVT-13041,AA:BB:CC:00:40,43.4,82.5
SR-1817,EVT-14699,AA:BB:CC:00:35,46.4,92.1
SR-1818,EVT-14088,AA:BB:CC:00:90,46.1,96.1
SR-1819,EVT-11546,AA:BB:CC:00:95,44.4,85.5
SR-1820,EVT-11486,AA:BB:CC:00:59,46.2,80.3
SR-1821,EVT-14658,AA:BB:CC:00:97,45.4,85.8
SR-1822,EVT-10516,AA:BB:CC:00:49,44.3,89.2
SR-1823,EVT-14399,AA:BB:CC:00:63,46.3,91.7
SR-1824,EVT-13028,AA:BB:CC:00:11,44.8,89.1
SR-1825,EVT-14894,AA:BB:CC:00:80,46.1,86.0
SR-1826,EVT-14486,AA:BB:CC:00:06,47.7,87.2
SR-1827,EVT-12914,AA:BB:CC:00:98,43.5,90.6
SR-1828,EVT-10295,AA:BB:CC:00:41,46.8,84.1
SR-1829,EVT-11988,AA:BB:CC:00:32,45.0,85.7
SR-1830,EVT-13469,AA:BB:CC:00:21,33.19 ft-lb,87.5
SR-1831,EVT-14577,AA:BB:CC:00:93,47.1,86.5
SR-1832,EVT-14945,AA:BB:CC:00:75,45.8,92.7
SR-1833,EVT-13888,AA:BB:CC:00:57,43.3,86.3
SR-1834,EVT-10144,AA:BB:CC:00:05,33.19 ft-lb,80.6
SR-1835,EVT-13797,AA:BB:CC:00:91,45.5,85.1
SR-1836,EVT-13032,AA:BB:CC:00:28,45.8,99.0
SR-1837,EVT-12255,AA:BB:CC:00:95,44.8,75.4
SR-1838,EVT-10445,AA:BB:CC:00:75,44.5,88.8
SR-1839,EVT-14509,AA:BB:CC:00:77,44.5,81.9
SR-1840,EVT-12870,AA:BB:CC:00:70,40.9,88.7
SR-1841,EVT-10544,AA:BB:CC:00:27,46.6,93.5
SR-1842,EVT-13716,AA:BB:CC:00:94,43.9,82.3
SR-1843,EVT-11154,AA:BB:CC:00:53,44.4,79.7
SR-1844,EVT-14798,AA:BB:CC:00:48,45.0,85.9
SR-1845,EVT-14005,AA:BB:CC:00:83,47.9,93.4
SR-1846,EVT-13852,AA:BB:CC:00:78,41.6,84.8
SR-1847,EVT-14851,AA:BB:CC:00:58,43.6,100.6
SR-1848,EVT-12717,AA:BB:CC:00:09,45.6,91.2
SR-1849,EVT-12865,AA:BB:CC:00:55,39.4,77.3
SR-1850,EVT-14389,AA:BB:CC:00:45,33.19 ft-lb,86.9
SR-1851,EVT-11466,AA:BB:CC:00:28,44.1,92.7
SR-1852,EVT-10094,AA:BB:CC:00:28,44.1,79.6
SR-1853,EVT-14855,AA:BB:CC:00:46,44.9,88.1
SR-1854,EVT-10257,AA:BB:CC:00:25,45.8,84.2
SR-1855,EVT-12255,AA:BB:CC:00:26,33.19 ft-lb,83.1
SR-1856,EVT-14489,AA:BB:CC:00:62,46.1,78.5
SR-1857,EVT-14829,AA:BB:CC:00:68,44.4,89.8
SR-1858,EVT-10979,AA:BB:CC:00:67,47.8,86.1
SR-1859,EVT-14585,AA:BB:CC:00:34,46.9,86.3
SR-1860,EVT-10455,AA:BB:CC:00:21,44.6,83.3
SR-1861,EVT-12017,AA:BB:CC:00:81,46.8,85.7
SR-1862,EVT-10172,AA:BB:CC:00:34,42.5,79.9
SR-1863,EVT-10582,AA:BB:CC:00:44, 42.7 ,87.4
SR-1864,EVT-12745,AA:BB:CC:00:76,47.8,85.4
SR-1865,EVT-11357,AA:BB:CC:00:89,44.1,89.2
SR-1866,EVT-14896,AA:BB:CC:00:21,46.9,89.7
SR-1867,EVT-14958,AA:BB:CC:00:18,44.3,90.9
SR-1868,EVT-14825,AA:BB:CC:00:36,46.2,90.8
SR-1869,EVT-14477,AA:BB:CC:00:70,44.1,84.3
SR-1870,EVT-12994,AA:BB:CC:00:84,42.5,82.3
SR-1871,EVT-14107,AA:BB:CC:00:53,46.6,89.5
SR-1872,EVT-10448,AA:BB:CC:00:20,47.9,83.4
SR-1873,EVT-10187,AA:BB:CC:00:96,41.9,90.7
SR-1874,EVT-14075,AA:BB:CC:00:95,45.3,78.9 C
SR-1875,EVT-13347,AA:BB:CC:00:84,44.7,81.1
SR-1876,EVT-14337,AA:BB:CC:00:94,46.8,87.1
SR-1877,EVT-14553,AA:BB:CC:00:03, 46.0 ,94.4
SR-1878,EVT-13446,AA:BB:CC:00:84,45.5,82.3
SR-1879,EVT-13574,AA:BB:CC:00:08,42.4,89.0
SR-1880,EVT-12821,AA:BB:CC:00:85,46.2,85.3
SR-1881,EVT-11092,AA:BB:CC:00:48,44.5,85.2
SR-1882,EVT-14734,AA:BB:CC:00:23,43.5,85.0
SR-1883,EVT-13196,AA:BB:CC:00:01,45.7,90.2
SR-1884,EVT-11125,AA:BB:CC:00:02,44.4,84.0
SR-1885,EVT-13797,AA:BB:CC:00:74,47.3,85.7
SR-1886,EVT-13221,AA:BB:CC:00:37,44.8,91.2
SR-1887,EVT-14606,AA:BB:CC:00:94,46.6,88.9
SR-1888,EVT-13477,AA:BB:CC:00:51,46.9,89.2
SR-1889,EVT-13067,AA:BB:CC:00:44,45.9,87.0
SR-1890,EVT-11419,AA:BB:CC:00:24,41.7,81.9
SR-1891,EVT-14798,AA:BB:CC:00:32,44.3,82.5
SR-1892,EVT-14722,AA:BB:CC:00:56,42.7,93.3
SR-1893,EVT-13706,AA:BB:CC:00:50,42.3,84.2
SR-1894,EVT-14335,AA:BB:CC:00:64,39.4,79.1
SR-1895,EVT-14541,AA:BB:CC:00:30,43.2,87.6
SR-1896,EVT-12106,AA:BB:CC:00:38,44.8,86.7
SR-1897,EVT-13978,AA:BB:CC:00:78,45.3,77.7
SR-1898,EVT-11649,AA:BB:CC:00:55,45.4,79.1
SR-1899,EVT-12641,AA:BB:CC:00:03,46.2,82.4
SR-1900,EVT-12773,AA:BB:CC:00:25,44.8,79.1
SR-1901,EVT-13840,AA:BB:CC:00:45,43.6,81.3
SR-1902,EVT-10323,AA:BB:CC:00:62,45.1,79.1
SR-1903,EVT-11538,AA:BB:CC:00:07,42.2,96.7
SR-1904,EVT-10455,AA:BB:CC:00:81,44.5,92.0
SR-1905,EVT-11361,AA:BB:CC:00:27,47.2,84.2
SR-1906,EVT-11813,AA:BB:CC:00:23,42.6,83.7
SR-1907,EVT-10612,AA:BB:CC:00:32,44.3,87.2
SR-1908,EVT-14687,AA:BB:CC:00:02,44.5,84.6
SR-1909,EVT-13204,AA:BB:CC:00:75,46.7,88.2
SR-1910,EVT-12539,AA:BB:CC:00:34,44.5,185 F
SR-1911,EVT-14610,AA:BB:CC:00:52,48.1,87.5 C
SR-1912,EVT-11014,AA:BB:CC:00:61,46.0,84.5
SR-1913,EVT-13335,AA:BB:CC:00:34,46.2,78.9
SR-1914,EVT-11492,AA:BB:CC:00:07,44.4,88.4
SR-1915,EVT-11075,AA:BB:CC:00:10,41.0,86.0
SR-1916,EVT-13226,AA:BB:CC:00:89,46.6,85.6
SR-1917,EVT-12424,AA:BB:CC:00:02,42.9,86.3
SR-1918,EVT-12261,AA:BB:CC:00:30,48.5,79.0
SR-1919,EVT-13557,AA:BB:CC:00:81,46.9,92.7
SR-1920,EVT-12615,AA:BB:CC:00:29,43.5,92.7
SR-1921,EVT-11325,AA:BB:CC:00:82,45.6,82.0
SR-1922,EVT-10032,AA:BB:CC:00:60,43.5,87.8
SR-1923,EVT-11630,AA:BB:CC:00:99,48.2,87.0
SR-1924,EVT-12843,AA:BB:CC:00:17,51.0,81.1
SR-1925,EVT-12397,AA:BB:CC:00:56,42.5,91.5
SR-1926,EVT-13692,AA:BB:CC:00:86,43.2,94.4
SR-1927,EVT-12738,AA:BB:CC:00:51,46.9,82.1
SR-1928,EVT-14799,AA:BB:CC:00:25,46.2,85.2
SR-1929,EVT-12467,AA:BB:CC:00:84,42.9,84.2
SR-1930,EVT-10492,AA:BB:CC:00:16,44.3 Nm,91.1
SR-1931,EVT-10732,AA:BB:CC:00:25,45.1,92.1
SR-1932,EVT-10269,AA:BB:CC:00:15,44.3,78.0
SR-1933,EVT-14296,AA:BB:CC:00:79,44.0,75.7
SR-1934,EVT-12871,AA:BB:CC:00:57,42.0,85.0
SR-1935,EVT-10016,AA:BB:CC:00:15,48.4,87.5
SR-1936,EVT-13562,AA:BB:CC:00:56,45.9,83.2
SR-1937,EVT-14309,AA:BB:CC:00:82,48.4,85.9
SR-1938,EVT-10009,AA:BB:CC:00:37,43.7,86.0
SR-1939,EVT-13707,AA:BB:CC:00:65,44.5,83.3
SR-1940,EVT-12189,AA:BB:CC:00:33,45.9,87.2
SR-1941,EVT-11561,AA:BB:CC:00:03,42.8,85.1
SR-1942,EVT-10743,AA:BB:CC:00:49,47.2,85.7
SR-1943,EVT-11372,AA:BB:CC:00:22,43.4,84.7
SR-1944,EVT-12279,AA:BB:CC:00:54, 45.9 ,91.9
SR-1945,EVT-12490,AA:BB:CC:00:21,45.0,87.0
SR-1946,EVT-10312,AA:BB:CC:00:27,45.2,83.2
SR-1947,EVT-10200,AA:BB:CC:00:04,46.8,87.4
SR-1948,EVT-13339,AA:BB:CC:00:99,41.8,85.0
SR-1949,EVT-10002,AA:BB:CC:00:01,33.19 ft-lb,88.0
SR-1950,EVT-14448,AA:BB:CC:00:04,45.3,88.7
SR-1951,EVT-10136,AA:BB:CC:00:55,45.4,88.8
SR-1952,EVT-12096,AA:BB:CC:00:24,43.7,92.6
SR-1953,EVT-11195,AA:BB:CC:00:29,44.7,86.3
SR-1954,EVT-11179,AA:BB:CC:00:22,39.0,89.1
SR-1955,EVT-11020,AA:BB:CC:00:23,46.5,85.0
SR-1956,EVT-11964,AA:BB:CC:00:85,47.1,85.8
SR-1957,EVT-11804,AA:BB:CC:00:78,45.3,85.7
SR-1958,EVT-12862,AA:BB:CC:00:08,43.4,83.9
SR-1959,EVT-10049,AA:BB:CC:00:58,45.3,84.4
SR-1960,EVT-14870,AA:BB:CC:00:80,45.5,82.6
SR-1961,EVT-10804,AA:BB:CC:00:99,43.0,89.9
SR-1962,EVT-10415,AA:BB:CC:00:88,47.7,84.4
SR-1963,EVT-13498,AA:BB:CC:00:59,33.19 ft-lb,88.3
SR-1964,EVT-12626,AA:BB:CC:00:90,46.2,85.5
SR-1965,EVT-11638,AA:BB:CC:00:07,41.9,81.0
SR-1966,EVT-10794,AA:BB:CC:00:25,45.1,185 F
SR-1967,EVT-12021,AA:BB:CC:00:45,45.3,91.8
SR-1968,EVT-10562,AA:BB:CC:00:90,49.0,81.0
SR-1969,EVT-12735,AA:BB:CC:00:26,45.4,79.8
SR-1970,EVT-14338,AA:BB:CC:00:30,41.7,88.2
SR-1971,EVT-12228,AA:BB:CC:00:66,43.9,76.4
SR-1972,EVT-13303,AA:BB:CC:00:53,33.19 ft-lb,79.4
SR-1973,EVT-10777,AA:BB:CC:00:73,46.0,81.7
SR-1974,EVT-14701,AA:BB:CC:00:39,44.9,91.6
SR-1975,EVT-13055,AA:BB:CC:00:11,44.3,86.5
SR-1976,EVT-13326,AA:BB:CC:00:79,41.8,92.9
SR-1977,EVT-10085,AA:BB:CC:00:12,43.6,88.4 C
SR-1978,EVT-14190,AA:BB:CC:00:99,44.4,86.1
SR-1979,EVT-10045,AA:BB:CC:00:50,44.6,89.7
SR-1980,EVT-12083,AA:BB:CC:00:56,48.2,90.9
SR-1981,EVT-10009,AA:BB:CC:00:40,46.3,97.2
SR-1982,EVT-13315,AA:BB:CC:00:16,43.2,78.0
SR-1983,EVT-12939,AA:BB:CC:00:49,46.2,79.2
SR-1984,EVT-11050,AA:BB:CC:00:32,42.5,83.0
SR-1985,EVT-10590,AA:BB:CC:00:82,42.7,93.4
SR-1986,EVT-13722,AA:BB:CC:00:45,43.6,86.5
SR-1987,EVT-10031,AA:BB:CC:00:85,44.8,82.6
SR-1988,EVT-13731,AA:BB:CC:00:80,46.5,90.4
SR-1989,EVT-14141,AA:BB:CC:00:71,45.9,81.5
SR-1990,EVT-10571,AA:BB:CC:00:05,46.2,94.8
SR-1991,EVT-10016,AA:BB:CC:00:44,47.2,87.5
SR-1992,EVT-14280,AA:BB:CC:00:41,46.8,90.2
SR-1993,EVT-12834,AA:BB:CC:00:97,44.0,85.6
SR-1994,EVT-11540,AA:BB:CC:00:95,43.7,82.4
SR-1995,EVT-12641,AA:BB:CC:00:85,46.4,87.7
SR-1996,EVT-14048,AA:BB:CC:00:67,47.2,86.3
SR-1997,EVT-11078,AA:BB:CC:00:74,46.2,85.6
SR-1998,EVT-11385,AA:BB:CC:00:75,46.9,82.2
SR-1999,EVT-12974,AA:BB:CC:00:22,45.8,96.2
SR-2000,EVT-10130,AA:BB:CC:00:17,47.8,85.1
SR-2001,EVT-12545,AA:BB:CC:00:89,43.9,82.4
SR-2002,EVT-12423,AA:BB:CC:00:92,47.0,86.9
SR-2003,EVT-14740,AA:BB:CC:00:50,44.8,91.8
SR-2004,EVT-13135,AA:BB:CC:00:84,42.6,98.8
SR-2005,EVT-14574,AA:BB:CC:00:94,44.4,72.0
SR-2006,EVT-11341,AA:BB:CC:00:31,46.2,87.3
SR-2007,EVT-14945,AA:BB:CC:00:13,47.7,91.9
SR-2008,EVT-14567,AA:BB:CC:00:74,45.1,76.4
SR-2009,EVT-10793,AA:BB:CC:00:51,44.2,86.2
SR-2010,EVT-13806,AA:BB:CC:00:33,46.3 Nm,88.7
SR-2011,EVT-13544,AA:BB:CC:00:20,41.6,87.0
SR-2012,EVT-13615,AA:BB:CC:00:48,45.3,81.0
SR-2013,EVT-14090,AA:BB:CC:00:78,41.3,89.8
SR-2014,EVT-12534,AA:BB:CC:00:72,42.3,76.2
SR-2015,EVT-12856,AA:BB:CC:00:72,42.7,78.8
SR-2016,EVT-10653,AA:BB:CC:00:92,45.8,86.3
SR-2017,EVT-14442,AA:BB:CC:00:74,44.2,85.8
SR-2018,EVT-13541,AA:BB:CC:00:14,43.0,91.6
SR-2019,EVT-13974,AA:BB:CC:00:62,46.5,78.7
SR-2020,EVT-13104,AA:BB:CC:00:51,43.3,82.6
SR-2021,EVT-12410,AA:BB:CC:00:78,45.6,84.2
SR-2022,EVT-13609,AA:BB:CC:00:70,45.2,86.2
SR-2023,EVT-14145,AA:BB:CC:00:98,44.3,185 F
SR-2024,EVT-10681,AA:BB:CC:00:81,44.9,88.7
SR-2025,EVT-11118,AA:BB:CC:00:21,46.6,68.1
SR-2026,EVT-14314,AA:BB:CC:00:92,42.2,86.7
SR-2027,EVT-14476,AA:BB:CC:00:38,48.8,85.7
SR-2028,EVT-14748,AA:BB:CC:00:15,44.2,85.8
SR-2029,EVT-12974,AA:BB:CC:00:36,45.7,86.4
SR-2030,EVT-11302,AA:BB:CC:00:100,42.4,95.1
SR-2031,EVT-11900,AA:BB:CC:00:09,49.5,78.9
SR-2032,EVT-11082,AA:BB:CC:00:99,42.6,88.7
SR-2033,EVT-10441,AA:BB:CC:00:59,45.2,79.3
SR-2034,EVT-13855,AA:BB:CC:00:82,47.1,84.9
SR-2035,EVT-11830,AA:BB:CC:00:54,46.7,87.0
SR-2036,EVT-13783,AA:BB:CC:00:17,46.7,81.5
SR-2037,EVT-12641,AA:BB:CC:00:82,44.6,82.5
SR-2038,EVT-12297,AA:BB:CC:00:04,49.2,77.1
SR-2039,EVT-11882,AA:BB:CC:00:84,43.8,77.4
SR-2040,EVT-11800,AA:BB:CC:00:13,45.1,80.6
SR-2041,EVT-13163,AA:BB:CC:00:75,44.3,87.5
SR-2042,EVT-13349,AA:BB:CC:00:43,43.8,83.7
SR-2043,EVT-14682,AA:BB:CC:00:97,47.3,86.0
SR-2044,EVT-10013,AA:BB:CC:00:92,47.4,84.2
SR-2045,EVT-11008,AA:BB:CC:00:08,45.6,89.0
SR-2046,EVT-11037,AA:BB:CC:00:20,46.9,85.1
SR-2047,EVT-14822,AA:BB:CC:00:82,43.2,79.2
SR-2048,EVT-11102,AA:BB:CC:00:71,43.4,85.0
SR-2049,EVT-10433,AA:BB:CC:00:61,40.4,84.3
SR-2050,EVT-13716,AA:BB:CC:00:44,39.9,77.6
SR-2051,EVT-10476,AA:BB:CC:00:97,48.1,88.6
SR-2052,EVT-12784,AA:BB:CC:00:51,45.0,88.4
SR-2053,EVT-14335,AA:BB:CC:00:58,46.7,88.9
SR-2054,EVT-13933,AA:BB:CC:00:75,45.6,86.1
SR-2055,EVT-13213,AA:BB:CC:00:30,46.9,83.9
SR-2056,EVT-13310,AA:BB:CC:00:99,46.5,85.3
SR-2057,EVT-13563,AA:BB:CC:00:84,41.7,87.6
SR-2058,EVT-14624,AA:BB:CC:00:10,47.2,85.1
SR-2059,EVT-13080,AA:BB:CC:00:94,46.2,91.5
SR-2060,EVT-10383,AA:BB:CC:00:18,40.6,90.4
SR-2061,EVT-10866,AA:BB:CC:00:25,46.1,83.5
SR-2062,EVT-10862,AA:BB:CC:00:96,41.5,80.8
SR-2063,EVT-10267,AA:BB:CC:00:34,47.9,86.3
SR-2064,EVT-13948,AA:BB:CC:00:44,46.5,90.9
SR-2065,EVT-11345,AA:BB:CC:00:39,45.3,88.4
SR-2066,EVT-13489,AA:BB:CC:00:95,45.5,84.2
SR-2067,EVT-13620,AA:BB:CC:00:92,9000,79.4
SR-2068,EVT-10989,AA:BB:CC:00:90, 46.2 ,73.2
SR-2069,EVT-14678,AA:BB:CC:00:68,44.4,81.9
SR-2070,EVT-14624,AA:BB:CC:00:43,43.3,86.7
SR-2071,EVT-13989,AA:BB:CC:00:20,43.6,83.2
SR-2072,EVT-13289,AA:BB:CC:00:72, 42.3 ,77.2
SR-2073,EVT-11813,AA:BB:CC:00:02,49.1,84.9
SR-2074,EVT-13367,AA:BB:CC:00:27,46.7,94.1
SR-2075,EVT-13820,AA:BB:CC:00:34,47.2,81.2
SR-2076,EVT-10917,AA:BB:CC:00:55,42.6,80.1
SR-2077,EVT-13175,AA:BB:CC:00:36,40.9,88.8
SR-2078,EVT-12568,AA:BB:CC:00:85,44.5,88.1
SR-2079,EVT-14371,AA:BB:CC:00:72,44.6,78.3
SR-2080,EVT-14218,AA:BB:CC:00:87,45.5,83.6
SR-2081,EVT-14562,AA:BB:CC:00:72,49.2,75.6
SR-2082,EVT-11371,AA:BB:CC:00:69,43.2,92.1
SR-2083,EVT-13708,AA:BB:CC:00:65,41.7,90.4
SR-2084,EVT-13966,AA:BB:CC:00:85,42.7,87.3
SR-2085,EVT-11606,AA:BB:CC:00:44,45.5,89.6
SR-2086,EVT-13010,AA:BB:CC:00:43,48.3,85.3
SR-2087,EVT-14269,AA:BB:CC:00:74,9000,83.3
SR-2088,EVT-11886,AA:BB:CC:00:66,42.2,73.6
SR-2089,EVT-11516,AA:BB:CC:00:21,48.4,93.4
SR-2090,EVT-12879,AA:BB:CC:00:61,43.7,87.7
SR-2091,EVT-10160,AA:BB:CC:00:13,41.1,91.8
SR-2092,EVT-12862,AA:BB:CC:00:28,45.2,85.6
SR-2093,EVT-10324,AA:BB:CC:00:30,44.5,79.9
SR-2094,EVT-10637,AA:BB:CC:00:82,48.8,91.7
SR-2095,EVT-10284,AA:BB:CC:00:02,42.4,78.0
SR-2096,EVT-14282,AA:BB:CC:00:58,48.2,90.3
SR-2097,EVT-12042,AA:BB:CC:00:83,33.19 ft-lb,89.6
SR-2098,EVT-13609,AA:BB:CC:00:21,43.7,91.5
SR-2099,EVT-10084,AA:BB:CC:00:90,43.7,87.8
SR-2100,EVT-10737,AA:BB:CC:00:46,47.8,80.5
SR-2101,EVT-14068,AA:BB:CC:00:89,42.1,78.1
SR-2102,EVT-14784,AA:BB:CC:00:83,43.4,90.9
SR-2103,EVT-13118,AA:BB:CC:00:25,45.1,84.1
SR-2104,EVT-11487,AA:BB:CC:00:57,45.6,86.0
SR-2105,EVT-13436,AA:BB:CC:00:20,46.5,85.7
SR-2106,EVT-10703,AA:BB:CC:00:06,44.2,87.9
SR-2107,EVT-14269,AA:BB:CC:00:18,46.9,74.0
SR-2108,EVT-10724,AA:BB:CC:00:49,40.1,86.5
SR-2109,EVT-10090,AA:BB:CC:00:82,45.7,81.6
SR-2110,EVT-11769,AA:BB:CC:00:20,46.0,83.5
SR-2111,EVT-10676,AA:BB:CC:00:34,43.3,82.1
SR-2112,EVT-11346,AA:BB:CC:00:10,46.3,81.0
SR-2113,EVT-12227,AA:BB:CC:00:33,43.3,73.9
SR-2114,EVT-14204,AA:BB:CC:00:55,44.8,82.0
SR-2115,EVT-14796,AA:BB:CC:00:19,42.3,87.1
SR-2116,EVT-12374,AA:BB:CC:00:66,45.9,89.2
SR-2117,EVT-11756,AA:BB:CC:00:47,46.8,86.2
SR-2118,EVT-13522,AA:BB:CC:00:49,43.8,77.0
SR-2119,EVT-14780,AA:BB:CC:00:67,45.0,86.7
SR-2120,EVT-10680,AA:BB:CC:00:30,45.1,89.0
SR-2121,EVT-11291,AA:BB:CC:00:83,44.2,79.5
SR-2122,EVT-14366,AA:BB:CC:00:85,45.6,75.3
SR-2123,EVT-12685,AA:BB:CC:00:59,50.1,86.5
SR-2124,EVT-11782,AA:BB:CC:00:78,47.9,87.9
SR-2125,EVT-12551,AA:BB:CC:00:31,44.4,95.1
SR-2126,EVT-12319,AA:BB:CC:00:21,45.9,85.6
SR-2127,EVT-14354,AA:BB:CC:00:17,44.6,88.3
SR-2128,EVT-10237,AA:BB:CC:00:53,43.9,94.1
SR-2129,EVT-14502,AA:BB:CC:00:51,47.6,77.7
SR-2130,EVT-10303,AA:BB:CC:00:24,45.0,91.4
SR-2131,EVT-11626,AA:BB:CC:00:40,45.0,78.4
SR-2132,EVT-11253,AA:BB:CC:00:98,51.0,78.8
SR-2133,EVT-12350,AA:BB:CC:00:47,46.3,81.5
SR-2134,EVT-10926,AA:BB:CC:00:20,44.0,71.9
SR-2135,EVT-11998,AA:BB:CC:00:16,45.8,86.3
SR-2136,EVT-11442,AA:BB:CC:00:58,44.8,79.0
SR-2137,EVT-14259,AA:BB:CC:00:49,46.2,93.0
SR-2138,EVT-10015,AA:BB:CC:00:42,42.3,90.7
SR-2139,EVT-12401,AA:BB:CC:00:12,43.9,87.0
SR-2140,EVT-12749,AA:BB:CC:00:41,46.1,86.6
SR-2141,EVT-12835,AA:BB:CC:00:58,45.6,91.9
SR-2142,EVT-13775,AA:BB:CC:00:60,45.4,82.9
SR-2143,EVT-10860,AA:BB:CC:00:24,46.4,82.5
SR-2144,EVT-14933,AA:BB:CC:00:13,45.6,75.8
SR-2145,EVT-11278,AA:BB:CC:00:34,42.0,85.9
SR-2146,EVT-10480,AA:BB:CC:00:61,41.7,92.9
SR-2147,EVT-11971,AA:BB:CC:00:27,47.8,78.0
SR-2148,EVT-10860,AA:BB:CC:00:85,48.2,92.0
SR-2149,EVT-10107,AA:BB:CC:00:67,49.7,83.3
SR-2150,EVT-13913,AA:BB:CC:00:14,44.2 Nm,89.6
SR-2151,EVT-12011,AA:BB:CC:00:41,42.9,71.9
SR-2152,EVT-12076,AA:BB:CC:00:57,43.7,79.2
SR-2153,EVT-12162,AA:BB:CC:00:30,43.0,185 F
SR-2154,EVT-10546,AA:BB:CC:00:45,43.3,87.6
SR-2155,EVT-12862,AA:BB:CC:00:74,48.0,84.1
SR-2156,EVT-11976,AA:BB:CC:00:01,44.2,86.3
SR-2157,EVT-12686,AA:BB:CC:00:92,42.7,83.7
SR-2158,EVT-13885,AA:BB:CC:00:83,42.3,87.5
SR-2159,EVT-12118,AA:BB:CC:00:94,46.1,92.0
SR-2160,EVT-10393,AA:BB:CC:00:84,45.5,83.9
