Event_ID,VIN,Line,Station,Shift,Supplier_Code_x,Supplier_Code_y,Tool_ID,Temperature,Torque,Pressure,Vibration_mm_s,Energy_kWh,Inspection_Result
M10046,MA1A**********046,PAINT-1,STN-05,C,SUP-142,SUP-106,TL-025,95 F,50 Nm,65 psi,6.54,4.05,Unknown
M10046,MA1A**********046,PAINT-1,STN-05,C,SUP-142,SUP-106,TL-025,104 F,35 lb-ft,65 psi,7.16,2.41,Unknown
M11046,MA1A**********046,GA-2,STN-05,C,SUP-190,SUP-154,TL-004,Unknown,60Nm,72 psi,7.46,1.13,PASS
M11046,MA1A**********046,GA-2,STN-05,C,SUP-190,SUP-154,TL-004,35 C,50 Nm,65 psi,5.42,5.54,PASS
M11046,MA1A**********046,GA-2,STN-05,C,SUP-190,SUP-154,TL-004,Unknown,50 Nm,4.5 bar,4.84,4.45,PASS
M8047,MA1A**********047,TRIM-1,STN-03,C,SUP-183,SUP-012,TL-076,95 F,50 Nm,5.2 bar,2.24,6.02,Unknown
M8047,MA1A**********047,TRIM-1,STN-03,C,SUP-183,SUP-012,TL-076,95 F,50 Nm,5.2 bar,5.04,3.77,Unknown
M8047,MA1A**********047,TRIM-1,STN-03,C,SUP-183,SUP-012,TL-076,Unknown,50 Nm,72 psi,7.19,1.79,Unknown
M8047,MA1A**********047,TRIM-1,STN-03,C,SUP-183,SUP-012,TL-076,35 C,60Nm,4.5 bar,2.99,2.35,Unknown
M8047,MA1A**********047,TRIM-1,STN-03,C,SUP-183,SUP-012,TL-076,Unknown,35 lb-ft,5.2 bar,5.34,2.06,Unknown
M9047,MA1A**********047,GA-1,STN-03,B,SUP-179,SUP-132,TL-099,95 F,50 Nm,72 psi,7.45,1.52,Unknown
M7047,MA1A**********047,GA-2,STN-04,A,SUP-140,SUP-039,TL-079,40 C,35 lb-ft,65 psi,4.19,3.21,PASS
M7047,MA1A**********047,GA-2,STN-04,A,SUP-140,SUP-039,TL-079,85C,72 lb-ft,72 psi,0.93,1.88,PASS
M7047,MA1A**********047,GA-2,STN-04,A,SUP-140,SUP-039,TL-079,Unknown,72 lb-ft,72 psi,4.46,7.18,PASS
M10047,MA1A**********047,PAINT-1,STN-04,B,SUP-057,SUP-187,TL-010,Unknown,72 lb-ft,4.5 bar,7.46,3.77,Unknown
M10047,MA1A**********047,PAINT-1,STN-04,B,SUP-057,SUP-187,TL-010,40 C,60Nm,5.2 bar,2.49,6.35,Unknown
M10047,MA1A**********047,PAINT-1,STN-04,B,SUP-057,SUP-187,TL-010,Unknown,50 Nm,5.2 bar,0.97,3.9,Unknown
M10047,MA1A**********047,PAINT-1,STN-04,B,SUP-057,SUP-187,TL-010,95 F,45 Nm,4.5 bar,4.69,2.15,Unknown
M11047,MA1A**********047,GA-1,STN-05,NAN,SUP-075,SUP-155,TL-099,85C,Unknown,72 psi,2.14,4.17,Unknown
M11047,MA1A**********047,GA-1,STN-05,NAN,SUP-075,SUP-155,TL-099,95 F,50 Nm,5.2 bar,5.77,2.63,Unknown
M10048,MA1A**********048,PAINT-1,STN-01,B,SUP-053,SUP-139,TL-024,95 F,72 lb-ft,72 psi,4.66,1.07,FAIL
M10048,MA1A**********048,PAINT-1,STN-01,B,SUP-053,SUP-139,TL-024,95 F,72 lb-ft,72 psi,4.66,1.07,PASS
M8048,MA1A**********048,TRIM-1,STN-03,C,SUP-171,SUP-193,TL-063,85C,Unknown,5.2 bar,4.54,3.2,Unknown
M8048,MA1A**********048,TRIM-1,STN-03,C,SUP-171,SUP-193,TL-063,35 C,60Nm,5.2 bar,3.21,7.9,Unknown
M11048,MA1A**********048,TRIM-1,STN-03,A,SUP-142,SUP-174,TL-025,95 F,50 Nm,5.2 bar,4.59,6.18,PASS
M7048,MA1A**********048,PAINT-1,STN-05,A,SUP-035,SUP-131,TL-015,40 C,60Nm,72 psi,6.31,4.42,Unknown
M7048,MA1A**********048,PAINT-1,STN-05,A,SUP-035,SUP-131,TL-015,85C,60Nm,65 psi,5.03,1.46,Unknown
M7048,MA1A**********048,PAINT-1,STN-05,A,SUP-035,SUP-131,TL-015,35 C,Unknown,72 psi,6.29,1.17,Unknown
M7048,MA1A**********048,PAINT-1,STN-05,A,SUP-035,SUP-131,TL-015,85C,45 Nm,72 psi,7.17,6.45,Unknown
M9048,MA1A**********048,PAINT-1,STN-05,B,SUP-193,SUP-130,TL-100,104 F,Unknown,5.2 bar,4.69,2.19,Unknown
M8049,MA1A**********049,TRIM-1,STN-01,B,SUP-065,SUP-032,TL-064,Unknown,50 Nm,65 psi,7.95,6.72,Unknown
M8049,MA1A**********049,TRIM-1,STN-01,B,SUP-065,SUP-032,TL-064,104 F,Unknown,72 psi,5.97,6.52,Unknown
M8049,MA1A**********049,TRIM-1,STN-01,B,SUP-065,SUP-032,TL-064,95 F,Unknown,5.2 bar,1.47,6.02,Unknown
M7049,MA1A**********049,GA-2,STN-03,C,SUP-155,SUP-200,TL-092,40 C,35 lb-ft,72 psi,2.21,5.78,Unknown
M7049,MA1A**********049,GA-2,STN-03,C,SUP-155,SUP-200,TL-092,40 C,60Nm,65 psi,0.33,5.11,Unknown
M7049,MA1A**********049,GA-2,STN-03,C,SUP-155,SUP-200,TL-092,95 F,50 Nm,4.5 bar,5.03,3.83,Unknown
M9049,MA1A**********049,GA-1,STN-03,B,SUP-158,SUP-087,TL-095,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M11049,MA1A**********049,PAINT-1,STN-03,NAN,SUP-090,SUP-073,TL-069,35 C,60Nm,4.5 bar,0.81,2.31,FAIL
M11049,MA1A**********049,PAINT-1,STN-03,NAN,SUP-090,SUP-073,TL-069,40 C,50 Nm,65 psi,2.34,4.35,FAIL
M10049,MA1A**********049,GA-2,STN-05,B,SUP-035,SUP-130,TL-032,85C,72 lb-ft,5.2 bar,5.66,7.59,Unknown
M10049,MA1A**********049,GA-2,STN-05,B,SUP-035,SUP-130,TL-032,95 F,50 Nm,65 psi,0.53,2.83,Unknown
M10049,MA1A**********049,GA-2,STN-05,B,SUP-035,SUP-130,TL-032,85C,35 lb-ft,4.5 bar,8.44,7.11,Unknown
M10049,MA1A**********049,GA-2,STN-05,B,SUP-035,SUP-130,TL-032,35 C,50 Nm,4.5 bar,1.44,7.37,Unknown
M10049,MA1A**********049,GA-2,STN-05,B,SUP-035,SUP-130,TL-032,95 F,45 Nm,4.5 bar,6.28,7.24,Unknown
M8050,MA1A**********050,GA-2,STN-01,NAN,SUP-189,SUP-102,TL-009,Unknown,72 lb-ft,5.2 bar,8.02,6.48,FAIL
M8050,MA1A**********050,GA-2,STN-01,NAN,SUP-189,SUP-102,TL-009,104 F,72 lb-ft,65 psi,0.5,4.89,FAIL
M9050,MA1A**********050,PAINT-1,STN-01,NAN,SUP-185,SUP-005,TL-082,35 C,50 Nm,5.2 bar,4.7,1.27,Unknown
M9050,MA1A**********050,PAINT-1,STN-01,NAN,SUP-185,SUP-005,TL-082,85C,72 lb-ft,65 psi,2.44,0.57,Unknown
M10050,MA1A**********050,TRIM-1,STN-03,A,SUP-068,SUP-153,TL-027,95 F,Unknown,72 psi,2.11,4.23,Unknown
M10050,MA1A**********050,TRIM-1,STN-03,A,SUP-068,SUP-153,TL-027,35 C,50 Nm,4.5 bar,4.79,1.9,Unknown
M11050,MA1A**********050,GA-1,STN-03,A,SUP-135,SUP-042,TL-006,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M11050,MA1A**********050,GA-1,STN-03,A,SUP-135,SUP-042,TL-006,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M7050,MA1A**********050,PAINT-1,STN-05,NAN,SUP-065,SUP-189,TL-012,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M7051,MA1A**********051,GA-1,STN-01,C,SUP-198,SUP-200,TL-082,40 C,60Nm,4.5 bar,2.55,3.02,FAIL
M8051,MA1A**********051,GA-1,STN-02,C,SUP-155,SUP-060,TL-020,40 C,72 lb-ft,72 psi,8.46,2.09,Unknown
M10051,MA1A**********051,PAINT-1,STN-02,NAN,SUP-116,SUP-078,TL-054,Unknown,72 lb-ft,65 psi,5.38,4.17,PASS
M10051,MA1A**********051,PAINT-1,STN-02,NAN,SUP-116,SUP-078,TL-054,40 C,60Nm,72 psi,1.92,6.46,PASS
M10051,MA1A**********051,PAINT-1,STN-02,NAN,SUP-116,SUP-078,TL-054,85C,35 lb-ft,5.2 bar,8.29,7.45,PASS
M11051,MA1A**********051,PAINT-1,STN-03,C,SUP-002,SUP-152,TL-034,Unknown,72 lb-ft,4.5 bar,1.41,0.54,Unknown
M11051,MA1A**********051,PAINT-1,STN-03,C,SUP-002,SUP-152,TL-034,95 F,45 Nm,72 psi,8.22,3.15,Unknown
M9051,MA1A**********051,TRIM-1,STN-05,C,SUP-194,SUP-024,TL-026,40 C,35 lb-ft,4.5 bar,5.18,5.73,FAIL
M9051,MA1A**********051,TRIM-1,STN-05,C,SUP-194,SUP-024,TL-026,85C,60Nm,65 psi,5.67,1.31,FAIL
M9051,MA1A**********051,TRIM-1,STN-05,C,SUP-194,SUP-024,TL-026,85C,50 Nm,4.5 bar,5.51,1.15,FAIL
M10052,MA1A**********052,GA-1,STN-01,B,SUP-167,SUP-148,TL-091,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M8052,MA1A**********052,GA-1,STN-03,NAN,SUP-170,SUP-015,TL-099,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,104 F,Unknown,5.2 bar,6.29,4.79,FAIL
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,104 F,Unknown,5.2 bar,6.29,4.79,PASS
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,95 F,35 lb-ft,72 psi,1.75,4.4,FAIL
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,95 F,35 lb-ft,72 psi,1.75,4.4,PASS
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,35 C,60Nm,5.2 bar,8.31,1.77,FAIL
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,35 C,60Nm,5.2 bar,8.31,1.77,PASS
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,Unknown,72 lb-ft,5.2 bar,1.95,2.09,FAIL
M9052,MA1A**********052,TRIM-1,STN-03,B,SUP-113,SUP-126,TL-097,Unknown,72 lb-ft,5.2 bar,1.95,2.09,PASS
M7052,MA1A**********052,TRIM-1,STN-05,A,SUP-110,SUP-185,TL-002,104 F,Unknown,5.2 bar,1.21,4.36,Unknown
M7052,MA1A**********052,TRIM-1,STN-05,A,SUP-110,SUP-185,TL-002,104 F,72 lb-ft,5.2 bar,8.36,5.52,Unknown
M11052,MA1A**********052,GA-2,STN-05,C,SUP-115,SUP-088,TL-063,104 F,72 lb-ft,72 psi,5.3,6.89,Unknown
M9053,MA1A**********053,PAINT-1,STN-01,C,SUP-049,SUP-007,TL-040,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M11053,MA1A**********053,TRIM-1,STN-01,B,SUP-060,SUP-169,TL-100,104 F,45 Nm,5.2 bar,0.97,1.12,FAIL
M8053,MA1A**********053,GA-2,STN-03,C,SUP-128,SUP-129,TL-065,95 F,Unknown,5.2 bar,4.3,1.49,FAIL
M8053,MA1A**********053,GA-2,STN-03,C,SUP-128,SUP-129,TL-065,95 F,Unknown,5.2 bar,4.3,1.49,PASS
M10053,MA1A**********053,PAINT-1,STN-04,A,SUP-150,SUP-193,TL-020,35 C,45 Nm,4.5 bar,6.37,5.58,Unknown
M10053,MA1A**********053,PAINT-1,STN-04,A,SUP-150,SUP-193,TL-020,40 C,72 lb-ft,5.2 bar,4.22,6.62,Unknown
M10053,MA1A**********053,PAINT-1,STN-04,A,SUP-150,SUP-193,TL-020,104 F,72 lb-ft,72 psi,4.16,3.99,Unknown
M10053,MA1A**********053,PAINT-1,STN-04,A,SUP-150,SUP-193,TL-020,35 C,50 Nm,72 psi,5.95,5.91,Unknown
M7053,MA1A**********053,GA-2,STN-05,B,SUP-095,SUP-005,TL-071,Unknown,Unknown,5.2 bar,2.29,2.99,Unknown
M7054,MA1A**********054,GA-2,STN-01,B,SUP-094,SUP-042,TL-046,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M11054,MA1A**********054,GA-2,STN-01,A,SUP-027,SUP-168,TL-044,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M11054,MA1A**********054,GA-2,STN-01,A,SUP-027,SUP-168,TL-044,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M8054,MA1A**********054,PAINT-1,STN-03,A,SUP-139,SUP-135,TL-003,Unknown,Unknown,72 psi,7.89,5.79,PASS
M8054,MA1A**********054,PAINT-1,STN-03,A,SUP-139,SUP-135,TL-003,104 F,60Nm,5.2 bar,0.28,5.05,PASS
M9054,MA1A**********054,GA-2,STN-04,A,SUP-179,SUP-019,TL-026,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M10054,MA1A**********054,TRIM-1,STN-04,C,SUP-074,SUP-088,TL-060,104 F,60Nm,4.5 bar,3.07,4.78,FAIL
M10054,MA1A**********054,TRIM-1,STN-04,C,SUP-074,SUP-088,TL-060,104 F,60Nm,4.5 bar,3.07,4.78,PASS
M10054,MA1A**********054,TRIM-1,STN-04,C,SUP-074,SUP-088,TL-060,104 F,60Nm,4.5 bar,3.07,4.78,PASS
M10054,MA1A**********054,TRIM-1,STN-04,C,SUP-074,SUP-088,TL-060,40 C,35 lb-ft,65 psi,7.86,4.1,FAIL
M10054,MA1A**********054,TRIM-1,STN-04,C,SUP-074,SUP-088,TL-060,40 C,35 lb-ft,65 psi,7.86,4.1,PASS
M10054,MA1A**********054,TRIM-1,STN-04,C,SUP-074,SUP-088,TL-060,40 C,35 lb-ft,65 psi,7.86,4.1,PASS
M9055,MA1A**********055,TRIM-1,STN-03,C,SUP-038,SUP-011,TL-069,104 F,45 Nm,4.5 bar,3.64,5.48,PASS
M9055,MA1A**********055,TRIM-1,STN-03,C,SUP-038,SUP-011,TL-069,40 C,60Nm,5.2 bar,8.34,1.23,PASS
M9055,MA1A**********055,TRIM-1,STN-03,C,SUP-038,SUP-011,TL-069,95 F,45 Nm,4.5 bar,4.5,2.98,PASS
M10055,MA1A**********055,GA-1,STN-03,B,SUP-082,SUP-068,TL-020,104 F,Unknown,65 psi,5.9,7.66,Unknown
M10055,MA1A**********055,GA-1,STN-03,B,SUP-082,SUP-068,TL-020,85C,50 Nm,72 psi,5.11,6.05,Unknown
M11055,MA1A**********055,TRIM-1,STN-03,B,SUP-010,SUP-169,TL-036,85C,60Nm,5.2 bar,4.81,3.79,Unknown
M11055,MA1A**********055,TRIM-1,STN-03,B,SUP-010,SUP-169,TL-036,40 C,Unknown,65 psi,1.85,1.97,Unknown
M11055,MA1A**********055,TRIM-1,STN-03,B,SUP-010,SUP-169,TL-036,95 F,35 lb-ft,72 psi,2.38,2.03,Unknown
M11055,MA1A**********055,TRIM-1,STN-03,B,SUP-010,SUP-169,TL-036,85C,45 Nm,65 psi,4.92,4.49,Unknown
M8055,MA1A**********055,GA-1,STN-04,NAN,SUP-081,SUP-109,TL-057,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M7055,MA1A**********055,GA-2,STN-05,B,SUP-091,SUP-178,TL-053,85C,60Nm,4.5 bar,3.89,3.76,FAIL
M7055,MA1A**********055,GA-2,STN-05,B,SUP-091,SUP-178,TL-053,85C,60Nm,4.5 bar,3.89,3.76,FAIL
M10056,MA1A**********056,PAINT-1,STN-01,C,SUP-042,SUP-069,TL-079,85C,50 Nm,5.2 bar,2.86,4.32,PASS
M10056,MA1A**********056,PAINT-1,STN-01,C,SUP-042,SUP-069,TL-079,85C,50 Nm,5.2 bar,2.86,4.32,FAIL
M10056,MA1A**********056,PAINT-1,STN-01,C,SUP-042,SUP-069,TL-079,35 C,72 lb-ft,65 psi,2.17,0.63,PASS
M10056,MA1A**********056,PAINT-1,STN-01,C,SUP-042,SUP-069,TL-079,35 C,72 lb-ft,65 psi,2.17,0.63,FAIL
M8056,MA1A**********056,GA-1,STN-02,B,SUP-169,SUP-132,TL-091,Unknown,50 Nm,5.2 bar,6.41,7.77,Unknown
M7056,MA1A**********056,GA-2,STN-03,B,SUP-046,SUP-045,TL-004,35 C,Unknown,5.2 bar,2.65,5.82,FAIL
M9056,MA1A**********056,GA-2,STN-04,A,SUP-189,SUP-131,TL-079,40 C,50 Nm,5.2 bar,2.36,3.52,Unknown
M11056,MA1A**********056,GA-1,STN-04,B,SUP-165,SUP-129,TL-020,104 F,60Nm,5.2 bar,1.93,3.06,PASS
M11056,MA1A**********056,GA-1,STN-04,B,SUP-165,SUP-129,TL-020,35 C,50 Nm,72 psi,0.62,4.7,PASS
M8057,MA1A**********057,TRIM-1,STN-02,A,SUP-184,SUP-004,TL-063,85C,60Nm,4.5 bar,6.52,6.82,PASS
M8057,MA1A**********057,TRIM-1,STN-02,A,SUP-184,SUP-004,TL-063,40 C,Unknown,4.5 bar,8.41,1.14,PASS
M7057,MA1A**********057,PAINT-1,STN-03,B,SUP-106,SUP-019,TL-035,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M10057,MA1A**********057,TRIM-1,STN-03,B,SUP-115,SUP-086,TL-094,95 F,72 lb-ft,5.2 bar,6.01,2.71,PASS
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,40 C,50 Nm,4.5 bar,8.41,7.67,Unknown
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,35 C,45 Nm,4.5 bar,4.69,5.63,Unknown
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,Unknown,60Nm,4.5 bar,7.81,3.77,Unknown
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,95 F,Unknown,5.2 bar,3.3,2.27,Unknown
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,95 F,35 lb-ft,72 psi,8.02,4.09,Unknown
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,104 F,50 Nm,4.5 bar,1.68,2.8,Unknown
M11057,MA1A**********057,GA-2,STN-03,A,SUP-105,SUP-160,TL-016,85C,35 lb-ft,65 psi,8.34,0.89,Unknown
M9057,MA1A**********057,GA-2,STN-04,B,SUP-011,SUP-044,TL-071,85C,50 Nm,5.2 bar,6.61,5.15,Unknown
M9057,MA1A**********057,GA-2,STN-04,B,SUP-011,SUP-044,TL-071,Unknown,50 Nm,65 psi,7.18,0.86,Unknown
M9057,MA1A**********057,GA-2,STN-04,B,SUP-011,SUP-044,TL-071,95 F,50 Nm,5.2 bar,4.86,4.73,Unknown
M9058,MA1A**********058,PAINT-1,STN-01,B,SUP-058,SUP-003,TL-032,Unknown,35 lb-ft,5.2 bar,4.7,3.42,FAIL
M9058,MA1A**********058,PAINT-1,STN-01,B,SUP-058,SUP-003,TL-032,Unknown,35 lb-ft,5.2 bar,4.7,3.42,PASS
M11058,MA1A**********058,GA-2,STN-01,B,SUP-128,SUP-150,TL-003,85C,45 Nm,4.5 bar,0.71,1.97,Unknown
M11058,MA1A**********058,GA-2,STN-01,B,SUP-128,SUP-150,TL-003,104 F,60Nm,72 psi,5.89,4.91,Unknown
M10058,MA1A**********058,GA-2,STN-02,B,SUP-040,SUP-068,TL-002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M7058,MA1A**********058,GA-1,STN-04,B,SUP-010,SUP-082,TL-029,85C,35 lb-ft,65 psi,7.2,5.06,FAIL
M7058,MA1A**********058,GA-1,STN-04,B,SUP-010,SUP-082,TL-029,85C,35 lb-ft,65 psi,7.2,5.06,PASS
M8058,MA1A**********058,TRIM-1,STN-05,NAN,SUP-176,SUP-127,TL-074,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M9059,MA1A**********059,GA-2,STN-02,NAN,SUP-076,SUP-150,TL-003,40 C,50 Nm,5.2 bar,0.37,3.83,PASS
M9059,MA1A**********059,GA-2,STN-02,NAN,SUP-076,SUP-150,TL-003,35 C,60Nm,65 psi,3.48,0.81,PASS
M9059,MA1A**********059,GA-2,STN-02,NAN,SUP-076,SUP-150,TL-003,35 C,45 Nm,5.2 bar,2.74,1.66,PASS
M9059,MA1A**********059,GA-2,STN-02,NAN,SUP-076,SUP-150,TL-003,95 F,50 Nm,65 psi,5.23,2.05,PASS
M7059,MA1A**********059,PAINT-1,STN-03,B,SUP-059,SUP-168,TL-004,Unknown,60Nm,65 psi,8.37,2.2,PASS
M10059,MA1A**********059,GA-2,STN-03,B,SUP-147,SUP-130,TL-028,85C,72 lb-ft,4.5 bar,2.24,1.21,FAIL
M10059,MA1A**********059,GA-2,STN-03,B,SUP-147,SUP-130,TL-028,40 C,45 Nm,5.2 bar,1.76,3.35,FAIL
M10059,MA1A**********059,GA-2,STN-03,B,SUP-147,SUP-130,TL-028,35 C,50 Nm,65 psi,6.54,3.94,FAIL
M11059,MA1A**********059,GA-2,STN-04,C,SUP-182,SUP-179,TL-018,95 F,Unknown,72 psi,5.89,5.05,PASS
M8059,MA1A**********059,GA-2,STN-05,NAN,SUP-101,SUP-090,TL-064,85C,50 Nm,5.2 bar,0.78,4.54,FAIL
M10060,MA1A**********060,GA-2,STN-01,NAN,SUP-051,SUP-090,TL-053,104 F,45 Nm,65 psi,8.41,6.52,Unknown
M10060,MA1A**********060,GA-2,STN-01,NAN,SUP-051,SUP-090,TL-053,85C,72 lb-ft,72 psi,4.53,0.89,Unknown
M7060,MA1A**********060,PAINT-1,STN-03,NAN,SUP-018,SUP-114,TL-045,85C,Unknown,4.5 bar,4.4,5.24,Unknown
M7060,MA1A**********060,PAINT-1,STN-03,NAN,SUP-018,SUP-114,TL-045,104 F,72 lb-ft,5.2 bar,5.94,2.19,Unknown
M7060,MA1A**********060,PAINT-1,STN-03,NAN,SUP-018,SUP-114,TL-045,35 C,60Nm,65 psi,6.98,4.38,Unknown
M8060,MA1A**********060,PAINT-1,STN-03,A,SUP-083,SUP-030,TL-004,104 F,35 lb-ft,4.5 bar,8.09,4.86,Unknown
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,85C,60Nm,4.5 bar,2.57,4.72,FAIL
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,85C,60Nm,4.5 bar,2.57,4.72,PASS
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,104 F,60Nm,4.5 bar,4.92,1.67,FAIL
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,104 F,60Nm,4.5 bar,4.92,1.67,PASS
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,35 C,45 Nm,65 psi,4.21,4.88,FAIL
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,35 C,45 Nm,65 psi,4.21,4.88,PASS
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,40 C,72 lb-ft,5.2 bar,0.69,3.48,FAIL
M11060,MA1A**********060,TRIM-1,STN-03,C,SUP-062,SUP-162,TL-095,40 C,72 lb-ft,5.2 bar,0.69,3.48,PASS
M9060,MA1A**********060,TRIM-1,STN-05,B,SUP-146,SUP-148,TL-053,95 F,45 Nm,4.5 bar,6.01,6.96,FAIL
M9060,MA1A**********060,TRIM-1,STN-05,B,SUP-146,SUP-148,TL-053,95 F,45 Nm,4.5 bar,6.01,6.96,PASS
M7061,MA1A**********061,PAINT-1,STN-01,C,SUP-067,SUP-196,TL-075,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M8061,MA1A**********061,PAINT-1,STN-03,C,SUP-190,SUP-162,TL-004,Unknown,60Nm,65 psi,3.54,7.06,Unknown
M11061,MA1A**********061,PAINT-1,STN-04,C,SUP-177,SUP-147,TL-083,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M11061,MA1A**********061,PAINT-1,STN-04,C,SUP-177,SUP-147,TL-083,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M9061,MA1A**********061,TRIM-1,STN-05,C,SUP-100,SUP-111,TL-091,40 C,45 Nm,65 psi,1.74,5.29,Unknown
M9061,MA1A**********061,TRIM-1,STN-05,C,SUP-100,SUP-111,TL-091,95 F,60Nm,65 psi,2.11,0.77,Unknown
M9061,MA1A**********061,TRIM-1,STN-05,C,SUP-100,SUP-111,TL-091,95 F,60Nm,65 psi,7.05,2.41,Unknown
M9061,MA1A**********061,TRIM-1,STN-05,C,SUP-100,SUP-111,TL-091,Unknown,Unknown,72 psi,4.67,4.37,Unknown
M10061,MA1A**********061,GA-1,STN-05,NAN,SUP-032,SUP-124,TL-999,Unknown,72 lb-ft,65 psi,4.19,4.89,FAIL
M9062,MA1A**********062,TRIM-1,STN-03,C,SUP-061,SUP-016,TL-070,85C,60Nm,5.2 bar,3.06,3.23,Unknown
M9062,MA1A**********062,TRIM-1,STN-03,C,SUP-061,SUP-016,TL-070,40 C,Unknown,4.5 bar,7.47,3.31,Unknown
M8062,MA1A**********062,GA-1,STN-04,A,SUP-092,SUP-004,TL-045,104 F,45 Nm,65 psi,4.04,4.18,Unknown
M8062,MA1A**********062,GA-1,STN-04,A,SUP-092,SUP-004,TL-045,95 F,50 Nm,5.2 bar,6.36,5.91,Unknown
M8062,MA1A**********062,GA-1,STN-04,A,SUP-092,SUP-004,TL-045,104 F,60Nm,72 psi,7.68,7.65,Unknown
M10062,MA1A**********062,GA-1,STN-04,NAN,SUP-110,SUP-114,TL-100,35 C,Unknown,5.2 bar,1.89,4.0,Unknown
M7062,MA1A**********062,GA-1,STN-05,A,SUP-089,SUP-147,TL-056,35 C,Unknown,72 psi,0.41,0.71,FAIL
M7062,MA1A**********062,GA-1,STN-05,A,SUP-089,SUP-147,TL-056,104 F,72 lb-ft,72 psi,3.02,4.36,FAIL
M7062,MA1A**********062,GA-1,STN-05,A,SUP-089,SUP-147,TL-056,95 F,Unknown,65 psi,6.95,4.36,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,104 F,45 Nm,72 psi,1.4,5.96,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,104 F,45 Nm,72 psi,1.4,5.96,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,95 F,35 lb-ft,72 psi,2.87,6.66,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,95 F,35 lb-ft,72 psi,2.87,6.66,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,35 C,Unknown,4.5 bar,6.24,7.5,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,35 C,Unknown,4.5 bar,6.24,7.5,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,95 F,50 Nm,5.2 bar,4.72,5.56,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,95 F,50 Nm,5.2 bar,4.72,5.56,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,104 F,60Nm,4.5 bar,3.34,3.36,FAIL
M11062,MA1A**********062,TRIM-1,STN-05,NAN,SUP-153,SUP-153,TL-053,104 F,60Nm,4.5 bar,3.34,3.36,FAIL
