Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Availability,Performance,Quality,OEE,OEE (%)
M7337,MA1AB100000000337,WO10337,Hatch Z,GA-1,STN-02,2026-03-01 13:01,ENG-1105,SUP-018,EMP151,TL-077,A,Valid,MC-103,480,458,22,0.87,599,14,585,0.9541666666666667,1.1378384279475982,0.9766277128547579,1.0603125,106.03
M7338,MA1AB100000000338,WO10338,SUV Pro,GA-1,STN-02,2026-03-01 13:02,ENG-1379,SUP-012,EMP305,TL-057,B,Valid,MC-104,480,466,14,0.94,458,13,445,0.9708333333333333,0.923862660944206,0.9716157205240175,0.8714583333333333,87.15
M7339,MA1AB100000000339,WO10339,Hatch Z,GA-2,Stn-03,2026-03-01 13:03,ENG-1442,SUP-199,EMP128,TL-018,C,Valid,MC-105,480,461,19,1.17,530,12,518,0.9604166666666667,1.3451193058568327,0.9773584905660377,1.2626249999999999,126.26
M7340,MA1AB100000000340,WO10340,Sedan X,PAINT-1,STN-05,2026-03-01 13:05,ENG-1306,SUP-198,EMP264,TL-031,C,Valid,MC-101,480,469,11,0.92,596,4,592,0.9770833333333333,1.1691257995735609,0.9932885906040269,1.1346666666666667,113.47
M7341,MA1AB100000000341,WO10341,Sedan X,GA-2,STN-04,2026-03-01 13:06,ENG-1153,SUP-071,EMP131,TL-072,B,Valid,MC-102,480,470,10,1.19,481,11,470,0.9791666666666666,1.2178510638297873,0.9771309771309772,1.1652083333333332,116.52
M7342,MA1AB100000000342,WO10342,Hatch Z,TRIM-1,STN-05,2026-03-01 13:07,ENG-1253,SUP-013,EMP276,TL-083,,Valid,MC-103,480,444,36,1.03,530,6,524,0.925,1.2295045045045045,0.9886792452830189,1.1244166666666668,112.44
M7343,MA1AB100000000343,WO10343,Hatch Z,PAINT-1, stn-05 ,2026-03-01 13:08,ENG-1213,SUP-105,EMP176,TL-039,,Valid,MC-104,480,450,30,0.95,528,0,528,0.9375,1.1146666666666667,1.0,1.045,104.5
M7344,MA1AB100000000344,WO10344,Sedan X,TRIM-1,STN-02,2026-03-01 13:10,ENG-1434,SUP-058,EMP253,TL-091,B,Valid,MC-105,480,434,46,0.84,524,1,523,0.9041666666666667,1.0141935483870967,0.9980916030534351,0.9152499999999999,91.52
M7345,MA1AB100000000345,WO10345,SUV Pro,GA-1,STN-05,2026-03-01 13:11,ENG-1211,SUP-107,EMP385,TL-068,B,Valid,MC-101,480,480,0,0.92,573,7,566,1.0,1.09825,0.987783595113438,1.0848333333333333,108.48
M7346,MA1AB100000000346,WO10346,SUV Pro,GA-2,STN-03,2026/03/01 13:12,ENG-1104,SUP-085,EMP140,TL-058,C,Valid,MC-102,480,434,46,1.15,481,10,471,0.9041666666666667,1.2745391705069125,0.9792099792099792,1.1284375,112.84
M7347,MA1AB100000000347,WO10347,Sedan X,GA-2,STN-01,2026-03-01 13:13,ENG-1137,SUP-097,EMP120,TL-010,B,Valid,MC-103,480,443,37,0.85,509,5,504,0.9229166666666667,0.9766365688487584,0.9901768172888016,0.8925000000000001,89.25
M7348,MA1AB100000000348,WO10348,Hatch Z,GA-2,STN-04,2026-03-01 13:15,ENG-1106,SUP-086,EMP255,TL-002,B,Valid,MC-104,480,438,42,1.11,570,12,558,0.9125,1.4445205479452057,0.9789473684210527,1.2903750000000003,129.04
M7349,MA1AB100000000349,WO10349,Sedan X,GA-1, stn-05 ,2026-03-01 13:16,ENG-1386,SUP-123,EMP224,TL-090,B,Valid,MC-105,480,443,37,0.94,597,0,597,0.9229166666666667,1.2667720090293453,1.0,1.169125,116.91
M7350,MA1AB100000000350,WO10350,SUV Pro,GA-2,STN-05,2026-03-01 13:17,ENG-1164,SUP-199,EMP244,TL-049,,Valid,MC-101,480,475,5,0.91,482,2,480,0.9895833333333334,0.9234105263157895,0.995850622406639,0.91,91.0
M7351,MA1AB100000000351,WO10351,Hatch Z,PAINT-1,STN-03,2026-03-01 13:18,ENG-1133,SUP-093,EMP362,TL-064,,Valid,MC-102,480,433,47,0.98,502,10,492,0.9020833333333333,1.1361662817551963,0.9800796812749004,1.0045,100.45
M7352,MA1AB100000000352,WO10352,Sedan X,TRIM-1,Stn-03,2026-03-01 13:20,ENG-1429,SUP-082,EMP204,TL-048,C,Valid,MC-103,480,438,42,1.07,574,5,569,0.9125,1.4022374429223745,0.9912891986062717,1.2683958333333334,126.84
M7353,MA1AB100000000353,WO10353,SUV Pro,GA-1,STN-05,2026-03-01 13:21,ENG-1442,SUP-057,EMP174,TL-003,C,Valid,MC-104,480,473,7,0.94,556,9,547,0.9854166666666667,1.1049471458773783,0.9838129496402878,1.0712083333333333,107.12
M7354,MA1AB100000000354,WO10354,Hatch Z,TRIM-1,STN-03,2026-03-01 13:22,ENG-1078,SUP-051,EMP268,TL-030,,Valid,MC-105,480,438,42,0.91,504,7,497,0.9125,1.047123287671233,0.9861111111111112,0.9422291666666668,94.22
M7355,MA1AB100000000355,WO10355,Hatch Z,GA-2,STN-04,2026-03-01 13:23,ENG-1281,SUP-168,EMP272,TL-033,,Valid,MC-101,480,464,16,1.12,503,8,495,0.9666666666666667,1.2141379310344829,0.9840954274353877,1.1550000000000002,115.5
M7356,MA1AB100000000356,WO10356,Hatch Z,TRIM-1,STN-04,2026-03-01 13:25,ENG-1086,SUP-188,EMP280,TL-022,B,Valid,MC-102,480,451,29,1.01,469,0,469,0.9395833333333333,1.050310421286031,1.0,0.9868541666666667,98.69
M7357,MA1AB100000000357,WO10357,Hatch Z,TRIM-1,STN-02,2026-03-01 13:26,ENG-1469,SUP-139,EMP130,TL-068,A,Valid,MC-103,480,447,33,1.17,583,14,569,0.93125,1.5259731543624162,0.9759862778730704,1.3869375000000002,138.69
M7358,MA1AB100000000358,WO10358,Sedan X,GA-1,Stn-03,2026-03-01 13:27,ENG-1003,SUP-106,EMP170,TL-081,B,Valid,MC-104,480,441,39,0.86,455,10,445,0.91875,0.8873015873015874,0.978021978021978,0.7972916666666666,79.73
M7359,MA1AB100000000359,WO10359,Sedan X,GA-2,STN-01,2026-03-01 13:28,ENG-1111,SUP-130,EMP333,TL-048,A,Valid,MC-105,480,478,2,1.1,505,6,499,0.9958333333333333,1.1621338912133892,0.9881188118811881,1.143541666666667,114.35
M7360,MA1AB100000000360,WO10360,Hatch Z,TRIM-1, stn-05 ,2026-03-01 13:30,ENG-1249,SUP-005,EMP103,TL-069,,Valid,MC-101,480,454,26,0.96,468,7,461,0.9458333333333333,0.9896035242290748,0.9850427350427351,0.922,92.2
M7361,MA1AB100000000361,WO10361,Sedan X,GA-1,STN-05,2026-03-01 13:31,ENG-1369,SUP-071,EMP374,TL-037,A,Valid,MC-102,480,443,37,0.82,574,0,574,0.9229166666666667,1.0624830699774266,1.0,0.9805833333333334,98.06
M7362,MA1AB100000000362,WO10362,Hatch Z,TRIM-1,Stn-03,2026-03-01 13:32,ENG-1481,SUP-046,EMP154,TL-013,B,Valid,MC-103,480,431,49,0.98,503,11,492,0.8979166666666667,1.1437122969837588,0.9781312127236581,1.0045000000000002,100.45
M7363,MA1AB100000000363,WO10363,Sedan X,GA-2,STN-05,2026-03-01 13:33,ENG-1269,SUP-065,EMP281,TL-035,,Valid,MC-104,480,478,2,1.09,486,3,483,0.9958333333333333,1.1082426778242678,0.9938271604938271,1.0968125,109.68
M7364,MA1AB100000000364,WO10364,Sedan X,PAINT-1,STN-04,2026-03-01 13:35,ENG-1235,SUP-145,EMP224,TL-090,B,Valid,MC-105,480,455,25,0.96,531,9,522,0.9479166666666666,1.1203516483516482,0.9830508474576272,1.0439999999999998,104.4
M7365,MA1AB100000000365,WO10365,SUV Pro,GA-1, stn-05 ,2026-03-01 13:36,ENG-1439,SUP-167,EMP116,TL-012,,Valid,MC-101,480,466,14,0.9,482,5,477,0.9708333333333333,0.9309012875536481,0.9896265560165975,0.894375,89.44
M7366,MA1AB100000000366,WO10366,SUV Pro,TRIM-1,STN-05,2026-03-01 13:37,ENG-1243,SUP-015,EMP104,TL-090,B,Valid,MC-102,480,439,41,0.98,451,6,445,0.9145833333333333,1.0067881548974944,0.9866962305986696,0.9085416666666667,90.85
M7367,MA1AB100000000367,WO10367,Sedan X,TRIM-1,Stn-03,2026-03-01 13:38,ENG-1222,SUP-166,EMP269,TL-073,A,Valid,MC-103,480,437,43,1.04,569,1,568,0.9104166666666667,1.354141876430206,0.9982425307557118,1.2306666666666668,123.07
M7368,MA1AB100000000368,WO10368,Hatch Z,GA-1,STN-02,2026-03-01 13:40,ENG-1108,SUP-178,EMP390,TL-061,C,Valid,MC-104,480,476,4,1.2,474,4,470,0.9916666666666667,1.1949579831932773,0.9915611814345991,1.175,117.5
M7369,MA1AB100000000369,WO10369,Sedan X,GA-1, stn-05 ,2026-03-01 13:41,ENG-1473,SUP-072,EMP378,TL-073,A,Valid,MC-105,480,453,27,1.14,594,5,589,0.94375,1.4948344370860926,0.9915824915824916,1.3988749999999999,139.89
M7370,MA1AB100000000370,WO10370,Sedan X,PAINT-1,STN-01,2026-03-01 13:42,ENG-1492,SUP-054,EMP173,TL-097,,Valid,MC-101,480,451,29,1.15,487,8,479,0.9395833333333333,1.2417960088691795,0.9835728952772074,1.1476041666666665,114.76
M7371,MA1AB100000000371,WO10371,Sedan X,PAINT-1,STN-02,2026-03-01 13:43,ENG-1288,SUP-062,EMP390,TL-050,C,Valid,MC-102,480,458,22,1.14,599,8,591,0.9541666666666667,1.4909606986899562,0.986644407345576,1.4036250000000001,140.36
M7372,MA1AB100000000372,WO10372,SUV Pro,GA-2,Stn-03,2026-03-01 13:45,ENG-1352,SUP-186,EMP140,TL-065,C,Valid,MC-103,480,467,13,0.85,538,7,531,0.9729166666666667,0.9792291220556746,0.9869888475836431,0.9403125000000001,94.03
M7373,MA1AB100000000373,WO10373,Sedan X,GA-1,STN-04,2026-03-01 13:46,ENG-1118,SUP-020,EMP274,TL-078,,Valid,MC-104,480,435,45,1.01,464,8,456,0.90625,1.0773333333333333,0.9827586206896551,0.9594999999999999,95.95
M7374,MA1AB100000000374,WO10374,SUV Pro,GA-1, stn-05 ,2026-03-01 13:47,ENG-1139,SUP-116,EMP351,TL-030,C,Valid,MC-105,480,435,45,1.02,544,5,539,0.90625,1.2755862068965518,0.9908088235294118,1.1453750000000003,114.54
M7375,MA1AB100000000375,WO10375,Hatch Z,TRIM-1,STN-04,2026-03-01 13:48,ENG-1095,SUP-175,EMP399,TL-085,,Valid,MC-101,480,443,37,1.08,494,0,494,0.9229166666666667,1.204334085778781,1.0,1.1115,111.15
M7376,MA1AB100000000376,WO10376,Sedan X,PAINT-1,Stn-03,2026-03-01 13:50,ENG-1126,SUP-183,EMP137,TL-011,C,Valid,MC-102,480,441,39,1.06,547,7,540,0.91875,1.3147845804988663,0.9872029250457038,1.1925,119.25
M7377,MA1AB100000000377,WO10377,Sedan X,TRIM-1, stn-05 ,2026-03-01 13:51,ENG-1401,SUP-163,EMP178,TL-095,,Valid,MC-103,480,452,28,0.81,561,9,552,0.9416666666666667,1.0053318584070796,0.983957219251337,0.9315,93.15
M7378,MA1AB100000000378,WO10378,SUV Pro,PAINT-1,STN-01,2026-03-01 13:52,ENG-1046,SUP-002,EMP257,TL-057,C,Valid,MC-104,480,441,39,1.08,522,2,520,0.91875,1.2783673469387755,0.9961685823754789,1.17,117.0
M7379,MA1AB100000000379,WO10379,SUV Pro,GA-1,STN-02,2026-03-01 13:53,ENG-1044,SUP-048,EMP320,TL-058,,Valid,MC-105,480,478,2,1.01,525,15,510,0.9958333333333333,1.1093096234309623,0.9714285714285714,1.073125,107.31
M7380,MA1AB100000000380,WO10380,Sedan X,GA-1,STN-01,2026-03-01 13:55,ENG-1181,SUP-142,EMP147,TL-077,C,Valid,MC-101,480,474,6,0.88,474,10,464,0.9875,0.88,0.9789029535864979,0.8506666666666667,85.07
M7381,MA1AB100000000381,WO10381,SUV Pro,GA-1,STN-03,2026-03-01 13:56,ENG-1211,SUP-100,EMP143,TL-093,B,Valid,MC-102,480,479,1,1.12,508,15,493,0.9979166666666667,1.1878079331941547,0.9704724409448819,1.1503333333333337,115.03
M7382,MA1AB100000000382,WO10382,Hatch Z,GA-2, stn-05 ,2026-03-01 13:57,ENG-1194,SUP-044,EMP171,TL-035,C,Valid,MC-103,480,447,33,0.95,483,12,471,0.93125,1.0265100671140939,0.9751552795031055,0.9321875,93.22
M7383,MA1AB100000000383,WO10383,SUV Pro,TRIM-1,STN-02,2026-03-01 13:58,ENG-1032,SUP-043,EMP322,TL-036,,Valid,MC-104,480,467,13,0.87,488,2,486,0.9729166666666667,0.9091220556745182,0.9959016393442623,0.880875,88.09
M7384,MA1AB100000000384,WO10384,SUV Pro,TRIM-1,Stn-03,2026-03-01 14:00,ENG-1039,SUP-093,EMP228,TL-032,,Valid,MC-105,480,432,48,1.08,476,15,461,0.9,1.1900000000000002,0.9684873949579832,1.0372500000000002,103.73
M7385,MA1AB100000000385,WO10385,Hatch Z,GA-2,STN-04,2026-03-01 14:01,ENG-1054,SUP-035,EMP255,TL-001,,Valid,MC-101,480,458,22,1.07,578,8,570,0.9541666666666667,1.350349344978166,0.986159169550173,1.2706250000000001,127.06
M7386,MA1AB100000000386,WO10386,SUV Pro,TRIM-1,Stn-03,2026-03-01 14:02,ENG-1441,SUP-085,EMP325,TL-043,,Valid,MC-102,480,439,41,1.03,516,8,508,0.9145833333333333,1.2106605922551252,0.9844961240310077,1.090083333333333,109.01
M7387,MA1AB100000000387,WO10387,Hatch Z,GA-2,STN-03,2026-03-01 14:03,ENG-1164,SUP-155,EMP202,TL-062,C,Valid,MC-103,480,461,19,1.08,559,12,547,0.9604166666666667,1.309587852494577,0.9785330948121646,1.2307499999999998,123.07
M7388,MA1AB100000000388,WO10388,Sedan X,TRIM-1,STN-03,2026-03-01 14:05,ENG-1149,SUP-189,EMP351,TL-074,B,Valid,MC-104,480,448,32,0.89,582,12,570,0.9333333333333333,1.1562053571428572,0.979381443298969,1.056875,105.69
M7389,MA1AB100000000389,WO10389,SUV Pro,TRIM-1,STN-03,2026-03-01 14:06,ENG-1418,SUP-101,EMP286,TL-015,B,Valid,MC-105,480,459,21,1.03,491,8,483,0.95625,1.1018082788671024,0.9837067209775967,1.0364375,103.64
M7390,MA1AB100000000390,WO10390,Hatch Z,GA-2, stn-05 ,2026-03-01 14:07,ENG-1393,SUP-141,EMP113,TL-094,,Valid,MC-101,480,457,23,1.09,556,15,541,0.9520833333333333,1.3261269146608317,0.9730215827338129,1.2285208333333333,122.85
M7391,MA1AB100000000391,WO10391,Hatch Z,GA-2,STN-04,2026-03-01 14:08,ENG-1408,SUP-075,EMP135,TL-053,,Valid,MC-102,480,441,39,0.91,482,12,470,0.91875,0.9946031746031746,0.975103734439834,0.8910416666666666,89.1
M7392,MA1AB100000000392,WO10392,Sedan X,PAINT-1,STN-02,2026-03-01 14:10,ENG-1129,SUP-169,EMP178,TL-092,,Valid,MC-103,480,434,46,0.88,468,3,465,0.9041666666666667,0.9489400921658986,0.9935897435897436,0.8525,85.25
M7393,MA1AB100000000393,WO10393,SUV Pro,GA-1,STN-04,2026-03-01 14:11,ENG-1306,SUP-123,EMP398,TL-052,,Valid,MC-104,480,469,11,1.17,521,2,519,0.9770833333333333,1.2997228144989337,0.9961612284069098,1.2650624999999998,126.51
M7394,MA1AB100000000394,WO10394,Hatch Z,GA-1,Stn-03,2026-03-01 14:12,ENG-1495,SUP-093,EMP374,TL-077,A,Valid,MC-105,480,464,16,0.91,454,11,443,0.9666666666666667,0.8903879310344828,0.9757709251101322,0.8398541666666667,83.99
M7395,MA1AB100000000395,WO10395,Sedan X,GA-2, stn-05 ,2026-03-01 14:13,ENG-1340,SUP-091,EMP185,TL-083,A,Valid,MC-101,480,447,33,1.01,551,9,542,0.93125,1.2449888143176733,0.9836660617059891,1.1404583333333331,114.05
M7396,MA1AB100000000396,WO10396,Hatch Z,TRIM-1,Stn-03,2026-03-01 14:15,ENG-1169,SUP-111,EMP154,TL-002,A,Valid,MC-102,480,440,40,1.11,510,0,510,0.9166666666666666,1.2865909090909091,1.0,1.179375,117.94
M7397,MA1AB100000000397,WO10397,SUV Pro,GA-2,STN-05,2026-03-01 14:16,ENG-1382,SUP-133,EMP385,TL-075,B,Valid,MC-103,480,433,47,1.07,474,14,460,0.9020833333333333,1.1713163972286373,0.9704641350210971,1.0254166666666666,102.54
M7398,MA1AB100000000398,WO10398,SUV Pro,PAINT-1,STN-04,2026-03-01 14:17,ENG-1237,SUP-198,EMP356,TL-020,C,Valid,MC-104,480,465,15,0.83,594,8,586,0.96875,1.060258064516129,0.9865319865319865,1.0132916666666667,101.33
M7399,MA1AB100000000399,WO10399,Sedan X,TRIM-1,STN-01,2026-03-01 14:18,ENG-1151,SUP-107,EMP143,TL-015,B,Valid,MC-105,480,474,6,1.17,532,2,530,0.9875,1.3131645569620252,0.9962406015037594,1.2918749999999999,129.19
M7400,MA1AB100000000400,WO10400,SUV Pro,PAINT-1,STN-03,2026-03-01 14:20,ENG-1233,SUP-053,EMP366,TL-062,C,Valid,MC-101,480,462,18,1.05,473,12,461,0.9625,1.0750000000000002,0.9746300211416491,1.0084375000000003,100.84
M7401,MA1AB100000000401,WO10401,SUV Pro,GA-1,STN-04,2026-03-01 14:21,ENG-1369,SUP-179,EMP331,TL-041,A,Valid,MC-102,480,454,26,0.92,536,3,533,0.9458333333333333,1.0861674008810573,0.9944029850746269,1.0215833333333335,102.16
M7402,MA1AB100000000402,WO10402,SUV Pro,GA-1,Stn-03,2026-03-01 14:22,ENG-1363,SUP-030,EMP111,TL-044,A,Valid,MC-103,480,447,33,1.11,503,3,500,0.93125,1.2490604026845638,0.9940357852882704,1.15625,115.62
M7403,MA1AB100000000403,WO10403,Hatch Z,GA-2, stn-05 ,2026-03-01 14:23,ENG-1124,SUP-133,EMP189,TL-071,B,Valid,MC-104,480,465,15,0.92,594,1,593,0.96875,1.175225806451613,0.9983164983164983,1.1365833333333333,113.66
M7404,MA1AB100000000404,WO10404,SUV Pro,TRIM-1,STN-04,2026-03-01 14:25,ENG-1118,SUP-104,EMP194,TL-024,,Valid,MC-105,480,460,20,0.92,491,1,490,0.9583333333333334,0.9820000000000001,0.9979633401221996,0.9391666666666668,93.92
M7405,MA1AB100000000405,WO10405,SUV Pro,GA-1, stn-05 ,2026-03-01 14:26,ENG-1314,SUP-051,EMP330,TL-076,,Valid,MC-101,480,454,26,1.05,456,13,443,0.9458333333333333,1.0546255506607929,0.9714912280701754,0.9690624999999999,96.91
M7406,MA1AB100000000406,WO10406,SUV Pro,GA-1, stn-05 ,2026-03-01 14:27,ENG-1109,SUP-053,EMP242,TL-097,A,Valid,MC-102,480,430,50,0.85,502,9,493,0.8958333333333334,0.9923255813953488,0.9820717131474104,0.8730208333333334,87.3
M7407,MA1AB100000000407,WO10407,Hatch Z,GA-1,Stn-03,2026-03-01 14:28,ENG-1446,SUP-138,EMP195,TL-047,C,Valid,MC-103,480,451,29,0.99,513,4,509,0.9395833333333333,1.1260975609756099,0.9922027290448343,1.0498125,104.98
M7408,MA1AB100000000408,WO10408,Sedan X,TRIM-1,STN-01,2026-03-01 14:30,ENG-1134,SUP-172,EMP350,TL-068,C,Valid,MC-104,480,454,26,0.95,527,6,521,0.9458333333333333,1.1027533039647577,0.9886148007590133,1.0311458333333334,103.11
M7409,MA1AB100000000409,WO10409,Hatch Z,TRIM-1,STN-05,2026-03-01 14:31,ENG-1200,SUP-151,EMP158,TL-045,C,Valid,MC-105,480,449,31,0.86,478,9,469,0.9354166666666667,0.9155456570155902,0.9811715481171548,0.8402916666666667,84.03
M7410,MA1AB100000000410,WO10410,SUV Pro,GA-2,Stn-03,2026-03-01 14:32,ENG-1344,SUP-181,EMP252,TL-079,A,Valid,MC-101,480,457,23,1.01,504,5,499,0.9520833333333333,1.1138730853391685,0.9900793650793651,1.0499791666666667,105.0
M7411,MA1AB100000000411,WO10411,Hatch Z,GA-2,STN-03,2026-03-01 14:33,ENG-1060,SUP-062,EMP256,TL-015,B,Valid,MC-102,480,446,34,0.94,451,5,446,0.9291666666666667,0.9505381165919282,0.9889135254988913,0.8734166666666667,87.34
M7412,MA1AB100000000412,WO10412,SUV Pro,GA-2,STN-05,2026-03-01 14:35,ENG-1198,SUP-108,EMP170,TL-074,,Valid,MC-103,480,470,10,0.88,471,13,458,0.9791666666666666,0.881872340425532,0.9723991507430998,0.8396666666666667,83.97
M7413,MA1AB100000000413,WO10413,SUV Pro,GA-2,STN-04,2026-03-01 14:36,ENG-1325,SUP-138,EMP188,TL-072,B,Valid,MC-104,480,440,40,1.11,516,10,506,0.9166666666666666,1.301727272727273,0.9806201550387597,1.1701250000000003,117.01
M7414,MA1AB100000000414,WO10414,SUV Pro,PAINT-1,STN-02,2026-03-01 14:37,ENG-1095,SUP-081,EMP330,TL-080,A,Valid,MC-105,480,441,39,1.08,596,10,586,0.91875,1.459591836734694,0.9832214765100671,1.3185000000000002,131.85
M7415,MA1AB100000000415,WO10415,SUV Pro,GA-1,STN-04,2026-03-01 14:38,ENG-1069,SUP-050,EMP296,TL-072,,Valid,MC-101,480,437,43,0.96,501,1,500,0.9104166666666667,1.100594965675057,0.998003992015968,0.9999999999999998,100.0
M7416,MA1AB100000000416,WO10416,SUV Pro,TRIM-1,STN-04,2026-03-01 14:40,ENG-1363,SUP-114,EMP350,TL-022,A,Valid,MC-102,480,470,10,0.87,533,8,525,0.9791666666666666,0.9866170212765957,0.9849906191369606,0.9515625,95.16
M7417,MA1AB100000000417,WO10417,Hatch Z,GA-1,Stn-03,2026-03-01 14:41,ENG-1389,SUP-057,EMP249,TL-005,C,Valid,MC-103,480,463,17,0.82,555,13,542,0.9645833333333333,0.9829373650107991,0.9765765765765766,0.9259166666666667,92.59
M7418,MA1AB100000000418,WO10418,Sedan X,PAINT-1,STN-02,2026-03-01 14:42,ENG-1399,SUP-118,EMP389,TL-096,,Valid,MC-104,480,446,34,1.02,468,6,462,0.9291666666666667,1.0703139013452916,0.9871794871794872,0.9817500000000002,98.18
M7419,MA1AB100000000419,WO10419,Hatch Z,GA-1,STN-05,2026-03-01 14:43,ENG-1058,SUP-069,EMP378,TL-047,A,Valid,MC-105,480,450,30,1.07,537,4,533,0.9375,1.2768666666666668,0.9925512104283054,1.1881458333333335,118.81
M7420,MA1AB100000000420,WO10420,Hatch Z,TRIM-1,STN-05,2026-03-01 14:45,ENG-1111,SUP-109,EMP152,TL-095,B,Valid,MC-101,480,478,2,1.06,458,4,454,0.9958333333333333,1.0156485355648537,0.9912663755458515,1.0025833333333336,100.26
M7421,MA1AB100000000421,WO10421,SUV Pro,GA-1,STN-04,2026-03-01 14:46,ENG-1134,SUP-090,EMP144,TL-057,A,Valid,MC-102,480,463,17,0.97,496,8,488,0.9645833333333333,1.0391360691144709,0.9838709677419355,0.9861666666666666,98.62
M7422,MA1AB100000000422,WO10422,Sedan X,GA-2,Stn-03,2026-03-01 14:70,ENG-1377,SUP-151,EMP279,TL-091,,Valid,MC-103,480,439,41,0.88,578,1,577,0.9145833333333333,1.158633257403189,0.9982698961937716,1.0578333333333332,105.78
M7423,MA1AB100000000423,WO10423,Sedan X,GA-2,Stn-03,2026-03-01 14:48,ENG-1105,SUP-053,EMP130,TL-073,C,Valid,MC-104,480,448,32,0.97,470,4,466,0.9333333333333333,1.0176339285714284,0.9914893617021276,0.9417083333333333,94.17
M7424,MA1AB100000000424,WO10424,Hatch Z,PAINT-1,STN-05,2026-03-01 14:50,ENG-1275,SUP-044,EMP265,TL-091,C,Valid,MC-105,480,440,40,0.99,536,13,523,0.9166666666666666,1.206,0.9757462686567164,1.0786875,107.87
M7425,MA1AB100000000425,WO10425,SUV Pro,PAINT-1,Stn-03,2026-03-01 14:51,ENG-1263,SUP-174,EMP148,TL-018,,Valid,MC-101,480,444,36,1.09,541,11,530,0.925,1.3281306306306309,0.9796672828096118,1.2035416666666667,120.35
M7426,MA1AB100000000426,WO10426,Sedan X,PAINT-1,Stn-03,2026-03-01 14:52,ENG-1335,SUP-033,EMP167,TL-032,B,Valid,MC-102,480,475,5,1.04,487,3,484,0.9895833333333334,1.0662736842105263,0.9938398357289527,1.0486666666666666,104.87
M7427,MA1AB100000000427,WO10427,Hatch Z,PAINT-1,Stn-03,2026-03-01 14:53,ENG-1126,SUP-195,EMP301,TL-063,B,Valid,MC-103,480,439,41,0.92,500,13,487,0.9145833333333333,1.0478359908883828,0.974,0.9334166666666667,93.34
M7428,MA1AB100000000428,WO10428,Hatch Z,PAINT-1, stn-05 ,2026-03-01 14:55,ENG-1212,SUP-097,EMP331,TL-010,A,Valid,MC-104,480,476,4,0.86,543,13,530,0.9916666666666667,0.9810504201680673,0.9760589318600368,0.9495833333333334,94.96
M7429,MA1AB100000000429,WO10429,SUV Pro,PAINT-1, stn-05 ,2026-03-01 14:56,ENG-1479,SUP-095,EMP332,TL-063,C,Valid,MC-105,480,454,26,0.97,475,9,466,0.9458333333333333,1.0148678414096917,0.9810526315789474,0.9417083333333333,94.17
M7430,MA1AB100000000430,WO10430,Hatch Z,GA-1,Stn-03,2026-03-01 14:57,ENG-1396,SUP-188,EMP147,TL-094,,Valid,MC-101,480,457,23,1.14,462,15,447,0.9520833333333333,1.152472647702407,0.9675324675324676,1.0616249999999998,106.16
M7431,MA1AB100000000431,WO10431,Hatch Z,PAINT-1,Stn-03,2026-03-01 14:58,ENG-1032,SUP-137,EMP303,TL-028,,Valid,MC-102,480,454,26,0.93,480,4,476,0.9458333333333333,0.9832599118942732,0.9916666666666667,0.9222500000000001,92.22
M7432,MA1AB100000000432,WO10432,Sedan X,TRIM-1,STN-03,2026-03-01 15:00,ENG-1165,SUP-073,EMP272,TL-071,B,Valid,MC-103,480,471,9,0.93,552,10,542,0.98125,1.089936305732484,0.9818840579710145,1.050125,105.01
M7433,MA1AB100000000433,WO10433,Hatch Z,TRIM-1,Stn-03,2026-03-01 15:01,ENG-1175,SUP-175,EMP124,TL-006,A,Valid,MC-104,480,438,42,1.09,584,1,583,0.9125,1.4533333333333334,0.9982876712328768,1.3238958333333335,132.39
M7434,MA1AB100000000434,WO10434,Hatch Z,TRIM-1,STN-01,2026-03-01 15:02,ENG-1063,SUP-041,EMP325,TL-059,A,Valid,MC-105,480,454,26,1.1,456,0,456,0.9458333333333333,1.1048458149779736,1.0,1.045,104.5
M7435,MA1AB100000000435,WO10435,SUV Pro,GA-2, stn-05 ,2026-03-01 15:03,ENG-1001,SUP-034,EMP254,TL-021,C,Valid,MC-101,480,478,2,0.88,467,10,457,0.9958333333333333,0.8597489539748954,0.9785867237687366,0.8378333333333332,83.78
M7436,MA1AB100000000436,WO10436,Sedan X,PAINT-1,STN-03,2026-03-01 15:05,ENG-1042,SUP-096,EMP184,TL-007,,Valid,MC-102,480,456,24,1.15,599,2,597,0.95,1.5106359649122805,0.996661101836394,1.4303124999999997,143.03
M7437,MA1AB100000000437,WO10437,Hatch Z,PAINT-1, stn-05 ,2026-03-01 15:06,ENG-1358,SUP-194,EMP219,TL-055,A,Valid,MC-103,480,471,9,1.18,569,10,559,0.98125,1.42552016985138,0.9824253075571178,1.374208333333333,137.42
M7438,MA1AB100000000438,WO10438,Hatch Z,GA-1,STN-01,2026-03-01 15:07,ENG-1109,SUP-123,EMP139,TL-017,B,Valid,MC-104,480,472,8,1.18,575,2,573,0.9833333333333333,1.4375,0.9965217391304347,1.408625,140.86
