VIN,Total_Energy_kWh,Energy_per_Vehicle_kWh
MA1AB100000000738,12.969999999999999,12.969999999999999
MA1AB100000000739,2.15,2.15
MA1AB100000000740,0.0,0.0
MA1AB100000000741,5.81,5.81
MA1AB100000000742,12.51,12.51
MA1AB100000000743,4.390000000000001,4.390000000000001
MA1AB100000000744,10.92,10.92
MA1AB100000000745,0.0,0.0
MA1AB100000000746,21.23,21.23
MA1AB100000000747,15.95,15.95
MA1AB100000000748,5.75,5.75
MA1AB100000000749,1.65,1.65
MA1AB100000000750,15.09,15.09
MA1AB100000000751,0.0,0.0
MA1AB100000000752,14.61,14.61
MA1AB100000000753,5.74,5.74
MA1AB100000000754,7.87,7.87
MA1AB100000000755,6.13,6.13
MA1AB100000000756,15.73,15.73
MA1AB100000000757,5.77,5.77
MA1AB100000000758,1.77,1.77
MA1AB100000000759,0.0,0.0
MA1AB100000000760,12.98,12.98
MA1AB100000000761,11.399999999999999,11.399999999999999
MA1AB100000000762,0.0,0.0
MA1AB100000000763,0.0,0.0
MA1AB100000000764,0.0,0.0
MA1AB100000000765,6.44,6.44
MA1AB100000000766,4.4,4.4
MA1AB100000000767,6.33,6.33
MA1AB100000000768,9.7,9.7
MA1AB100000000769,0.81,0.81
MA1AB100000000770,8.51,8.51
MA1AB100000000771,2.18,2.18
MA1AB100000000772,0.0,0.0
MA1AB100000000773,6.92,6.92
MA1AB100000000774,12.36,12.36
MA1AB100000000775,22.03,22.03
MA1AB100000000776,0.0,0.0
MA1AB100000000777,7.63,7.63
MA1AB100000000778,2.9400000000000004,2.9400000000000004
MA1AB100000000779,13.13,13.13
MA1AB100000000780,6.57,6.57
MA1AB100000000781,0.0,0.0
MA1AB100000000782,4.36,4.36
MA1AB100000000783,10.92,10.92
MA1AB100000000784,6.13,6.13
MA1AB100000000785,4.06,4.06
MA1AB100000000786,22.669999999999998,22.669999999999998
MA1AB100000000787,9.29,9.29
MA1AB100000000788,4.46,4.46
MA1AB100000000789,8.399999999999999,8.399999999999999
MA1AB100000000790,2.09,2.09
MA1AB100000000791,10.02,10.02
MA1AB100000000792,1.19,1.19
MA1AB100000000793,2.24,2.24
MA1AB100000000794,0.78,0.78
MA1AB100000000795,2.17,2.17
MA1AB100000000796,0.0,0.0
MA1AB100000000797,6.57,6.57
MA1AB100000000798,0.0,0.0
MA1AB100000000799,3.14,3.14
MA1AB100000000800,2.51,2.51
MA1AB100000000801,11.3,11.3
MA1AB100000000802,13.91,13.91
MA1AB100000000803,4.720000000000001,4.720000000000001
MA1AB100000000804,4.05,4.05
MA1AB100000000805,12.39,12.39
MA1AB100000000806,33.6,33.6
MA1AB100000000807,15.0,15.0
MA1AB100000000808,0.69,0.69
MA1AB100000000809,26.03,26.03
MA1AB100000000810,0.0,0.0
MA1AB100000000811,10.84,10.84
MA1AB100000000812,8.290000000000001,8.290000000000001
MA1AB100000000813,0.0,0.0
MA1AB100000000814,11.52,11.52
MA1AB100000000815,2.61,2.61
MA1AB100000000816,17.490000000000002,17.490000000000002
MA1AB100000000817,3.6,3.6
MA1AB100000000818,13.850000000000001,13.850000000000001
MA1AB100000000819,5.35,5.35
MA1AB100000000820,10.31,10.31
MA1AB100000000821,1.88,1.88
MA1AB100000000822,8.32,8.32
MA1AB100000000823,19.25,19.25
MA1AB100000000824,0.0,0.0
MA1AB100000000825,0.95,0.95
MA1AB100000000826,10.76,10.76
MA1AB100000000827,1.27,1.27
MA1AB100000000828,7.529999999999999,7.529999999999999
MA1AB100000000829,18.02,18.02
MA1AB100000000830,6.42,6.42
MA1AB100000000831,6.75,6.75
MA1AB100000000832,8.09,8.09
MA1AB100000000833,3.42,3.42
MA1AB100000000834,6.7299999999999995,6.7299999999999995
MA1AB100000000835,4.28,4.28
MA1AB100000000836,13.350000000000001,13.350000000000001
MA1AB100000000837,14.33,14.33
MA1AB100000000838,0.0,0.0
MA1AB100000000839,5.82,5.82
MA1AB100000000840,1.74,1.74
MA1AB100000000841,6.21,6.21
MA1AB100000000842,13.94,13.94
MA1AB100000000843,14.16,14.16
MA1AB100000000844,7.08,7.08
MA1AB100000000845,9.61,9.61
MA1AB100000000846,0.0,0.0
MA1AB100000000847,7.95,7.95
MA1AB100000000848,0.0,0.0
MA1AB100000000849,0.0,0.0
MA1AB100000000850,6.89,6.89
MA1AB100000000851,0.0,0.0
MA1AB100000000852,5.48,5.48
MA1AB100000000853,2.86,2.86
MA1AB100000000854,15.41,15.41
MA1AB100000000855,7.38,7.38
MA1AB100000000856,32.77,32.77
MA1AB100000000857,3.3,3.3
MA1AB100000000858,16.43,16.43
MA1AB100000000859,12.04,12.04
MA1AB100000000860,15.95,15.95
MA1AB100000000861,19.31,19.31
MA1AB100000000862,5.27,5.27
MA1AB100000000863,10.39,10.39
MA1AB100000000864,7.800000000000001,7.800000000000001
MA1AB100000000865,7.98,7.98
MA1AB100000000866,8.68,8.68
MA1AB100000000867,10.61,10.61
MA1AB100000000868,24.439999999999998,24.439999999999998
MA1AB100000000869,1.88,1.88
MA1AB100000000870,5.47,5.47
MA1AB100000000871,5.09,5.09
MA1AB100000000872,13.06,13.06
MA1AB100000000873,9.43,9.43
MA1AB100000000874,19.77,19.77
MA1AB100000000875,6.92,6.92
MA1AB100000000876,7.540000000000001,7.540000000000001
MA1AB100000000877,9.58,9.58
MA1AB100000000878,0.0,0.0
MA1AB100000000879,11.05,11.05
MA1AB100000000880,2.83,2.83
MA1AB100000000881,12.32,12.32
MA1AB100000000882,10.190000000000001,10.190000000000001
MA1AB100000000883,17.85,17.85
MA1AB100000000884,5.470000000000001,5.470000000000001
MA1AB100000000885,10.14,10.14
MA1AB100000000886,7.32,7.32
MA1AB100000000887,3.28,3.28
MA1AB100000000888,11.67,11.67
MA1AB100000000889,14.0,14.0
MA1AB100000000890,0.0,0.0
MA1AB100000000891,0.0,0.0
MA1AB100000000892,9.87,9.87
MA1AB100000000893,9.290000000000001,9.290000000000001
MA1AB100000000894,1.0,1.0
MA1AB100000000895,19.5,19.5
MA1AB100000000896,3.6799999999999997,3.6799999999999997
MA1AB100000000897,11.84,11.84
MA1AB100000000898,16.62,16.62
MA1AB100000000899,7.37,7.37
MA1AB100000000900,15.760000000000002,15.760000000000002
MA1AB100000000901,0.0,0.0
MA1AB100000000902,31.04,31.04
MA1AB100000000903,8.17,8.17
MA1AB100000000904,14.48,14.48
MA1AB100000000905,8.68,8.68
MA1AB100000000906,9.15,9.15
MA1AB100000000907,15.44,15.44
MA1AB100000000908,18.310000000000002,18.310000000000002
MA1AB100000000909,10.43,10.43
MA1AB100000000910,14.39,14.39
MA1AB100000000911,0.0,0.0
MA1AB100000000912,10.91,10.91
MA1AB100000000913,4.93,4.93
MA1AB100000000914,7.36,7.36
MA1AB100000000915,23.66,23.66
MA1AB100000000916,11.32,11.32
MA1AB100000000917,7.79,7.79
MA1AB100000000918,5.51,5.51
MA1AB100000000919,0.0,0.0
MA1AB100000000920,9.83,9.83
MA1AB100000000921,6.46,6.46
MA1AB100000000922,4.71,4.71
MA1AB100000000923,13.12,13.12
MA1AB100000000924,2.06,2.06
MA1AB100000000925,0.0,0.0
MA1AB100000000926,13.31,13.31
MA1AB100000000927,0.0,0.0
MA1AB100000000928,15.73,15.73
MA1AB100000000929,6.8,6.8
MA1AB100000000930,3.23,3.23
MA1AB100000000931,7.55,7.55
MA1AB100000000932,5.55,5.55
MA1AB100000000933,9.7,9.7
MA1AB100000000934,15.86,15.86
MA1AB100000000935,5.14,5.14
MA1AB100000000936,13.64,13.64
MA1AB100000000937,10.9,10.9
MA1AB100000000938,6.789999999999999,6.789999999999999
MA1AB100000000939,5.550000000000001,5.550000000000001
MA1AB100000000940,18.76,18.76
MA1AB100000000941,5.49,5.49
MA1AB100000000942,15.5,15.5
MA1AB100000000943,7.470000000000001,7.470000000000001
MA1AB100000000944,8.48,8.48
MA1AB100000000945,9.26,9.26
MA1AB100000000946,17.490000000000002,17.490000000000002
MA1AB100000000947,8.940000000000001,8.940000000000001
MA1AB100000000948,9.0,9.0
MA1AB100000000949,5.54,5.54
MA1AB100000000950,25.14,25.14
MA1AB100000000951,1.07,1.07
MA1AB100000000952,0.0,0.0
MA1AB100000000953,11.21,11.21
MA1AB100000000954,0.0,0.0
MA1AB100000000955,17.6,17.6
MA1AB100000000956,14.92,14.92
MA1AB100000000957,0.0,0.0
MA1AB100000000958,0.0,0.0
MA1AB100000000959,6.64,6.64
MA1AB100000000960,8.12,8.12
MA1AB100000000961,9.86,9.86
MA1AB100000000962,19.32,19.32
MA1AB100000000963,7.55,7.55
MA1AB100000000964,0.0,0.0
MA1AB100000000965,6.1499999999999995,6.1499999999999995
MA1AB100000000966,10.09,10.09
MA1AB100000000967,5.96,5.96
MA1AB100000000968,14.56,14.56
MA1AB100000000969,20.12,20.12
MA1AB100000000970,17.89,17.89
MA1AB100000000971,6.1899999999999995,6.1899999999999995
MA1AB100000000972,13.079999999999998,13.079999999999998
MA1AB100000000973,10.9,10.9
MA1AB100000000974,8.42,8.42
MA1AB100000000975,25.37,25.37
MA1AB100000000976,6.640000000000001,6.640000000000001
MA1AB100000000977,16.58,16.58
MA1AB100000000978,15.84,15.84
MA1AB100000000979,5.57,5.57
MA1AB100000000980,9.82,9.82
MA1AB100000000981,19.17,19.17
MA1AB100000000982,2.34,2.34
MA1AB100000000983,12.11,12.11
MA1AB100000000984,13.27,13.27
MA1AB100000000985,12.22,12.22
MA1AB100000000986,0.0,0.0
MA1AB100000000987,18.869999999999997,18.869999999999997
MA1AB100000000988,2.0,2.0
MA1AB100000000989,13.92,13.92
MA1AB100000000990,3.98,3.98
MA1AB100000000991,24.55,24.55
MA1AB100000000992,7.96,7.96
MA1AB100000000993,0.75,0.75
MA1AB100000000994,7.970000000000001,7.970000000000001
MA1AB100000000995,9.52,9.52
MA1AB100000000996,4.85,4.85
MA1AB100000000997,19.82,19.82
MA1AB100000000998,2.04,2.04
MA1AB100000001000,4.58,4.58
MA1AB100000001001,6.63,6.63
MA1AB100000001002,5.48,5.48
MA1AB100000001003,9.629999999999999,9.629999999999999
MA1AB100000001004,3.52,3.52
MA1AB100000001005,6.369999999999999,6.369999999999999
MA1AB100000001006,9.77,9.77
MA1AB100000001007,16.41,16.41
MA1AB100000001008,17.490000000000002,17.490000000000002
MA1AB100000001009,7.28,7.28
MA1AB100000001010,7.93,7.93
MA1AB100000001011,15.91,15.91
MA1AB100000001012,14.649999999999999,14.649999999999999
MA1AB100000001013,0.0,0.0
MA1AB100000001014,0.0,0.0
MA1AB100000001015,9.12,9.12
MA1AB100000001016,1.39,1.39
MA1AB100000001017,8.83,8.83
MA1AB100000001018,1.71,1.71
MA1AB100000001019,2.6,2.6
MA1AB100000001020,3.73,3.73
MA1AB100000001021,10.6,10.6
MA1AB100000001022,7.64,7.64
MA1AB100000001023,15.35,15.35
MA1AB100000001024,7.38,7.38
MA1AB100000001025,0.0,0.0
MA1AB100000001026,6.48,6.48
MA1AB100000001027,0.88,0.88
MA1AB100000001028,4.0200000000000005,4.0200000000000005
MA1AB100000001029,22.07,22.07
MA1AB100000001030,8.4,8.4
MA1AB100000001031,7.13,7.13
MA1AB100000001032,9.5,9.5
MA1AB100000001033,8.93,8.93
MA1AB100000001034,3.16,3.16
MA1AB100000001035,0.0,0.0
MA1AB100000001036,25.1,25.1
MA1AB100000001037,0.0,0.0
MA1AB100000001038,12.88,12.88
MA1AB100000001039,0.0,0.0
MA1AB100000001040,7.05,7.05
MA1AB100000001041,2.38,2.38
MA1AB100000001042,10.0,10.0
MA1AB100000001043,2.61,2.61
MA1AB100000001044,3.9099999999999997,3.9099999999999997
MA1AB100000001045,10.46,10.46
MA1AB100000001046,2.8099999999999996,2.8099999999999996
MA1AB100000001047,15.99,15.99
MA1AB100000001048,11.100000000000001,11.100000000000001
MA1AB100000001049,19.259999999999998,19.259999999999998
MA1AB100000001050,11.370000000000001,11.370000000000001
MA1AB100000001051,2.09,2.09
MA1AB100000001052,0.0,0.0
MA1AB100000001053,1.49,1.49
MA1AB100000001054,10.84,10.84
MA1AB100000001055,0.0,0.0
MA1AB100000001056,7.77,7.77
MA1AB100000001057,7.96,7.96
MA1AB100000001058,0.0,0.0
MA1AB100000001059,4.54,4.54
MA1AB100000001060,4.86,4.86
MA1AB100000001061,7.06,7.06
MA1AB100000001062,17.740000000000002,17.740000000000002
MA1AB100000001063,0.0,0.0
MA1AB100000001064,13.95,13.95
MA1AB100000001065,0.9,0.9
MA1AB100000001066,6.33,6.33
MA1AB100000001067,8.58,8.58
MA1AB100000001068,5.35,5.35
MA1AB100000001069,8.14,8.14
MA1AB100000001070,4.47,4.47
MA1AB100000001071,0.7,0.7
MA1AB100000001072,5.33,5.33
MA1AB100000001073,23.54,23.54
MA1AB100000001074,0.0,0.0
MA1AB100000001075,0.0,0.0
MA1AB100000001076,0.0,0.0
MA1AB100000001077,13.28,13.28
MA1AB100000001078,0.0,0.0
MA1AB100000001079,12.14,12.14
MA1AB100000001080,6.63,6.63
MA1AB100000001081,10.49,10.49
MA1AB100000001082,15.77,15.77
MA1AB100000001083,5.79,5.79
MA1AB100000001084,6.56,6.56
MA1AB100000001085,12.17,12.17
MA1AB100000001086,19.72,19.72
MA1AB100000001087,0.0,0.0
MA1AB100000001088,2.96,2.96
MA1AB100000001089,0.0,0.0
MA1AB100000001090,6.89,6.89
MA1AB100000001091,0.0,0.0
MA1AB100000001092,9.54,9.54
MA1AB100000001093,14.73,14.73
MA1AB100000001094,9.31,9.31
MA1AB100000001095,9.41,9.41
MA1AB100000001096,5.0600000000000005,5.0600000000000005
MA1AB100000001097,10.95,10.95
MA1AB100000001098,12.17,12.17
MA1AB100000001099,4.0,4.0
MA1AB100000001100,0.0,0.0
MA1AB100000001101,0.0,0.0
MA1AB100000001102,9.09,9.09
MA1AB100000001103,26.87,26.87
MA1AB100000001104,5.53,5.53
MA1AB100000001105,1.93,1.93
MA1AB100000001106,9.280000000000001,9.280000000000001
MA1AB100000001107,0.0,0.0
MA1AB100000001108,9.559999999999999,9.559999999999999
MA1AB100000001109,24.68,24.68
MA1AB100000001110,12.67,12.67
MA1AB100000001111,16.58,16.58
MA1AB100000001112,19.48,19.48
MA1AB100000001113,4.63,4.63
MA1AB100000001114,12.48,12.48
MA1AB100000001115,4.46,4.46
MA1AB100000001116,5.25,5.25
MA1AB100000001117,5.73,5.73
MA1AB100000001118,13.47,13.47
MA1AB100000001119,23.29,23.29
MA1AB100000001120,0.0,0.0
MA1AB100000001121,19.21,19.21
MA1AB100000001122,6.33,6.33
MA1AB100000001123,13.45,13.45
MA1AB100000001124,5.55,5.55
MA1AB100000001125,15.1,15.1
MA1AB100000001126,17.83,17.83
MA1AB100000001127,27.259999999999998,27.259999999999998
MA1AB100000001128,6.26,6.26
MA1AB100000001129,0.0,0.0
MA1AB100000001130,5.74,5.74
MA1AB100000001131,17.57,17.57
MA1AB100000001132,0.0,0.0
MA1AB100000001133,7.65,7.65
MA1AB100000001134,6.68,6.68
MA1AB100000001135,12.13,12.13
MA1AB100000001136,17.3,17.3
MA1AB100000001137,13.34,13.34
MA1AB100000001138,17.3,17.3
MA1AB100000001139,4.6,4.6
MA1AB100000001140,6.13,6.13
MA1AB100000001141,0.0,0.0
MA1AB100000001142,12.27,12.27
MA1AB100000001143,16.08,16.08
MA1AB100000001144,10.600000000000001,10.600000000000001
MA1AB100000001145,3.23,3.23
MA1AB100000001146,1.08,1.08
MA1AB100000001147,7.08,7.08
MA1AB100000001148,13.04,13.04
MA1AB100000001149,10.73,10.73
MA1AB100000001150,5.07,5.07
MA1AB100000001151,7.6899999999999995,7.6899999999999995
MA1AB100000001152,21.77,21.77
MA1AB100000001153,17.52,17.52
MA1AB100000001154,0.0,0.0
MA1AB100000001155,16.43,16.43
MA1AB100000001156,21.62,21.62
MA1AB100000001157,21.81,21.81
MA1AB100000001158,5.21,5.21
MA1AB100000001159,17.12,17.12
MA1AB100000001160,0.0,0.0
MA1AB100000001161,1.41,1.41
MA1AB100000001162,13.48,13.48
MA1AB100000001163,1.23,1.23
MA1AB100000001164,0.0,0.0
MA1AB100000001165,6.62,6.62
MA1AB100000001166,3.18,3.18
MA1AB100000001167,10.89,10.89
MA1AB100000001168,3.25,3.25
MA1AB100000001169,12.379999999999999,12.379999999999999
MA1AB100000001170,18.93,18.93
MA1AB100000001171,7.78,7.78
MA1AB100000001172,6.8,6.8
MA1AB100000001173,13.370000000000001,13.370000000000001
MA1AB100000001174,2.79,2.79
MA1AB100000001175,11.04,11.04
MA1AB100000001176,17.54,17.54
MA1AB100000001177,2.14,2.14
MA1AB100000001178,2.7,2.7
MA1AB100000001179,9.21,9.21
MA1AB100000001180,6.27,6.27
MA1AB100000001181,4.1899999999999995,4.1899999999999995
MA1AB100000001182,0.56,0.56
MA1AB100000001183,7.92,7.92
MA1AB100000001184,21.3,21.3
MA1AB100000001185,4.61,4.61
MA1AB100000001186,3.84,3.84
MA1AB100000001187,7.28,7.28
MA1AB100000001188,7.03,7.03
MA1AB100000001189,12.25,12.25
MA1AB100000001190,1.31,1.31
MA1AB100000001191,10.05,10.05
MA1AB100000001192,7.779999999999999,7.779999999999999
MA1AB100000001193,12.31,12.31
MA1AB100000001194,13.74,13.74
MA1AB100000001195,7.470000000000001,7.470000000000001
MA1AB100000001196,5.88,5.88
MA1AB100000001197,3.93,3.93
MA1AB100000001198,7.44,7.44
MA1AB100000001199,5.46,5.46
MA1AB100000001200,21.47,21.47
MA1AB100000001201,5.48,5.48
MA1AB100000001202,19.85,19.85
MA1AB100000001203,7.95,7.95
MA1AB100000001204,15.57,15.57
MA1AB100000001205,0.84,0.84
MA1AB100000001206,9.879999999999999,9.879999999999999
MA1AB100000001207,4.88,4.88
MA1AB100000001208,11.59,11.59
MA1AB100000001209,10.68,10.68
MA1AB100000001210,0.0,0.0
MA1AB100000001211,4.48,4.48
MA1AB100000001212,5.26,5.26
MA1AB100000001213,0.0,0.0
MA1AB100000001214,0.0,0.0
MA1AB100000001215,19.93,19.93
MA1AB100000001216,3.0599999999999996,3.0599999999999996
MA1AB100000001217,3.99,3.99
MA1AB100000001218,8.24,8.24
MA1AB100000001219,21.11,21.11
MA1AB100000001220,7.29,7.29
MA1AB100000001221,0.0,0.0
MA1AB100000001222,10.07,10.07
MA1AB100000001223,1.7,1.7
MA1AB100000001224,18.119999999999997,18.119999999999997
MA1AB100000001225,12.129999999999999,12.129999999999999
MA1AB100000001226,27.03,27.03
MA1AB100000001227,3.82,3.82
MA1AB100000001228,0.0,0.0
MA1AB100000001229,0.87,0.87
MA1AB100000001230,13.31,13.31
MA1AB100000001231,10.93,10.93
MA1AB100000001232,10.39,10.39
MA1AB100000001233,22.94,22.94
MA1AB100000001234,5.72,5.72
MA1AB100000001235,2.94,2.94
MA1AB100000001236,24.240000000000002,24.240000000000002
MA1AB100000001237,12.9,12.9
MA1AB100000001238,21.95,21.95
MA1AB100000001239,9.79,9.79
MA1AB100000001240,3.16,3.16
MA1AB100000001241,13.71,13.71
MA1AB100000001242,5.62,5.62
MA1AB100000001243,5.75,5.75
MA1AB100000001244,22.08,22.08
MA1AB100000001245,6.39,6.39
MA1AB100000001246,18.38,18.38
MA1AB100000001247,2.27,2.27
MA1AB100000001248,16.39,16.39
MA1AB100000001249,8.51,8.51
MA1AB100000001250,7.99,7.99
MA1AB100000001251,10.61,10.61
MA1AB100000001252,9.68,9.68
MA1AB100000001253,13.43,13.43
MA1AB100000001254,0.0,0.0
MA1AB100000001255,31.689999999999998,31.689999999999998
MA1AB100000001256,8.31,8.31
MA1AB100000001257,0.0,0.0
MA1AB100000001258,18.25,18.25
MA1AB100000001259,19.25,19.25
MA1AB100000001260,0.0,0.0
MA1AB100000001261,11.879999999999999,11.879999999999999
MA1AB100000001262,10.57,10.57
MA1AB100000001263,14.02,14.02
MA1AB100000001264,1.76,1.76
MA1AB100000001265,12.8,12.8
MA1AB100000001266,4.68,4.68
MA1AB100000001267,4.48,4.48
MA1AB100000001268,8.7,8.7
MA1AB100000001269,2.13,2.13
MA1AB100000001270,4.27,4.27
MA1AB100000001271,12.07,12.07
MA1AB100000001272,14.32,14.32
MA1AB100000001273,7.17,7.17
MA1AB100000001274,13.19,13.19
MA1AB100000001275,10.489999999999998,10.489999999999998
MA1AB100000001276,6.73,6.73
MA1AB100000001277,7.73,7.73
MA1AB100000001278,22.009999999999998,22.009999999999998
MA1AB100000001279,1.14,1.14
MA1AB100000001280,12.49,12.49
MA1AB100000001281,21.75,21.75
MA1AB100000001282,0.0,0.0
MA1AB100000001283,5.21,5.21
MA1AB100000001284,0.0,0.0
MA1AB100000001285,7.44,7.44
MA1AB100000001286,21.63,21.63
MA1AB100000001287,0.0,0.0
MA1AB100000001288,2.85,2.85
MA1AB100000001289,15.370000000000001,15.370000000000001
MA1AB100000001290,7.13,7.13
MA1AB100000001291,14.52,14.52
MA1AB100000001292,6.58,6.58
MA1AB100000001293,0.0,0.0
MA1AB100000001294,4.84,4.84
MA1AB100000001295,9.41,9.41
MA1AB100000001296,0.0,0.0
MA1AB100000001297,30.48,30.48
MA1AB100000001298,5.79,5.79
MA1AB100000001299,0.0,0.0
MA1AB100000001300,11.91,11.91
MA1AB100000001301,12.43,12.43
MA1AB100000001302,14.48,14.48
MA1AB100000001303,0.0,0.0
MA1AB100000001304,13.120000000000001,13.120000000000001
MA1AB100000001305,6.7299999999999995,6.7299999999999995
MA1AB100000001306,11.24,11.24
MA1AB100000001307,10.24,10.24
MA1AB100000001308,15.059999999999999,15.059999999999999
MA1AB100000001309,15.280000000000001,15.280000000000001
MA1AB100000001310,2.7,2.7
MA1AB100000001311,8.57,8.57
MA1AB100000001312,15.5,15.5
MA1AB100000001313,4.91,4.91
MA1AB100000001314,11.14,11.14
MA1AB100000001315,10.72,10.72
MA1AB100000001316,4.54,4.54
MA1AB100000001317,12.83,12.83
MA1AB100000001318,13.9,13.9
MA1AB100000001319,8.809999999999999,8.809999999999999
MA1AB100000001320,7.01,7.01
MA1AB100000001321,18.939999999999998,18.939999999999998
MA1AB100000001322,8.44,8.44
MA1AB100000001323,8.98,8.98
MA1AB100000001324,6.33,6.33
MA1AB100000001325,13.29,13.29
MA1AB100000001326,14.09,14.09
MA1AB100000001327,19.68,19.68
MA1AB100000001328,29.29,29.29
MA1AB100000001329,10.600000000000001,10.600000000000001
MA1AB100000001330,12.06,12.06
MA1AB100000001331,5.109999999999999,5.109999999999999
MA1AB100000001333,11.67,11.67
MA1AB100000001334,0.0,0.0
MA1AB100000001335,6.82,6.82
MA1AB100000001336,11.61,11.61
MA1AB100000001337,2.07,2.07
MA1AB100000001338,27.57,27.57
MA1AB100000001339,14.620000000000001,14.620000000000001
MA1AB100000001340,13.39,13.39
MA1AB100000001341,0.0,0.0
MA1AB100000001342,12.15,12.15
MA1AB100000001343,0.0,0.0
MA1AB100000001344,0.0,0.0
MA1AB100000001345,5.41,5.41
MA1AB100000001346,9.4,9.4
MA1AB100000001347,9.44,9.44
MA1AB100000001348,2.3,2.3
MA1AB100000001349,17.17,17.17
MA1AB100000001350,8.41,8.41
MA1AB100000001351,1.67,1.67
MA1AB100000001352,12.99,12.99
MA1AB100000001353,12.96,12.96
MA1AB100000001354,3.87,3.87
MA1AB100000001355,14.3,14.3
MA1AB100000001356,12.209999999999999,12.209999999999999
MA1AB100000001357,0.0,0.0
MA1AB100000001358,16.17,16.17
MA1AB100000001359,17.79,17.79
MA1AB100000001360,31.02,31.02
MA1AB100000001361,7.71,7.71
MA1AB100000001362,14.31,14.31
MA1AB100000001363,9.040000000000001,9.040000000000001
MA1AB100000001364,7.04,7.04
MA1AB100000001365,0.5,0.5
MA1AB100000001366,14.059999999999999,14.059999999999999
MA1AB100000001367,10.85,10.85
MA1AB100000001368,17.46,17.46
MA1AB100000001369,24.47,24.47
MA1AB100000001370,7.38,7.38
MA1AB100000001371,0.0,0.0
MA1AB100000001372,17.04,17.04
MA1AB100000001373,13.25,13.25
MA1AB100000001374,15.09,15.09
MA1AB100000001375,0.0,0.0
MA1AB100000001376,8.83,8.83
MA1AB100000001377,23.75,23.75
MA1AB100000001378,11.64,11.64
MA1AB100000001379,12.85,12.85
MA1AB100000001380,9.19,9.19
MA1AB100000001381,8.45,8.45
MA1AB100000001382,3.52,3.52
MA1AB100000001383,6.29,6.29
MA1AB100000001384,7.89,7.89
MA1AB100000001385,12.99,12.99
MA1AB100000001386,13.27,13.27
MA1AB100000001387,12.870000000000001,12.870000000000001
MA1AB100000001388,11.05,11.05
MA1AB100000001389,17.23,17.23
MA1AB100000001390,10.399999999999999,10.399999999999999
MA1AB100000001391,2.43,2.43
MA1AB100000001392,0.0,0.0
MA1AB100000001393,2.45,2.45
MA1AB100000001394,1.49,1.49
MA1AB100000001395,8.33,8.33
MA1AB100000001396,1.5,1.5
MA1AB100000001397,5.46,5.46
MA1AB100000001398,21.96,21.96
MA1AB100000001399,11.690000000000001,11.690000000000001
MA1AB100000001400,1.81,1.81
MA1AB100000001401,4.5200000000000005,4.5200000000000005
MA1AB100000001402,8.0,8.0
MA1AB100000001403,21.45,21.45
MA1AB100000001404,4.22,4.22
MA1AB100000001405,8.9,8.9
MA1AB100000001406,10.77,10.77
MA1AB100000001407,0.0,0.0
MA1AB100000001408,3.17,3.17
MA1AB100000001409,2.44,2.44
MA1AB100000001410,1.57,1.57
MA1AB100000001411,3.87,3.87
MA1AB100000001412,0.52,0.52
MA1AB100000001413,10.27,10.27
MA1AB100000001414,4.77,4.77
MA1AB100000001415,6.59,6.59
MA1AB100000001416,9.22,9.22
MA1AB100000001417,3.97,3.97
MA1AB100000001418,0.0,0.0
MA1AB100000001419,9.14,9.14
MA1AB100000001420,8.94,8.94
MA1AB100000001421,15.24,15.24
MA1AB100000001422,1.69,1.69
MA1AB100000001423,6.2,6.2
MA1AB100000001424,20.29,20.29
MA1AB100000001425,3.7,3.7
MA1AB100000001426,4.06,4.06
MA1AB100000001427,10.16,10.16
MA1AB100000001428,9.82,9.82
MA1AB100000001429,5.15,5.15
MA1AB100000001430,6.57,6.57
MA1AB100000001431,6.8,6.8
MA1AB100000001432,13.04,13.04
MA1AB100000001433,8.690000000000001,8.690000000000001
MA1AB100000001434,0.0,0.0
MA1AB100000001435,1.96,1.96
MA1AB100000001436,15.4,15.4
MA1AB100000001437,9.620000000000001,9.620000000000001
MA1AB100000001438,9.96,9.96
MA1AB100000001439,19.15,19.15
MA1AB100000001440,7.54,7.54
MA1AB100000001441,4.3100000000000005,4.3100000000000005
MA1AB100000001442,20.759999999999998,20.759999999999998
MA1AB100000001443,5.67,5.67
MA1AB100000001444,5.25,5.25
MA1AB100000001445,15.969999999999999,15.969999999999999
MA1AB100000001446,4.96,4.96
MA1AB100000001447,7.12,7.12
MA1AB100000001448,8.4,8.4
MA1AB100000001449,0.84,0.84
MA1AB100000001450,5.51,5.51
MA1AB100000001451,6.4,6.4
MA1AB100000001452,6.79,6.79
MA1AB100000001453,9.370000000000001,9.370000000000001
MA1AB100000001454,0.0,0.0
MA1AB100000001455,3.61,3.61
MA1AB100000001456,0.0,0.0
MA1AB100000001457,7.26,7.26
MA1AB100000001458,9.83,9.83
MA1AB100000001459,11.4,11.4
MA1AB100000001460,0.0,0.0
MA1AB100000001461,10.09,10.09
MA1AB100000001462,4.3100000000000005,4.3100000000000005
MA1AB100000001463,12.17,12.17
MA1AB100000001464,0.0,0.0
MA1AB100000001465,8.26,8.26
MA1AB100000001466,7.41,7.41
MA1AB100000001467,1.06,1.06
MA1AB100000001468,40.81,40.81
MA1AB100000001469,7.22,7.22
MA1AB100000001470,6.61,6.61
MA1AB100000001471,12.649999999999999,12.649999999999999
MA1AB100000001472,13.7,13.7
MA1AB100000001473,17.61,17.61
