Insp_ID,Event_ID,VIN,Source,Defect,Scrap_Code,Is_Rework
QI-480,EVT-13059,XX3819,Cam-2,None,S-01,False
QI-481,EVT-14221,XX4039,Human-QA2,None,,False
QI-482,EVT-10050,XX3692,Human-QA2,None,S-01,False
QI-483,EVT-11725,XX3980,Human-QA1,None,,False
QI-484,EVT-14566,XX0083,Cam-1,OK,,False
QI-485,EVT-11399,XX4789,Cam-2,None,,False
QI-486,EVT-13436,XX3066,Human-QA2,None,,False
QI-487,EVT-13303,XX2234,Cam-2,Repair,,False
QI-488,EVT-12717,XX1785,Human-QA2,Repair,,True
QI-489,EVT-11329,XX2091,Cam-2,None,,False
QI-490,EVT-14533,XX4169,Cam-2,na,,False
QI-491,EVT-13322,XX4013,Human-QA1,na,S-02,False
QI-492,EVT-12898,XX1878,Human-QA1,Repair,,False
QI-493,EVT-12389,XX2315,Human-QA1,None,,False
QI-494,EVT-10748,XX1464,Human-QA1,None,,False
QI-495,EVT-10523,XX3993,Human-QA1,None,,False
QI-496,EVT-10654,XX2915,Human-QA2,Reject,,False
QI-497,EVT-14601,XX3525,Cam-1,Repair,,True
QI-498,EVT-14494,XX3373,Human-QA2,OK,,False
QI-499,EVT-12953,XX1342,Cam-1,None,,False
QI-500,EVT-13189,XX3935,Human-QA1,None,S-02,False
QI-501,EVT-12108,XX2702,Cam-2,None,,True
QI-502,EVT-11938,XX4045,Cam-2,None,S-01,False
QI-503,EVT-11204,XX0034,Cam-1,na,S-01,False
QI-504,EVT-14039,XX2146,Cam-1,None,,False
QI-505,EVT-14082,XX4806,Human-QA2,None,,False
QI-506,EVT-14062,XX1280,Cam-1,Reject,,False
QI-507,EVT-10264,XX0405,Human-QA2,None,,True
QI-508,EVT-13334,XX4712,Human-QA1,Reject,,False
QI-509,EVT-10711,XX1925,Cam-2,None,,False
QI-510,EVT-10912,XX1858,Cam-2,None,,False
QI-511,EVT-11734,XX0882,Human-QA2,OK,,False
QI-512,EVT-11445,XX2882,Cam-1,None,,False
QI-513,EVT-12136,XX2903,Human-QA2,None,,False
QI-514,EVT-10331,XX1598,Cam-1,None,,False
QI-515,EVT-13849,XX1940,Cam-1,None,,False
QI-516,EVT-13834,XX1246,Cam-1,None,,False
QI-517,EVT-10151,XX0440,Human-QA2,None,S-01,False
QI-518,EVT-10707,XX4628,Human-QA1,OK,,False
QI-519,EVT-10420,XX2825,Cam-2,None,,False
QI-520,EVT-10252,XX0116,Human-QA2,None,,False
QI-521,EVT-10998,XX4501,Human-QA1,Repair,,False
QI-522,EVT-13555,XX1279,Cam-2,None,,False
QI-523,EVT-10292,XX0297,Human-QA2,None,,False
QI-524,EVT-11240,XX2949,Human-QA2,None,,False
QI-525,EVT-10168,XX2606,Human-QA1,OK,,False
QI-526,EVT-12781,XX1095,Human-QA2,Repair,,False
QI-527,EVT-10036,XX4812,Cam-2,None,,False
QI-528,EVT-11444,XX1075,Human-QA1,OK,,False
QI-529,EVT-14391,XX0016,Human-QA2,None,,False
QI-530,EVT-12367,XX1528,Cam-2,None,,False
QI-531,EVT-10922,XX0051,Human-QA2,None,,False
QI-532,EVT-11820,XX3200,Human-QA1,None,,False
QI-533,EVT-12442,XX3242,Human-QA2,None,,False
QI-534,EVT-14744,XX1604,Cam-2,None,,False
QI-535,EVT-14378,XX3037,Cam-1,na,,False
QI-536,EVT-11662,XX2786,Human-QA2,None,,False
QI-537,EVT-10998,XX1993,Human-QA2,None,,False
QI-538,EVT-14181,XX2954,Cam-2,na,,False
QI-539,EVT-14302,XX0932,Cam-2,None,,False
QI-540,EVT-13946,XX2016,Human-QA1,None,,False
QI-541,EVT-12524,XX4614,Cam-1,None,,False
QI-542,EVT-10130,XX2139,Human-QA1,None,,False
QI-543,EVT-14231,XX4290,Cam-2,Repair,,False
QI-544,EVT-13417,XX3401,Cam-2,None,,False
QI-545,EVT-12217,XX1088,Cam-2,na,S-02,False
QI-546,EVT-13016,XX4037,Cam-2,None,,False
QI-547,EVT-11186,XX0226,Human-QA1,None,,False
QI-548,EVT-14294,XX0445,Cam-1,None,,False
QI-549,EVT-14834,XX2382,Cam-2,None,S-03,False
QI-550,EVT-12812,XX4042,Human-QA1,None,,False
QI-551,EVT-11517,XX3135,Human-QA1,Repair,,False
QI-552,EVT-14198,XX1903,Human-QA1,None,S-01,True
QI-553,EVT-14643,XX4593,Human-QA1,None,,False
QI-554,EVT-10005,XX3655,Human-QA1,OK,S-01,False
QI-555,EVT-10710,XX3604,Cam-2,None,,False
QI-556,EVT-10011,XX1483,Cam-2,None,,False
QI-557,EVT-12150,XX0245,Cam-1,None,,False
QI-558,EVT-11713,XX2112,Cam-1,None,,False
QI-559,EVT-14522,XX4049,Cam-1,None,,False
QI-560,EVT-14266,XX0805,Cam-1,na,,False
QI-561,EVT-14184,XX0932,Human-QA2,None,,False
QI-562,EVT-13418,XX1761,Human-QA1,na,,False
QI-563,EVT-14950,XX3117,Human-QA1,Reject,,False
QI-564,EVT-13282,XX0025,Human-QA1,None,S-03,False
QI-565,EVT-13604,XX4396,Human-QA2,None,,False
QI-566,EVT-12647,XX0074,Human-QA1,None,,False
QI-567,EVT-13596,XX4248,Human-QA1,Reject,,False
QI-568,EVT-13982,XX4071,Human-QA1,None,,False
QI-569,EVT-10177,XX3163,Human-QA1,None,,False
QI-570,EVT-12610,XX4188,Human-QA1,na,,False
QI-571,EVT-14513,XX2920,Cam-1,OK,,False
QI-572,EVT-10553,XX2795,Human-QA2,OK,,False
QI-573,EVT-13389,XX1411,Cam-2,None,,False
QI-574,EVT-10241,XX3487,Cam-1,None,,False
QI-575,EVT-13999,XX3613,Human-QA2,None,,False
QI-576,EVT-11379,XX4781,Human-QA1,None,,False
QI-577,EVT-11596,XX4468,Human-QA2,None,,False
QI-578,EVT-13529,XX1066,Human-QA1,Repair,S-02,False
QI-579,EVT-12004,XX3996,Human-QA1,None,S-01,False
QI-580,EVT-11946,XX3759,Human-QA2,None,S-03,False
QI-581,EVT-11300,XX0611,Cam-2,None,,False
QI-582,EVT-13089,XX4216,Human-QA1,None,,False
QI-583,EVT-13395,XX1839,Human-QA1,None,,False
QI-584,EVT-11070,XX2096,Cam-1,na,,False
QI-585,EVT-14917,XX3574,Human-QA2,None,,False
QI-586,EVT-13784,XX0473,Human-QA2,None,,False
QI-587,EVT-11788,XX1157,Human-QA2,None,,False
QI-588,EVT-14287,XX3191,Cam-1,None,,False
QI-589,EVT-11772,XX4420,Human-QA2,na,,False
QI-590,EVT-13805,XX0052,Human-QA2,None,,False
QI-591,EVT-12214,XX2184,Human-QA1,Reject,,False
QI-592,EVT-10056,XX1428,Cam-2,None,,False
QI-593,EVT-10237,XX2217,Cam-2,None,S-01,False
QI-594,EVT-10732,XX1824,Cam-1,None,,False
QI-595,EVT-13889,XX4456,Human-QA2,None,,False
QI-596,EVT-12824,XX0068,Cam-1,None,,False
QI-597,EVT-11227,XX3815,Cam-2,None,,False
QI-598,EVT-14237,XX1174,Cam-1,None,,False
QI-599,EVT-12454,XX4577,Human-QA1,None,S-02,False
QI-600,EVT-14911,XX4317,Human-QA1,None,,True
QI-601,EVT-14305,XX0261,Human-QA1,na,,False
QI-602,EVT-10767,XX2314,Human-QA2,None,,False
QI-603,EVT-13383,XX3531,Human-QA1,None,,False
QI-604,EVT-12424,XX1650,Cam-1,None,,False
QI-605,EVT-13424,XX0677,Human-QA1,None,,False
QI-606,EVT-14548,XX3940,Human-QA2,None,S-03,False
QI-607,EVT-10713,XX4339,Human-QA1,None,,False
QI-608,EVT-10085,XX1936,Human-QA1,Repair,,False
QI-609,EVT-11578,XX1679,Human-QA2,na,,False
QI-610,EVT-12016,XX1193,Human-QA2,None,,False
QI-611,EVT-13486,XX2623,Human-QA1,None,,False
QI-612,EVT-13427,XX0666,Cam-2,None,,False
QI-613,EVT-13714,XX4863,Human-QA1,None,,False
QI-614,EVT-14739,XX1602,Cam-1,None,,False
QI-615,EVT-11271,XX1910,Human-QA2,None,S-01,False
QI-616,EVT-13813,XX0188,Human-QA1,Reject,,False
QI-617,EVT-11624,XX0705,Cam-2,Repair,,False
QI-618,EVT-12408,XX3368,Human-QA1,na,,False
QI-619,EVT-14845,XX4788,Cam-1,OK,,True
QI-620,EVT-12851,XX3454,Human-QA2,OK,,False
QI-621,EVT-11397,XX1367,Cam-1,None,,False
QI-622,EVT-11965,XX2650,Cam-2,Repair,S-02,False
QI-623,EVT-14156,XX0335,Cam-1,None,,False
QI-624,EVT-13241,XX4834,Cam-1,None,,False
QI-625,EVT-11530,XX2385,Human-QA2,None,,False
QI-626,EVT-10774,XX0356,Cam-1,None,,False
QI-627,EVT-12461,XX1923,Cam-2,None,,False
QI-628,EVT-10115,XX4328,Cam-2,None,,False
QI-629,EVT-11349,XX3339,Human-QA2,None,,False
QI-630,EVT-12745,XX0796,Cam-2,None,,False
QI-631,EVT-13243,XX0190,Cam-2,None,S-01,False
QI-632,EVT-12847,XX4144,Cam-2,None,S-03,False
QI-633,EVT-10626,XX0814,Cam-2,None,,False
QI-634,EVT-14618,XX2103,Cam-2,None,,False
QI-635,EVT-11639,XX3411,Cam-2,na,,False
QI-636,EVT-12222,XX2167,Cam-2,Reject,,False
QI-637,EVT-12945,XX2251,Human-QA1,None,,False
QI-638,EVT-12421,XX1680,Cam-2,None,,False
QI-639,EVT-14727,XX2059,Human-QA2,OK,,True
QI-640,EVT-10236,XX4355,Human-QA1,na,,False
QI-641,EVT-13057,XX4394,Cam-2,None,,False
QI-642,EVT-10967,XX1221,Cam-2,None,,False
QI-643,EVT-14538,XX1628,Human-QA2,None,,False
QI-644,EVT-12831,XX2381,Cam-2,None,,False
QI-645,EVT-13927,XX1400,Human-QA1,None,,False
QI-646,EVT-11019,XX0134,Human-QA1,None,,False
QI-647,EVT-12006,XX2164,Human-QA2,None,,False
QI-648,EVT-12893,XX2710,Cam-2,None,,False
QI-649,EVT-11562,XX1280,Human-QA2,Repair,,False
QI-650,EVT-10841,XX0553,Cam-2,OK,S-01,False
QI-651,EVT-14730,XX4789,Human-QA1,OK,,False
QI-652,EVT-12203,XX2087,Cam-2,None,,False
QI-653,EVT-10812,XX3895,Cam-2,None,,False
QI-654,EVT-13899,XX4576,Human-QA1,Repair,,True
QI-655,EVT-13761,XX2974,Human-QA1,None,,True
QI-656,EVT-13197,XX1154,Human-QA1,None,,True
QI-657,EVT-11709,XX4159,Cam-2,None,,True
QI-658,EVT-11064,XX0955,Human-QA2,na,,False
QI-659,EVT-14281,XX2578,Human-QA1,None,,False
QI-660,EVT-12508,XX3789,Cam-2,OK,,False
QI-661,EVT-11718,XX3069,Human-QA2,None,,False
QI-662,EVT-13332,XX0236,Cam-1,None,,False
QI-663,EVT-12593,XX3752,Cam-1,Reject,,False
QI-664,EVT-11472,XX3644,Cam-2,Reject,,False
QI-665,EVT-10698,XX1109,Cam-2,None,,False
QI-666,EVT-10944,XX1797,Human-QA1,OK,S-01,False
QI-667,EVT-10136,XX3474,Cam-2,None,,False
QI-668,EVT-11225,XX1391,Human-QA2,None,,False
QI-669,EVT-14988,XX3132,Cam-2,None,S-01,False
QI-670,EVT-12702,XX2212,Human-QA2,None,,False
QI-671,EVT-14716,XX4978,Human-QA2,None,,False
QI-672,EVT-12204,XX2642,Human-QA1,None,,False
QI-673,EVT-13326,XX3229,Human-QA2,None,S-03,False
QI-674,EVT-12228,XX0927,Cam-2,OK,,False
QI-675,EVT-12456,XX2922,Human-QA2,None,,False
QI-676,EVT-14948,XX2957,Cam-1,OK,,False
QI-677,EVT-13802,XX3828,Human-QA2,Repair,,False
QI-678,EVT-13099,XX3446,Cam-2,None,,False
QI-679,EVT-13734,XX4039,Human-QA1,OK,,False
QI-680,EVT-14966,XX0121,Cam-2,None,,False
QI-681,EVT-14707,XX0966,Cam-2,OK,,True
QI-682,EVT-11538,XX2050,Cam-2,None,,False
QI-683,EVT-11568,XX4214,Cam-1,None,,False
QI-684,EVT-13270,XX3720,Human-QA1,None,,False
QI-685,EVT-14164,XX3914,Cam-1,na,,False
QI-686,EVT-10601,XX4735,Human-QA2,Reject,,False
QI-687,EVT-12064,XX3825,Human-QA2,None,,False
QI-688,EVT-14974,XX4470,Cam-1,None,,False
QI-689,EVT-13906,XX3180,Human-QA1,None,,False
QI-690,EVT-10545,XX3371,Human-QA2,None,,False
QI-691,EVT-10183,XX3505,Human-QA1,None,,False
QI-692,EVT-10837,XX4042,Cam-1,na,,False
QI-693,EVT-11892,XX1924,Human-QA2,None,,False
QI-694,EVT-11388,XX3817,Cam-1,OK,,False
QI-695,EVT-11941,XX3092,Human-QA2,None,,True
QI-696,EVT-11457,XX1777,Cam-2,OK,,False
QI-697,EVT-13270,XX0772,Human-QA1,None,,False
QI-698,EVT-12800,XX4657,Cam-1,None,,False
QI-699,EVT-13303,XX3578,Cam-2,None,,False
QI-700,EVT-12770,XX1539,Cam-1,None,,False
QI-701,EVT-11453,XX2868,Cam-1,Repair,,False
QI-702,EVT-13635,XX3550,Human-QA1,na,,False
QI-703,EVT-13286,XX0804,Cam-1,None,,False
QI-704,EVT-11172,XX4777,Human-QA1,None,,False
QI-705,EVT-11711,XX3270,Cam-1,None,,False
QI-706,EVT-10780,XX0179,Human-QA2,None,,False
QI-707,EVT-11028,XX0615,Cam-2,Repair,,False
QI-708,EVT-14723,XX1755,Human-QA2,None,,False
QI-709,EVT-12250,XX0047,Human-QA1,OK,,False
QI-710,EVT-14149,XX3684,Human-QA1,None,,False
QI-711,EVT-14383,XX2535,Cam-2,None,S-03,False
QI-712,EVT-13669,XX0216,Human-QA1,None,,False
QI-713,EVT-11068,XX2940,Human-QA2,None,,False
QI-714,EVT-10283,XX2900,Cam-2,None,,False
QI-715,EVT-10832,XX2877,Human-QA1,None,,False
QI-716,EVT-14677,XX1237,Human-QA1,None,,False
QI-717,EVT-13488,XX1008,Human-QA1,Repair,,False
QI-718,EVT-14367,XX4830,Human-QA1,None,,False
QI-719,EVT-13212,XX2139,Cam-1,None,,False
QI-720,EVT-10916,XX4411,Cam-1,OK,,False
QI-721,EVT-10570,XX2160,Cam-1,OK,,False
QI-722,EVT-12799,XX3185,Human-QA1,None,S-01,False
QI-723,EVT-12094,XX0374,Cam-1,None,,False
QI-724,EVT-13238,XX1287,Human-QA1,None,,False
QI-725,EVT-14567,XX0368,Human-QA2,None,,False
QI-726,EVT-14906,XX4474,Human-QA1,None,,False
QI-727,EVT-10620,XX4925,Cam-2,None,,False
QI-728,EVT-14772,XX4921,Cam-2,None,,False
QI-729,EVT-10770,XX3926,Cam-2,None,,False
QI-730,EVT-14793,XX4770,Human-QA1,na,,True
QI-731,EVT-13347,XX3117,Cam-2,na,,False
QI-732,EVT-11614,XX1295,Cam-2,None,,False
QI-733,EVT-10064,XX3977,Human-QA1,None,,False
QI-734,EVT-13698,XX0174,Human-QA1,None,,False
QI-735,EVT-10201,XX4132,Cam-1,None,,False
QI-736,EVT-14237,XX4398,Human-QA1,OK,,False
QI-737,EVT-13169,XX4982,Cam-1,Repair,,False
QI-738,EVT-12864,XX2081,Human-QA1,None,,True
QI-739,EVT-11157,XX3835,Human-QA2,None,,False
QI-740,EVT-12309,XX2430,Cam-2,None,,False
QI-741,EVT-10101,XX2774,Human-QA2,OK,,False
QI-742,EVT-10376,XX0693,Human-QA1,na,,False
QI-743,EVT-10205,XX4691,Human-QA2,None,,False
QI-744,EVT-13724,XX3030,Cam-1,None,,False
QI-745,EVT-14856,XX0874,Human-QA1,None,,False
QI-746,EVT-12057,XX4415,Human-QA1,None,,False
QI-747,EVT-13663,XX3097,Human-QA2,None,,False
QI-748,EVT-11634,XX0758,Cam-2,None,,False
QI-749,EVT-11060,XX3625,Human-QA1,None,,False
QI-750,EVT-12823,XX2107,Cam-2,None,,False
QI-751,EVT-10889,XX4273,Human-QA2,na,,False
QI-752,EVT-11562,XX1566,Human-QA2,None,,False
QI-753,EVT-13195,XX3117,Human-QA2,Repair,,False
QI-754,EVT-14498,XX3524,Cam-1,None,,True
QI-755,EVT-10810,XX0309,Human-QA1,Reject,,False
QI-756,EVT-11058,XX0154,Human-QA2,None,,False
QI-757,EVT-11260,XX0967,Human-QA2,None,,False
QI-758,EVT-12546,XX1164,Cam-1,None,,False
QI-759,EVT-10511,XX2817,Human-QA1,None,,False
QI-760,EVT-11846,XX0385,Cam-2,None,,False
QI-761,EVT-14412,XX3720,Human-QA1,None,S-02,False
QI-762,EVT-14398,XX2796,Human-QA2,None,,False
QI-763,EVT-11125,XX4720,Cam-2,Repair,,False
QI-764,EVT-13660,XX1057,Cam-1,na,,False
QI-765,EVT-14177,XX1732,Cam-1,None,,False
QI-766,EVT-10657,XX3443,Human-QA2,Repair,S-02,False
QI-767,EVT-10052,XX1670,Cam-2,None,,True
QI-768,EVT-14440,XX4077,Human-QA1,None,,False
QI-769,EVT-11108,XX4028,Human-QA2,None,,False
QI-770,EVT-10986,XX3775,Cam-2,None,,False
QI-771,EVT-14736,XX1460,Cam-2,None,S-01,False
QI-772,EVT-10210,XX0006,Cam-2,Reject,,False
QI-773,EVT-14959,XX4787,Cam-2,None,,False
QI-774,EVT-10775,XX1642,Cam-1,None,,False
QI-775,EVT-10914,XX3830,Cam-2,None,,False
QI-776,EVT-14278,XX4881,Cam-2,None,,True
QI-777,EVT-10505,XX0617,Human-QA2,None,,True
QI-778,EVT-13298,XX0886,Cam-1,None,,True
QI-779,EVT-11857,XX2071,Cam-1,None,,False
QI-780,EVT-14188,XX0161,Cam-1,Reject,,False
QI-781,EVT-14425,XX1218,Human-QA1,None,,False
QI-782,EVT-12237,XX4179,Human-QA1,None,,False
QI-783,EVT-12913,XX0168,Cam-1,na,,False
QI-784,EVT-13001,XX3913,Human-QA2,None,,False
QI-785,EVT-10260,XX2703,Cam-2,OK,,False
QI-786,EVT-10709,XX2603,Cam-2,Repair,,False
QI-787,EVT-11951,XX4440,Cam-1,None,,False
QI-788,EVT-12370,XX4108,Cam-1,None,,False
QI-789,EVT-10087,XX3606,Human-QA1,None,,False
QI-790,EVT-13389,XX1554,Cam-1,None,,False
QI-791,EVT-13294,XX0450,Human-QA1,None,,False
QI-792,EVT-12734,XX4670,Cam-1,None,,False
QI-793,EVT-12256,XX4028,Cam-2,Reject,,False
QI-794,EVT-11072,XX2538,Cam-1,None,,False
QI-795,EVT-13607,XX2710,Cam-2,None,,False
QI-796,EVT-13921,XX4561,Cam-1,None,,False
QI-797,EVT-12969,XX2958,Human-QA1,None,,False
QI-798,EVT-12310,XX2665,Cam-1,None,,False
QI-799,EVT-13277,XX1790,Human-QA2,None,,False
QI-800,EVT-13752,XX4103,Cam-2,na,,False
QI-801,EVT-13568,XX3235,Cam-2,None,,False
QI-802,EVT-13969,XX0319,Cam-2,None,S-02,False
QI-803,EVT-12717,XX2178,Cam-1,None,,True
QI-804,EVT-11488,XX2157,Human-QA2,None,,False
QI-805,EVT-11658,XX2554,Human-QA2,None,,False
QI-806,EVT-12067,XX0429,Human-QA1,None,,False
QI-807,EVT-12615,XX4340,Human-QA1,Reject,,False
QI-808,EVT-13017,XX2486,Human-QA1,None,,False
QI-809,EVT-11131,XX4403,Human-QA2,na,,False
QI-810,EVT-12187,XX0901,Cam-2,Repair,S-01,False
QI-811,EVT-10270,XX1621,Cam-2,None,S-01,False
QI-812,EVT-11596,XX3399,Human-QA1,Repair,,False
QI-813,EVT-13526,XX0749,Human-QA1,Repair,,False
QI-814,EVT-14379,XX4873,Cam-1,OK,S-01,False
QI-815,EVT-10365,XX4290,Cam-1,None,,False
QI-816,EVT-12531,XX2412,Human-QA2,na,,False
QI-817,EVT-10002,XX1028,Cam-1,Reject,,False
QI-818,EVT-13051,XX4245,Human-QA1,None,,False
QI-819,EVT-10783,XX3133,Human-QA1,None,,False
QI-820,EVT-12211,XX2842,Human-QA1,None,S-03,False
QI-821,EVT-14483,XX1141,Cam-2,None,,True
QI-822,EVT-11032,XX0238,Human-QA1,None,,False
QI-823,EVT-12059,XX4826,Cam-1,None,,False
QI-824,EVT-14169,XX4554,Human-QA2,None,,False
QI-825,EVT-10237,XX2533,Cam-1,None,,False
QI-826,EVT-13883,XX1755,Cam-2,None,S-01,False
QI-827,EVT-13179,XX4810,Cam-1,OK,,False
QI-828,EVT-11985,XX1611,Cam-1,None,S-01,False
QI-829,EVT-11462,XX3119,Cam-2,None,,False
QI-830,EVT-10871,XX4440,Cam-1,None,,False
QI-831,EVT-11221,XX1488,Cam-2,OK,,False
QI-832,EVT-11666,XX4759,Cam-1,None,,False
QI-833,EVT-13436,XX3195,Cam-2,None,,False
QI-834,EVT-11656,XX0246,Human-QA2,na,,False
QI-835,EVT-11131,XX1278,Human-QA2,None,,False
QI-836,EVT-11971,XX2329,Cam-2,None,,False
QI-837,EVT-10810,XX1557,Human-QA1,None,,False
QI-838,EVT-10055,XX1558,Cam-2,OK,,True
QI-839,EVT-13523,XX2223,Cam-1,None,,False
QI-840,EVT-12662,XX2333,Human-QA1,None,,False
QI-841,EVT-13279,XX0305,Human-QA1,None,,False
QI-842,EVT-11533,XX2923,Human-QA1,None,,False
QI-843,EVT-14011,XX0793,Cam-2,OK,,False
QI-844,EVT-10933,XX0407,Cam-2,na,,False
QI-845,EVT-10662,XX4428,Human-QA1,OK,,False
QI-846,EVT-13845,XX2353,Cam-2,None,,False
QI-847,EVT-13023,XX2038,Human-QA2,None,,False
QI-848,EVT-12677,XX2967,Cam-1,na,,False
QI-849,EVT-10143,XX2717,Cam-1,None,,False
QI-850,EVT-13275,XX2821,Cam-1,None,,False
QI-851,EVT-14324,XX4647,Cam-2,None,,False
QI-852,EVT-10239,XX3043,Cam-1,None,,False
QI-853,EVT-12004,XX4003,Human-QA2,None,,False
QI-854,EVT-13769,XX1361,Cam-1,Reject,,False
QI-855,EVT-14246,XX1054,Human-QA2,None,,False
QI-856,EVT-13396,XX0440,Cam-2,None,,False
QI-857,EVT-10802,XX4354,Cam-2,None,,True
QI-858,EVT-10352,XX0783,Cam-1,na,,False
QI-859,EVT-11974,XX2611,Human-QA1,na,,False
QI-860,EVT-11133,XX1815,Human-QA2,None,,False
QI-861,EVT-14561,XX0234,Human-QA1,None,,False
QI-862,EVT-11063,XX2074,Human-QA2,None,,False
QI-863,EVT-11395,XX2432,Cam-2,None,,False
QI-864,EVT-11548,XX4489,Cam-2,None,,False
QI-865,EVT-11530,XX0462,Human-QA2,None,,False
QI-866,EVT-10052,XX1752,Human-QA2,None,,False
QI-867,EVT-13151,XX0839,Cam-2,None,,False
QI-868,EVT-12786,XX3210,Human-QA2,None,,False
QI-869,EVT-11144,XX2785,Human-QA2,na,,True
QI-870,EVT-12112,XX4206,Human-QA1,None,,False
QI-871,EVT-10295,XX1352,Cam-1,None,,False
QI-872,EVT-12989,XX0206,Human-QA1,None,,False
QI-873,EVT-14742,XX1095,Cam-2,None,,False
QI-874,EVT-11580,XX4306,Human-QA1,None,,True
QI-875,EVT-12425,XX0185,Cam-2,None,,False
QI-876,EVT-12627,XX2793,Human-QA2,None,,False
QI-877,EVT-14805,XX4987,Cam-1,None,,False
QI-878,EVT-14162,XX4495,Cam-2,None,,False
QI-879,EVT-11593,XX2730,Cam-1,None,,False
QI-880,EVT-10509,XX0314,Cam-1,None,,False
QI-881,EVT-11891,XX0228,Human-QA1,None,,False
QI-882,EVT-11461,XX3094,Cam-2,None,,False
QI-883,EVT-11999,XX3958,Human-QA1,OK,,False
QI-884,EVT-11970,XX4096,Human-QA2,Reject,,False
QI-885,EVT-11551,XX2740,Human-QA2,None,,False
QI-886,EVT-13851,XX0927,Cam-2,na,,False
QI-887,EVT-10101,XX3337,Cam-2,None,,False
QI-888,EVT-11460,XX3122,Human-QA2,None,,False
QI-889,EVT-12846,XX2109,Cam-2,na,,False
QI-890,EVT-10733,XX2356,Human-QA1,None,,False
QI-891,EVT-13092,XX0537,Human-QA1,None,,False
QI-892,EVT-12434,XX4171,Cam-2,Repair,,False
QI-893,EVT-10532,XX1442,Human-QA1,OK,,False
QI-894,EVT-10091,XX3400,Cam-2,Reject,,False
QI-895,EVT-11819,XX3353,Human-QA1,None,,False
QI-896,EVT-11156,XX3147,Human-QA1,Repair,,True
QI-897,EVT-14934,XX0609,Cam-1,None,,False
QI-898,EVT-10504,XX0612,Human-QA1,OK,,False
QI-899,EVT-14936,XX1021,Cam-2,None,,False
QI-900,EVT-14782,XX4881,Human-QA1,None,,False
QI-901,EVT-12195,XX0241,Human-QA1,None,,False
QI-902,EVT-10933,XX2053,Human-QA2,None,,False
QI-903,EVT-11255,XX1603,Cam-2,None,,False
QI-904,EVT-10883,XX2405,Human-QA1,None,,False
QI-905,EVT-13236,XX4490,Cam-1,None,,True
QI-906,EVT-14409,XX1415,Human-QA2,OK,,False
QI-907,EVT-12704,XX0369,Cam-1,None,,False
QI-908,EVT-14059,XX2077,Cam-1,None,,False
QI-909,EVT-14318,XX1447,Human-QA2,None,,False
QI-910,EVT-14511,XX0009,Cam-1,OK,,False
QI-911,EVT-12109,XX3517,Cam-2,Repair,,False
QI-912,EVT-14719,XX4430,Cam-2,None,,False
QI-913,EVT-12423,XX2278,Cam-1,na,,True
QI-914,EVT-12646,XX0393,Cam-2,None,,False
QI-915,EVT-14500,XX1852,Human-QA1,None,,False
QI-916,EVT-11278,XX0779,Human-QA1,None,,True
QI-917,EVT-10389,XX3432,Human-QA1,None,,False
QI-918,EVT-11648,XX1699,Cam-1,None,,False
QI-919,EVT-10765,XX3255,Cam-1,None,,False
QI-920,EVT-10347,XX4483,Cam-2,None,,False
QI-921,EVT-13573,XX3272,Cam-2,None,,False
QI-922,EVT-11345,XX3253,Cam-2,None,,False
QI-923,EVT-13005,XX3612,Cam-1,na,,False
QI-924,EVT-12564,XX2613,Cam-2,OK,S-02,False
QI-925,EVT-10329,XX1846,Human-QA1,Reject,,False
QI-926,EVT-13534,XX3509,Human-QA1,None,,False
QI-927,EVT-13793,XX3893,Human-QA2,None,,False
QI-928,EVT-10973,XX3112,Human-QA2,na,,False
QI-929,EVT-11245,XX4318,Human-QA2,na,,False
QI-930,EVT-12237,XX1867,Human-QA1,na,,False
QI-931,EVT-12619,XX1053,Cam-1,None,,False
QI-932,EVT-10204,XX0927,Cam-2,None,,False
QI-933,EVT-12259,XX3773,Cam-2,None,,False
QI-934,EVT-14184,XX3043,Cam-1,None,,False
QI-935,EVT-13002,XX4226,Human-QA2,na,S-01,False
QI-936,EVT-10362,XX2096,Cam-1,None,,False
QI-937,EVT-13442,XX3841,Human-QA1,None,S-01,False
QI-938,EVT-10331,XX0827,Cam-1,None,S-01,False
QI-939,EVT-12968,XX3488,Human-QA1,None,,False
QI-940,EVT-14803,XX4696,Human-QA1,None,,False
QI-941,EVT-10421,XX0770,Human-QA2,Reject,S-03,False
QI-942,EVT-10762,XX3971,Cam-2,None,,False
QI-943,EVT-12783,XX0457,Human-QA2,None,,False
QI-944,EVT-12757,XX1073,Human-QA1,None,,False
QI-945,EVT-10248,XX2776,Human-QA2,None,,False
QI-946,EVT-13546,XX4631,Cam-2,None,,False
QI-947,EVT-10482,XX2484,Human-QA2,None,,False
QI-948,EVT-13475,XX2299,Human-QA1,None,,False
QI-949,EVT-13858,XX2972,Cam-2,na,,False
QI-950,EVT-13232,XX3930,Human-QA2,None,,False
QI-951,EVT-12295,XX4401,Cam-1,None,,False
QI-952,EVT-14414,XX1643,Cam-2,na,,False
QI-953,EVT-13011,XX1018,Human-QA2,Repair,,False
QI-954,EVT-10699,XX4043,Cam-1,Reject,,False
QI-955,EVT-14626,XX1464,Cam-2,None,,False
QI-956,EVT-14091,XX1512,Cam-1,Reject,,False
QI-957,EVT-13827,XX3474,Human-QA2,None,,False
QI-958,EVT-11947,XX4472,Cam-1,None,,True
QI-959,EVT-13861,XX3639,Cam-1,na,,False
